CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.10038298118062183,0.03268764415803597,2.9433076580321322,-0.04301972444621549,1775,0.11368708870925624,0.20397901578794272,23.382017821858906,1760
