"Date","Close","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌P Rel‌ (SPY)","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌Perf Idx‌ (120,SPY)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Beta‌ (20,SPY)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2014-01-01T23:00:00.000Z","0.40","260,092,000.00","56.60","0.40","0.39","0.37","0.04","0.39","0.39","0.39","0.44","-20.00","0.39","1.08","0.89","-37.20","-25,791,401.28","0.27","55.88","3.38","0.39","0.11","0.01","0.04","100.00","72.66","0.40","-0.49","0.38","90.80","89.52","90.80","89.52","73.92","38.56","0.41","0.40","0.39","0.02","","","131.86","90.91","","99.08","56.60","62.80","0.20","0.12","0.09","2.06","1.37","1.90","32.15","-32.15","1.19","0","60.00","85.00","11.12","-1.00","1.00","0.41","0.37","137,168,895.98","0","2.92","0","1.24","126.50","","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.98","0.38","-616,624,000.00","98.49","","0.41","0.39","0.37","0.01","0.39","0.39","0.37","0.39","53.33","0.01","0.39","24.34","0","0","0","0","0.37","0","0.87","0.37","0.40","3,699,828.53","6,533,161.55","-2,833,333.03","0.43","0.39","0.36","44.41","0.39","0.39","0.39","0.39","0.40","14.36","0.40","0.01","0.41","0.39","0.37","0.40","0.40","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","-1.33","0","0","0","0.40","0.39","0.01","0","275,486.36","2.27","2.32","0","0.03","0.40","0.39","0.37","2.06","0","5.38","77.31","41.31","","46.55","-1.30","-5.61","0.10","-5.47","-5.46","8.22","0.40","0.39","0.37","74.82","0.33","0.06","0.01","0.01","0.38","0.42","0.38","64.29","92.86","28.57","0.39","0.39","0.39","27.56","18.90","17.11","13.24","0.04"
"2014-01-02T23:00:00.000Z","0.39","259,332,000.00","51.67","0.40","0.39","0.37","0.04","0.39","0.39","0.39","","-35.83","0.39","1.14","0.85","0.23","-22,859,570.78","0.27","52.51","3.12","0.39","0.07","0.01","0.06","100.00","78.13","0.40","-0.60","0.38","79.17","87.31","79.17","87.31","58.43","42.18","0.41","0.40","0.39","0.02","","","114.08","104.48","","99.54","51.67","59.90","0.18","0.16","0.02","1.89","1.20","1.36","25.68","-25.68","-28.47","0","55.00","85.00","12.26","1.58","1.00","0.41","0.37","134,062,155.09","0","3.71","0","0.34","126.50","","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.97","0.38","-875,956,000.00","97.31","","0.41","0.39","0.37","0","0.39","0.39","0.37","0.39","53.19","0.01","0.39","24.39","0","0","0","0","0.37","0","0.75","0.38","0.40","-2,850,495.84","5,192,639.07","-8,043,134.91","0.43","0.39","0.36","37.00","0.39","0.39","0.39","0.39","0.41","15.52","0.40","0.01","0.41","0.39","0.38","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","-1.33","0","0","1.00","0.40","0.39","0.01","0","60,156.49","1.91","2.27","0","0.03","0.40","0.39","0.37","0.58","0","6.22","51.14","40.67","","22.48","-2.35","-0.86","0","-5.48","-5.47","7.89","0.40","0.39","0.37","61.55","0.36","0.05","0.01","0.01","0.38","0.41","0.37","64.29","85.71","21.43","0.39","0.39","0.39","25.44","20.02","16.74","12.64","0.04"
"2014-01-05T23:00:00.000Z","0.40","409,492,000.00","56.21","0.40","0.39","0.37","0.04","0.39","0.39","0.39","","-18.33","0.39","1.18","0.78","121.84","-8,323,469.16","0.27","53.54","2.71","0.39","0.09","0.01","0.07","100.00","82.50","0.40","0.39","0.38","75.28","81.75","75.28","81.75","50.48","43.68","0.41","0.40","0.39","0.01","","","112.97","99.19","","99.77","56.21","61.21","0.11","0.17","-0.06","1.97","1.27","0.91","38.84","-38.84","9.58","0","60.00","87.29","15.60","4.30","1.00","0.41","0.37","139,549,929.92","0","5.73","0","0.88","128.20","","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.99","0.39","-466,464,000.00","97.31","","0.41","0.39","0.37","0","0.39","0.39","0.37","0.39","61.20","0.02","0.39","24.51","0","0","0","0","0.37","0","0.68","0.38","0.40","5,531,816.39","5,241,092.97","290,723.42","0.43","0.39","0.36","41.58","0.40","0.39","0.39","0.39","0.42","16.40","0.40","0.01","0.42","0.40","0.38","0.40","0.40","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","-1.33","0","0","0","0.40","0.39","0.01","0","358,682.11","1.56","1.91","0","0.03","0.40","0.39","0.37","1.53","0","7.19","79.11","41.52","","15.97","-0.98","0.28","0.06","-5.49","-5.48","8.08","0.40","0.39","0.37","77.29","0.18","0.10","0.01","0.01","0.38","0.42","0.38","64.29","78.57","14.29","0.39","0.39","0.39","25.34","18.34","16.69","13.03","0.04"
"2014-01-06T23:00:00.000Z","0.40","333,288,000.00","61.09","0.41","0.39","0.37","0.05","0.39","0.39","0.39","","-4.62","0.39","1.22","0.70","40.26","-2,918,882.76","0.29","61.09","2.23","0.39","0.12","0.01","0.08","100.00","86.00","0.40","0.84","0.38","80.41","78.28","80.41","78.28","52.92","45.36","0.41","0.40","0.39","0.01","","","124.77","98.40","","99.89","61.09","62.83","0.03","0.14","-0.11","2.40","1.58","0.30","40.16","-40.16","55.48","0","65.00","90.16","19.42","7.01","1.00","0.41","0.37","145,006,765.92","0","7.31","0","1.51","128.20","","0.39","0.41","0.38","0.42","0.36","0.44","0.35","1.00","0.39","-133,176,000.00","98.90","","0.41","0.39","0.37","0.01","0.39","0.39","0.37","0.39","68.54","0.03","0.39","24.61","0","0","0","0","0.37","0","0.66","0.38","0.40","11,508,645.53","6,136,457.62","5,372,187.91","0.43","0.40","0.36","50.18","0.40","0.39","0.39","0.39","0.43","15.51","0.40","0.01","0.42","0.40","0.38","0.40","0.40","0.40","0.40","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","-1.33","0","0","-1.00","0.40","0.39","0.01","0","616,922.38","1.63","1.56","0","0.03","0.40","0.39","0.37","2.68","0.01","8.41","122.16","40.24","","26.47","0.39","5.48","0.13","-5.49","-5.49","8.72","0.41","0.39","0.37","91.90","0.54","0.12","0.01","0.01","0.38","0.42","0.38","92.86","100.00","7.14","0.39","0.39","0.39","28.32","16.87","17.31","13.87","0.05"
"2014-01-07T23:00:00.000Z","0.41","308,192,000.00","64.67","0.41","0.39","0.37","0.05","0.39","0.39","0.39","","-5.37","0.39","1.30","0.64","12.44","-653,216.70","0.34","61.55","1.71","0.39","0.13","0.01","0.10","100.00","88.80","0.40","0.75","0.39","90.56","82.08","90.56","82.08","60.62","48.14","0.41","0.40","0.39","0.01","","","141.16","93.80","","99.94","64.67","65.08","-0.02","0.07","-0.09","3.30","1.65","0.19","57.09","-57.09","58.80","0","70.00","94.51","24.67","10.11","1.00","0.43","0.37","149,207,662.50","0","8.27","0","1.96","128.20","107.71","0.39","0.41","0.38","0.42","0.36","0.44","0.35","1.01","0.39","175,016,000.00","100.25","103.78","0.41","0.39","0.37","0.01","0.39","0.39","0.37","0.39","76.00","0.03","0.39","24.67","0","0","0","0","0.37","0","0.67","0.39","0.40","16,381,422.55","7,600,024.04","8,781,398.51","0.43","0.40","0.36","58.24","0.40","0.39","0.39","0.39","0.45","16.30","0.41","0.01","0.42","0.40","0.38","0.40","0.40","0.40","0.40","0.40","0.40","0.39","0.39","0.39","0.39","0.39","0.39","-1.30","0","0","0","0.40","0.39","0.01","0.01","770,942.28","1.89","1.63","0","0.03","0.41","0.39","0.37","3.49","0.01","9.46","153.12","35.58","","35.06","1.25","4.80","0.21","-5.48","-5.49","9.46","0.41","0.39","0.37","99.49","0.57","0.14","0.01","0.01","0.38","0.43","0.39","100.00","100.00","0","0.39","0.39","0.39","32.20","15.61","18.55","14.62","0.05"
"2014-01-08T23:00:00.000Z","0.39","292,172,000.00","50.72","0.41","0.39","0.37","0.04","0.39","0.39","0.39","","-55.65","0.40","1.11","0.73","-31.45","-148,626.86","0.30","47.20","1.67","0.40","0.09","0.02","0.11","95.99","90.24","0.40","-2.10","0.39","78.12","83.03","78.12","83.03","29.77","44.80","0.41","0.40","0.39","0.01","","","106.25","106.25","","96.87","50.72","61.03","-0.04","0.02","-0.06","2.49","1.17","2.47","39.98","-39.98","-34.63","0","65.00","93.43","24.86","13.21","1.00","0.41","0.37","138,313,720.86","0","2.81","0","-0.27","128.20","107.81","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.97","0.39","-117,156,000.00","96.51","103.77","0.41","0.39","0.37","0","0.39","0.39","0.37","0.39","67.13","0.01","0.40","24.79","0","0","0","0","0.37","0","0.40","0.39","0.40","7,913,297.52","7,644,777.39","268,520.13","0.44","0.40","0.36","44.66","0.40","0.39","0.39","0.39","0.45","25.70","0.41","0.01","0.42","0.40","0.38","0.40","0.40","0.40","0.40","0.40","0.40","0.39","0.39","0.39","0.39","0.39","0.39","-1.25","0","0","0","0.40","0.39","0.01","0","24,290.21","1.41","1.89","0","0.04","0.41","0.39","0.37","-0.56","0","8.52","50.10","45.04","","4.00","-2.04","2.46","0.11","-5.48","-5.48","9.47","0.41","0.39","0.37","57.57","0.75","0.05","0.01","0.01","0.39","0.42","0.37","92.86","92.86","0","0.39","0.39","0.39","27.34","23.31","17.79","12.52","0.04"
"2014-01-09T23:00:00.000Z","0.39","218,492,000.00","50.34","0.41","0.39","0.37","0.03","0.39","0.39","0.39","","-66.36","0.40","1.02","0.80","-15.49","-5,629,206.02","0.31","45.76","1.70","0.40","0.08","0.01","0.11","87.89","89.77","0.40","-0.14","0.39","57.54","75.41","57.54","75.41","-3.21","36.07","0.41","0.40","0.39","0.01","","","103.49","104.03","","80.13","50.34","57.30","-0.06","-0.02","-0.04","1.97","0.65","1.25","49.73","-49.73","-33.28","0","65.00","92.93","25.41","16.13","1.00","0.41","0.37","138,036,257.74","0","2.28","0","-0.41","128.20","107.92","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.97","0.41","-335,648,000.00","96.39","103.75","0.41","0.39","0.37","0","0.39","0.39","0.37","0.39","60.77","0.01","0.40","24.87","0","0","0","0","0.38","0","0.13","0.39","0.40","1,776,924.06","6,806,512.63","-5,029,588.57","0.44","0.40","0.36","46.61","0.40","0.39","0.39","0.39","0.45","25.26","0.41","0.01","0.42","0.40","0.38","0.40","0.40","0.40","0.40","0.40","0.40","0.39","0.39","0.39","0.39","0.39","0.39","-1.32","0","0","1.00","0.41","0.39","0","-0.01","5,212.88","0.69","1.41","0","0.04","0.41","0.39","0.37","-0.85","0","7.42","21.38","51.72","","-1.55","-1.57","4.31","0.17","-5.50","-5.49","9.37","0.41","0.39","0.37","55.18","0.74","0","0.01","0.01","0.39","0.42","0.37","85.71","85.71","0","0.39","0.39","0.40","25.35","24.11","16.70","12.38","0.03"
"2014-01-12T23:00:00.000Z","0.38","243,332,000.00","43.75","0.41","0.39","0.37","0.02","0.39","0.39","0.39","","-97.30","0.40","0.92","0.90","-36.31","-7,877,418.12","0.30","38.75","2.31","0.40","0.04","0.01","0.10","64.90","84.79","0.40","-1.11","0.41","26.90","54.19","26.90","54.19","-39.14","22.39","0.41","0.40","0.39","0.01","","","91.60","124.93","","40.07","43.75","52.83","-0.09","-0.05","-0.04","0.47","0.75","1.81","49.21","-49.21","-52.50","0","65.00","89.89","23.57","18.36","-1.00","0.41","0.37","132,312,627.82","0","-2.10","0","-1.36","125.18","108.02","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.96","0.41","-578,980,000.00","96.39","103.75","0.41","0.39","0.37","-0.01","0.39","0.39","0.37","0.39","52.28","-0.01","0.40","25.03","0","0","0","0","0.38","0","0","0.40","0.40","-4,338,078.59","5,214,428.17","-9,552,506.77","0.44","0.39","0.35","44.49","0.40","0.39","0.39","0.39","0.47","27.50","0.41","0.01","0.42","0.40","0.38","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","-1.37","0","-0.01","0","0.41","0.39","0","-0.01","-317,077.16","-0.01","0.69","0","0.04","0.41","0.39","0.37","-3.03","-0.01","5.24","-37.23","51.84","","-29.19","-3.01","7.73","0.17","-5.52","-5.50","8.99","0.41","0.39","0.37","28.23","0.95","-0.11","0.01","0.01","0.39","0.41","0.36","-21.43","78.57","100.00","0.39","0.39","0.40","22.57","27.16","16.17","11.28","0.02"
"2014-01-13T23:00:00.000Z","0.40","241,828,000.00","52.45","0.41","0.39","0.38","0.03","0.39","0.39","0.39","","-54.05","0.40","0.87","0.94","43.46","-9,669,043.91","0.27","47.65","2.45","0.40","0.07","0.01","0.10","63.07","80.45","0.40","1.25","0.41","27.43","37.29","27.43","37.29","-37.79","11.45","0.41","0.40","0.38","0.01","","","111.44","103.85","","20.03","52.45","56.46","-0.12","-0.08","-0.04","1.00","1.08","1.20","43.37","-43.37","2.85","0","70.00","86.98","21.65","19.84","1.00","0.41","0.37","139,869,749.30","0","0.38","0","-0.01","125.18","108.12","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.98","0.41","-337,152,000.00","99.40","103.75","0.41","0.39","0.37","0","0.39","0.39","0.37","0.39","53.25","0","0.40","25.13","0","0","0","0","0.38","0","0.01","0.40","0.40","507,399.76","4,541,995.54","-4,034,595.78","0.44","0.39","0.35","53.95","0.40","0.39","0.39","0.39","0.47","31.08","0.41","0.01","0.42","0.40","0.38","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","0.39","-1.36","0","0","0","0.41","0.39","0","-0.01","142,781.67","-0.58","-0.01","0","0.04","0.41","0.39","0.37","-0.03","0","4.12","0.19","53.95","","-7.14","0.17","10.59","0.24","-5.52","-5.51","8.17","0.41","0.39","0.38","60.33","1.17","-0.06","0.01","0.01","0.41","0.43","0.37","-21.43","71.43","92.86","0.39","0.39","0.40","20.99","24.25","15.53","12.53","0.03"
"2014-01-14T23:00:00.000Z","0.40","175,044,000.00","55.09","0.41","0.39","0.38","0.04","0.39","0.39","0.39","","-38.74","0.40","0.97","0.89","119.90","-16,290,049.38","0.27","47.66","2.51","0.40","0.09","0.01","0.10","61.30","76.62","0.40","0.56","0.41","36.64","30.32","36.64","30.32","-21.07","5.54","0.40","0.39","0.38","0.01","10.47","12.90","121.20","91.56","2,380,653,480.00","10.02","55.09","59.78","-0.12","-0.10","-0.02","1.45","1.37","0.59","33.73","-33.73","21.01","0","70.00","86.19","21.70","21.02","1.00","0.41","0.37","141,748,373.67","0","1.20","0","0.43","125.18","108.23","0.39","0.41","0.38","0.42","0.36","0.44","0.35","0.98","0.41","-162,108,000.00","100.47","103.76","0.41","0.39","0.37","0","0.39","0.39","0.37","0.39","54.51","0","0.40","25.14","0","0","0","0","0.38","0","0","0.40","0.40","3,480,708.35","4,390,383.09","-909,674.73","0.44","0.40","0.35","55.33","0.40","0.39","0.39","0.39","0.47","31.52","0.41","0.01","0.42","0.40","0.38","0.40","0.40","0.40","0.40","0.40","0.39","0.39","0.39","0.39","0.39","0.39","0.39","-1.36","0.01","0","-1.00","0.41","0.38","0.01","0","228,660.75","-0.63","-0.58","0","0.04","0.41","0.39","0.37","0.95","0","3.28","76.57","54.12","10.96","5.93","0.99","6.44","0.29","-5.51","-5.51","7.30","0.41","0.39","0.38","72.07","1.21","-0.01","0","0.01","0.41","0.43","0.37","-21.43","64.29","85.71","0.39","0.40","0.40","24.26","23.05","14.60","13.09","0.04"
