"Date","Close","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌P Rel‌ (SPY)","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌Perf Idx‌ (120,SPY)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Beta‌ (20,SPY)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2015-03-01T23:00:00.000Z","0.56","301,512,000.00","67.47","0.59","0.54","0.49","0.13","0.52","0.52","0.52","","-4.98","0.55","1.11","0.76","10.06","-8,952,152.21","0.44","69.86","0.73","0.55","0.19","0.02","0.42","100.00","97.48","0.56","1.76","0.53","87.84","86.79","87.84","86.79","49.21","64.47","0.57","0.56","0.54","0.03","","","141.18","71.09","","100.00","67.47","61.24","0","0.05","-0.05","8.28","3.36","1.00","27.43","-27.43","70.30","0","65.00","184.30","105.46","81.90","1.00","0.59","0.53","188,344,316.40","0","10.89","0.01","1.23","112.98","107.71","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.09","0.54","3,225,692,000.00","125.97","112.31","0.54","0.52","0.49","0.01","0.54","0.52","0.49","0.52","67.53","0.06","0.55","24.07","0","0.01","0.01","0","0.50","0","0.34","0.54","0.56","10,531,651.06","11,126,713.67","-595,062.62","0.61","0.55","0.50","75.24","0.56","0.52","0.50","0.50","0.55","15.80","0.56","0.02","0.58","0.56","0.53","0.56","0.56","0.55","0.55","0.55","0.55","0.53","0.53","0.53","0.52","0.52","0.52","-1.07","0.02","-0.01","0","0.56","0.55","0.02","0","1,207,788.13","0.72","0.84","0","0.09","0.56","0.52","0.47","2.44","0","17.85","70.71","38.63","","12.79","0.29","5.07","0.34","-5.50","-5.50","17.97","0.59","0.54","0.49","78.44","2.34","0.03","0.03","0.01","0.52","0.60","0.53","100.00","100.00","0","0.52","0.54","0.55","31.89","11.18","31.14","24.03","0.13"
"2015-03-02T23:00:00.000Z","0.55","160,344,000.00","60.12","0.58","0.54","0.50","0.12","0.52","0.52","0.52","","-26.34","0.55","1.10","0.85","-29.12","-11,710,038.81","0.44","59.63","0.89","0.55","0.16","0.01","0.42","100.00","97.99","0.56","-0.79","0.53","83.32","85.19","83.32","85.19","30.00","58.20","0.57","0.56","0.54","0.02","","","128.63","77.47","","100.00","60.12","59.87","0.01","0.02","-0.01","8.08","1.25","0.81","35.32","-35.32","-13.61","0","60.00","187.30","107.51","88.15","-1.00","0.59","0.53","185,364,468.22","0","5.87","0.01","0.07","112.98","107.75","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.07","0.55","3,065,348,000.00","123.62","112.34","0.54","0.52","0.49","0","0.54","0.52","0.49","0.52","61.93","0.03","0.55","24.24","0","0.01","0.01","0","0.51","0","0.16","0.55","0.56","5,728,742.54","10,355,574.94","-4,626,832.40","0.61","0.55","0.50","68.92","0.56","0.52","0.50","0.50","0.56","18.38","0.57","0.01","0.58","0.56","0.53","0.56","0.56","0.55","0.55","0.55","0.55","0.53","0.53","0.53","0.53","0.52","0.52","-1.06","0.02","-0.01","0","0.56","0.55","0.01","0","794,730.66","0.88","0.72","0","0.09","0.57","0.52","0.47","0.14","-0.01","15.03","55.56","43.84","","3.19","-1.02","4.67","0.27","-5.50","-5.50","16.15","0.58","0.54","0.50","65.77","2.61","-0.07","0.03","0.01","0.53","0.59","0.52","92.86","92.86","0","0.52","0.54","0.55","29.50","10.34","32.35","23.24","0.12"
"2015-03-03T23:00:00.000Z","0.56","226,840,000.00","62.72","0.58","0.54","0.50","0.13","0.52","0.52","0.52","","-34.12","0.56","1.03","0.87","-29.30","-8,432,804.23","0.44","64.55","0.89","0.56","0.19","0.01","0.41","100.00","98.39","0.56","0.50","0.53","78.19","83.12","78.19","83.12","22.49","51.71","0.57","0.56","0.54","0.01","","","135.64","73.47","","100.00","62.72","60.85","0.03","0.01","0.02","8.06","1.04","1.08","26.96","-26.96","29.34","0","60.00","189.36","108.59","93.48","1.00","0.59","0.53","187,921,285.98","0","7.78","0.01","0.37","114.25","107.80","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.09","0.57","3,292,188,000.00","123.62","112.37","0.54","0.52","0.49","0","0.54","0.52","0.49","0.52","61.03","0.04","0.56","24.29","0","0.01","0.01","0","0.52","0","0.01","0.56","0.56","9,647,125.21","10,254,367.84","-607,242.62","0.61","0.55","0.50","68.77","0.56","0.52","0.50","0.50","0.57","18.23","0.57","0.01","0.58","0.56","0.53","0.56","0.56","0.56","0.55","0.55","0.55","0.54","0.53","0.53","0.53","0.52","0.52","-1.13","0.02","-0.01","-1.00","0.57","0.55","0.01","0","883,734.19","0.86","0.88","0","0.08","0.57","0.53","0.49","0.74","0","13.16","54.63","78.01","","12.08","0.64","-1.43","0.27","-5.49","-5.50","15.01","0.58","0.54","0.50","70.98","2.72","0.02","0.03","0.01","0.53","0.59","0.53","85.71","85.71","0","0.52","0.54","0.55","27.38","11.13","33.06","23.73","0.13"
"2015-03-04T23:00:00.000Z","0.57","323,056,000.00","66.74","0.59","0.55","0.51","0.14","0.52","0.52","0.52","","-4.04","0.56","1.08","0.91","-52.27","1,906,280.46","0.44","64.07","0.89","0.56","0.24","0.01","0.41","100.00","98.71","0.56","1.40","0.53","78.50","80.00","78.50","80.00","39.07","49.41","0.58","0.56","0.55","0.01","","","186.76","60.05","","100.00","66.74","62.37","0.10","0.03","0.07","8.44","1.89","0.35","53.08","-53.08","62.81","0","60.00","193.49","111.17","98.28","1.00","0.59","0.53","194,114,510.35","0","2.51","0.01","1.21","116.45","107.86","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.11","0.55","3,615,244,000.00","123.62","112.41","0.54","0.52","0.49","0.01","0.55","0.52","0.49","0.52","56.10","0.01","0.56","24.31","0","0.01","0.01","0","0.55","0","0.17","0.55","0.56","15,251,738.19","10,968,277.89","4,283,460.30","0.62","0.56","0.50","71.01","0.56","0.52","0.50","0.50","0.56","20.08","0.57","0.01","0.58","0.56","0.53","0.57","0.56","0.56","0.56","0.56","0.55","0.54","0.53","0.53","0.53","0.53","0.52","-1.46","0.02","-0.01","0","0.57","0.55","0.02","0.01","1,253,607.97","1.12","0.86","0","0.07","0.57","0.53","0.50","2.49","0.01","11.26","90.98","64.98","","22.22","1.82","0.74","0.33","-5.48","-5.49","13.98","0.59","0.55","0.51","82.05","2.85","0.04","0.03","0.01","0.53","0.61","0.54","100.00","100.00","0","0.53","0.54","0.55","31.55","10.23","34.34","25.13","0.14"
"2015-03-05T23:00:00.000Z","0.56","257,392,000.00","61.59","0.58","0.55","0.51","0.13","0.52","0.52","0.52","","-37.23","0.56","1.10","0.89","-16.99","4,746,825.10","0.43","60.16","0.96","0.56","0.17","0.01","0.41","100.00","98.97","0.56","-0.56","0.53","74.87","77.19","74.87","77.19","39.57","47.62","0.58","0.56","0.55","0.01","","","178.43","55.19","","100.00","61.59","59.78","0.17","0.08","0.10","8.34","1.17","0.70","55.67","-55.67","12.44","0","55.00","192.31","108.48","101.91","1.00","0.59","0.53","190,624,079.06","0","1.08","0.01","0.52","116.45","107.93","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.11","0.55","3,357,852,000.00","121.95","112.44","0.55","0.52","0.49","0.01","0.55","0.52","0.49","0.52","57.08","0.01","0.56","24.23","0","0.01","0.01","0","0.55","0","0.28","0.55","0.56","7,878,063.38","10,526,818.67","-2,648,755.29","0.61","0.56","0.50","65.97","0.56","0.52","0.50","0.50","0.56","21.40","0.57","0.01","0.59","0.56","0.53","0.56","0.56","0.56","0.56","0.56","0.55","0.54","0.54","0.53","0.53","0.53","0.52","-1.40","0.02","-0.01","0","0.57","0.55","0.02","0.01","789,552.33","1.48","1.12","0","0.07","0.57","0.54","0.50","1.02","0","9.09","85.26","66.25","","15.79","0.19","-3.99","0.25","-5.48","-5.49","12.86","0.58","0.55","0.51","70.05","2.49","-0.01","0.03","0.01","0.54","0.60","0.53","92.86","92.86","0","0.53","0.54","0.55","29.93","9.71","35.53","24.56","0.13"
"2015-03-08T23:00:00.000Z","0.57","222,388,000.00","62.20","0.58","0.55","0.52","0.13","0.52","0.52","0.52","","-30.85","0.56","1.05","0.93","9.37","4,125,886.28","0.48","59.14","1.00","0.56","0.15","0.01","0.40","100.00","99.17","0.56","0.07","0.53","75.96","76.44","75.96","76.44","39.36","46.12","0.58","0.56","0.55","0.01","","","171.53","59.68","","100.00","62.20","61.52","0.23","0.14","0.09","8.27","1.00","1.00","41.87","-41.87","12.73","0","60.00","191.11","105.60","104.22","1.00","0.59","0.53","191,215,779.39","0","1.03","0.01","0.65","116.45","107.99","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.10","0.55","3,580,240,000.00","122.27","112.46","0.55","0.52","0.49","0.01","0.55","0.52","0.49","0.52","49.09","0.01","0.56","24.06","0","0.01","0.01","0","0.55","0","0.46","0.55","0.56","1,908,046.66","9,295,565.53","-7,387,518.87","0.61","0.56","0.51","67.44","0.56","0.52","0.50","0.50","0.57","20.86","0.57","0.01","0.59","0.56","0.53","0.56","0.56","0.56","0.56","0.56","0.55","0.54","0.54","0.53","0.53","0.53","0.53","-1.42","0.02","-0.01","1.00","0.57","0.55","0.01","0.01","724,412.15","1.77","1.48","0","0.07","0.57","0.54","0.50","1.22","0","7.27","90.30","65.61","","12.61","0.09","-3.87","0.26","-5.48","-5.48","11.19","0.58","0.55","0.52","70.90","2.42","-0.02","0.03","0.01","0.54","0.60","0.54","50.00","85.71","35.71","0.53","0.55","0.55","28.64","9.61","36.55","24.64","0.13"
"2015-03-09T23:00:00.000Z","0.57","527,212,000.00","65.97","0.58","0.56","0.53","0.14","0.52","0.52","0.52","","-12.61","0.56","1.08","0.83","208.40","27,908,821.55","0.51","62.79","0.96","0.56","0.18","0.01","0.40","100.00","99.34","0.57","1.41","0.54","73.10","74.64","73.10","74.64","49.95","46.82","0.58","0.57","0.55","0.01","","","218.99","49.93","","100.00","65.97","63.61","0.25","0.19","0.06","8.49","2.37","0.41","42.56","-42.56","42.95","0","65.00","191.22","104.27","105.67","1.00","0.59","0.53","200,309,670.08","0","3.98","0.01","1.38","118.45","108.06","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.14","0.55","4,107,452,000.00","122.27","112.49","0.55","0.52","0.50","0.01","0.56","0.52","0.49","0.52","60.77","0.02","0.56","23.91","0","0.01","0.01","0","0.55","0","0.54","0.55","0.57","12,539,168.10","9,758,937.32","2,780,230.78","0.62","0.56","0.51","68.82","0.56","0.53","0.50","0.50","0.56","22.01","0.57","0.01","0.59","0.56","0.53","0.57","0.57","0.56","0.56","0.56","0.56","0.54","0.54","0.54","0.53","0.53","0.53","-1.42","0.01","-0.01","0","0.57","0.55","0.02","0.01","1,355,256.35","2.14","1.77","0","0.07","0.57","0.54","0.50","2.67","0","6.79","171.20","58.28","","33.08","1.18","1.51","0.25","-5.47","-5.48","9.16","0.58","0.56","0.53","88.10","1.46","0.08","0.03","0.01","0.54","0.61","0.54","71.43","100.00","28.57","0.53","0.55","0.56","32.03","8.79","38.00","26.05","0.14"
"2015-03-10T23:00:00.000Z","0.57","262,120,000.00","63.86","0.58","0.56","0.54","0.13","0.52","0.52","0.52","","-31.34","0.56","1.10","0.82","54.71","25,077,185.98","0.55","54.46","0.94","0.56","0.13","0.01","0.40","100.00","99.47","0.57","-0.15","0.54","75.07","74.71","75.07","74.71","48.13","47.06","0.58","0.57","0.55","0.01","","","218.24","59.85","","100.00","63.86","60.06","0.26","0.23","0.03","8.51","1.38","0.61","47.23","-47.23","19.77","0","60.00","191.32","102.91","106.09","1.00","0.59","0.53","198,942,105.05","0","3.16","0.01","0.97","118.45","108.13","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.13","0.55","3,845,332,000.00","121.63","112.51","0.55","0.52","0.50","0.01","0.56","0.52","0.49","0.52","62.02","0.02","0.56","23.86","0","0.01","0.01","0","0.55","0","0.60","0.55","0.57","16,498,677.15","10,721,757.30","5,776,919.85","0.62","0.56","0.51","62.56","0.57","0.54","0.50","0.50","0.56","21.74","0.58","0.01","0.59","0.56","0.54","0.57","0.57","0.57","0.56","0.56","0.56","0.55","0.54","0.54","0.54","0.53","0.53","-1.33","0.01","-0.01","0","0.57","0.55","0.02","0.01","1,049,312.60","2.54","2.14","0","0.07","0.58","0.54","0.51","1.91","0","6.18","179.45","54.59","","25.56","0.26","5.57","0.17","-5.47","-5.47","7.81","0.58","0.56","0.54","82.07","1.33","0.11","0.03","0.01","0.54","0.60","0.54","78.57","100.00","21.43","0.53","0.55","0.56","31.97","8.13","39.53","25.90","0.13"
"2015-03-11T23:00:00.000Z","0.57","406,972,000.00","60.22","0.57","0.56","0.55","0.13","0.52","0.52","0.52","","-47.01","0.56","1.01","0.88","157.98","34,128,033.48","0.57","59.55","1.01","0.56","0.15","0.02","0.39","100.00","99.58","0.57","-0.58","0.54","69.68","72.62","69.68","72.62","35.59","44.97","0.58","0.57","0.55","0.01","","","166.75","62.17","","50.00","60.22","56.88","0.26","0.25","0.01","8.37","0.77","2.21","29.73","-29.73","-7.56","0","60.00","189.22","99.55","105.95","1.00","0.59","0.53","195,206,759.17","0","1.48","0.01","0.42","117.37","108.20","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.11","0.55","3,438,360,000.00","121.63","112.53","0.55","0.52","0.50","0","0.56","0.52","0.49","0.52","57.42","0.01","0.56","23.94","0","0.01","0.01","0","0.55","0","0.65","0.55","0.57","5,727,241.64","10,008,255.06","-4,281,013.42","0.62","0.56","0.51","65.72","0.57","0.54","0.50","0.50","0.55","22.55","0.58","0.01","0.59","0.57","0.54","0.57","0.57","0.57","0.56","0.56","0.56","0.55","0.54","0.54","0.54","0.53","0.53","-1.29","0.01","-0.01","0","0.57","0.55","0.01","-0.01","594,179.67","1.93","2.54","0","0.07","0.58","0.55","0.52","0.87","0","5.46","57.96","56.49","","22.34","-0.84","6.69","0.21","-5.47","-5.47","4.83","0.57","0.56","0.55","73.65","0.89","0.07","0.03","0.01","0.54","0.60","0.53","78.57","92.86","14.29","0.54","0.55","0.56","28.85","16.17","38.72","25.32","0.13"
"2015-03-12T23:00:00.000Z","0.57","359,288,000.00","60.57","0.57","0.56","0.55","0.14","0.53","0.53","0.53","","-44.78","0.56","1.00","0.90","187.41","37,026,378.01","0.51","60.58","1.04","0.56","0.19","0.01","0.38","100.00","99.66","0.57","0.21","0.54","58.96","67.90","58.96","67.90","25.88","41.50","0.58","0.57","0.55","0.01","8.59","10.71","150.59","57.12","1,889,776,760.00","25.00","60.57","58.74","0.26","0.26","0","8.24","0.81","1.33","20.15","-20.15","-6.47","0","60.00","186.30","95.29","104.82","1.00","0.59","0.53","195,682,220.82","0","2.44","0.01","0.39","117.37","108.28","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.11","0.56","3,797,648,000.00","121.80","112.55","0.55","0.53","0.50","0","0.56","0.53","0.49","0.53","53.68","0.01","0.56","24.08","0","0.01","0.01","0","0.55","0","0.60","0.55","0.57","-3,055,859.91","8,141,952.92","-11,197,812.83","0.62","0.57","0.51","64.25","0.57","0.54","0.50","0.50","0.55","22.12","0.58","0.01","0.60","0.57","0.54","0.57","0.57","0.57","0.57","0.56","0.56","0.55","0.54","0.54","0.54","0.54","0.53","-1.29","0.02","-0.01","1.00","0.58","0.55","0.01","-0.01","547,792.27","1.24","1.93","0","0.04","0.58","0.56","0.55","0.83","0","5.08","48.80","57.86","-2.32","4.50","-0.76","8.55","0.23","-5.48","-5.48","4.92","0.57","0.56","0.55","74.08","0.34","0.13","0.03","0.01","0.54","0.60","0.53","78.57","85.71","7.14","0.54","0.55","0.56","26.63","14.92","37.97","25.53","0.14"
"2015-03-15T23:00:00.000Z","0.57","236,956,000.00","63.63","0.58","0.56","0.55","0.14","0.53","0.53","0.53","","-24.81","0.56","1.09","0.83","58.65","29,116,529.67","0.47","57.19","1.03","0.56","0.20","0.01","0.37","100.00","99.73","0.57","0.83","0.54","61.13","63.26","61.13","63.26","29.49","39.32","0.59","0.57","0.56","0.02","","","153.30","59.82","","37.50","63.63","60.72","0.24","0.26","-0.01","8.29","1.69","0.61","12.76","-12.76","23.09","0","60.00","184.48","91.62","103.05","1.00","0.59","0.53","198,500,635.05","0","2.96","0.01","0.88","117.37","108.36","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.11","0.56","4,034,604,000.00","123.24","112.57","0.55","0.53","0.50","0.01","0.56","0.53","0.49","0.53","54.85","0.02","0.56","24.20","0","0.01","0.01","0","0.55","0","0.66","0.55","0.57","1,741,581.16","7,227,614.10","-5,486,032.94","0.62","0.57","0.51","64.53","0.57","0.54","0.50","0.50","0.56","19.77","0.58","0.01","0.60","0.57","0.54","0.57","0.57","0.57","0.57","0.57","0.56","0.55","0.55","0.54","0.54","0.54","0.53","-1.29","0.02","-0.01","-1.00","0.58","0.56","0.01","0","698,029.10","1.04","1.24","0","0.03","0.58","0.57","0.55","1.81","0.01","5.30","133.11","58.51","","38.16","0.04","4.53","0.19","-5.48","-5.48","5.30","0.58","0.56","0.55","92.20","0.42","0.12","0.03","0.01","0.54","0.61","0.54","78.57","78.57","0","0.54","0.55","0.57","30.31","13.99","37.89","26.37","0.14"
"2015-03-16T23:00:00.000Z","0.58","299,900,000.00","66.53","0.58","0.56","0.55","0.16","0.53","0.53","0.53","","-3.76","0.57","1.08","0.82","142.21","27,608,716.53","0.44","65.07","0.99","0.56","0.24","0.01","0.37","100.00","99.78","0.58","0.65","0.54","75.55","65.21","75.55","65.21","46.21","40.57","0.59","0.57","0.56","0.02","","","153.86","52.25","","56.25","66.53","62.58","0.24","0.25","-0.01","8.65","1.55","0.85","40.46","-40.46","48.56","0","60.00","184.98","90.29","101.02","1.00","0.59","0.53","202,156,375.20","0","5.01","0.01","1.30","118.80","108.44","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.13","0.56","4,334,504,000.00","123.24","112.59","0.55","0.53","0.50","0.01","0.56","0.53","0.49","0.53","60.10","0.03","0.56","24.37","0","0.01","0.01","0","0.55","0","0.68","0.55","0.58","7,448,582.00","7,259,180.94","189,401.06","0.63","0.57","0.51","66.50","0.57","0.54","0.50","0.50","0.56","17.03","0.58","0.01","0.60","0.57","0.54","0.58","0.57","0.57","0.57","0.57","0.57","0.55","0.55","0.54","0.54","0.54","0.53","-1.29","0.02","-0.01","0","0.58","0.56","0.01","0","898,211.90","1.14","1.04","0","0.03","0.58","0.57","0.55","2.69","0.02","5.77","145.97","59.83","","39.05","0.74","4.19","0.23","-5.48","-5.48","6.08","0.58","0.56","0.55","104.01","0.39","0.19","0.03","0.01","0.54","0.62","0.55","50.00","71.43","21.43","0.54","0.56","0.56","30.28","12.93","38.05","27.01","0.16"
"2015-03-17T23:00:00.000Z","0.57","413,844,000.00","59.58","0.58","0.56","0.55","0.14","0.53","0.53","0.53","","-35.71","0.57","1.06","0.81","170.73","35,202,302.06","0.44","61.06","1.06","0.57","0.19","0.02","0.36","100.00","99.83","0.58","-0.91","0.54","78.57","71.75","78.57","71.75","42.57","40.93","0.59","0.57","0.56","0.02","","","144.25","58.59","","28.13","59.58","59.97","0.23","0.24","-0.01","8.29","1.37","1.20","40.54","-40.54","-5.12","0","60.00","183.86","87.49","98.39","1.00","0.59","0.53","195,392,454.40","0","3.02","0.01","0.36","116.86","108.53","0.53","0.58","0.50","0.62","0.44","0.67","0.41","1.09","0.56","3,920,660,000.00","123.24","112.61","0.56","0.53","0.50","0","0.56","0.53","0.49","0.53","52.61","0.02","0.57","24.54","0","0.01","0.01","0","0.55","0","0.60","0.56","0.58","-2,672,421.49","5,840,380.59","-8,512,802.08","0.63","0.57","0.51","64.08","0.57","0.55","0.50","0.50","0.55","19.32","0.58","0.02","0.60","0.57","0.54","0.57","0.57","0.57","0.57","0.57","0.57","0.55","0.55","0.55","0.54","0.54","0.54","-1.29","0.02","-0.01","0","0.58","0.56","0.02","0","208,248.91","1.34","1.14","0","0.03","0.58","0.57","0.55","0.80","0.01","5.87","103.51","60.16","","0.49","-0.90","10.33","0.21","-5.49","-5.48","6.01","0.58","0.56","0.55","73.78","0.14","0.14","0.03","0.01","0.55","0.61","0.53","85.71","100.00","14.29","0.54","0.56","0.56","28.74","11.58","38.37","26.11","0.14"
