"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2015-03-25T23:00:00.000Z","143.03","-0.37","-0.32","3,549,800","40.36","147.56","145.13","142.71","20.54","147.03","147.03","147.03","","-86.91","144.75","0.77","1.04","-13.41","-4,985.32","0.23","43.66","2.24","144.76","-0.08","1.21","-0.09","26.12","22.54","75,530,100.00","144.38","-45.89","147.85","15.91","30.39","15.91","30.39","-39.10","-19.57","146.63","144.39","142.16","2.17","","","60.72","106.23","","24.67","40.36","44.77","-0.01","-0.01","0","-1.29","0.11","1.77","67.75","-67.75","-52.80","-0.13","40.00","44.34","-20.90","-20.55","-1.00","149.00","139.00","650,052.74","-1.55","-0.92","-1.05","108.56","105.69","147.45","151.59","143.26","155.78","139.12","159.92","134.93","146.29","42,362,100.00","113.30","111.66","154.38","147.03","139.68","-1.69","145.13","147.03","140.41","147.03","45.59","-2.25","144.79","24.65","0.34","-0.92","-0.83","-0.10","143.18","-0.05","0.04","145.10","144.38","-126,164.04","-71,632.79","-54,531.24","152.80","144.55","136.30","36.31","144.53","145.94","148.58","148.12","146.15","12.68","147.48","1.21","152.30","145.05","137.80","143.62","144.03","144.38","144.55","144.71","144.94","145.83","146.04","146.19","146.30","146.36","146.36","0.55","0.91","-0.28","0","146.29","143.18","-1.08","-2.29","-850,305.67","-0.34","0.18","-9.59","5.79","148.97","146.07","143.18","-1.16","-1.12","","-1.69","-165.65","68.02","","-10.66","-0.94","-5.38","-0.09","-5.51","-5.50","3.34","147.56","145.13","142.71","6.67","-0.05","-2.07","1.71","148.84","147.52","138.54","-100.00","0","100.00","146.50","145.59","145.31","15.46","26.63","17.30","2,402.02","20.54"
"2015-03-26T23:00:00.000Z","143.89","0.60","0.65","3,480,700","43.86","147.20","144.96","142.71","21.53","146.95","146.95","146.95","","-65.68","144.58","0.78","0.99","33.42","-9,951.41","0.23","41.28","2.22","144.59","-0.03","1.01","-0.09","15.40","21.11","79,010,800.00","144.37","92.43","147.85","18.75","21.55","18.75","21.55","-42.03","-23.65","146.24","144.07","141.89","2.05","","","69.35","98.98","","12.34","43.86","48.26","-0.02","-0.01","-0.01","-1.30","1.17","1.31","60.31","-60.31","-11.87","-0.04","45.00","43.79","-19.96","-20.57","1.00","149.00","139.00","670,981.25","-1.53","-0.92","-0.44","108.56","105.71","147.45","151.59","143.26","155.78","139.12","159.92","134.93","146.21","45,842,800.00","113.99","111.70","154.30","146.95","139.60","-0.87","144.96","146.95","140.49","146.95","46.48","-2.24","144.61","24.60","0.29","-0.92","-0.85","-0.07","142.50","-0.03","0.01","144.77","144.37","-38,985.13","-66,968.84","27,983.71","152.36","144.43","136.50","39.86","144.53","145.94","148.41","148.12","144.56","11.98","146.55","1.01","152.12","144.87","137.63","143.76","143.98","144.27","144.43","144.58","144.80","145.71","145.92","146.08","146.19","146.26","146.28","0.53","0.81","-0.34","0","146.29","143.18","-0.75","-1.76","-301,204.27","-0.74","-0.34","-7.56","5.82","148.32","145.41","142.50","-0.46","-0.18","","-1.78","-115.88","67.60","","-27.25","-0.33","-6.36","-0.03","-5.52","-5.51","3.10","147.20","144.96","142.71","26.23","-0.05","-2.25","1.66","148.35","148.09","139.69","-42.86","50.00","92.86","146.36","145.56","145.22","15.65","25.47","17.77","2,494.45","21.53"
"2015-03-29T22:00:00.000Z","145.98","1.45","1.50","3,348,900","51.34","146.98","144.90","142.82","23.62","146.92","146.92","146.92","","-14.07","144.71","0.94","0.89","-36.31","-24,242.77","0.22","53.15","1.96","144.70","0.01","2.23","-0.09","32.17","23.32","82,359,700.00","144.54","298.43","147.85","44.44","26.37","44.44","26.37","-12.82","-21.69","146.37","144.15","141.93","2.03","","","77.17","101.19","","56.17","51.34","51.56","-0.01","-0.01","0","-0.95","3.19","0.77","43.58","-43.58","59.04","-0.03","50.00","43.05","-19.35","-20.41","1.00","149.00","139.00","719,623.88","1.95","-0.74","0.76","108.56","105.74","147.45","151.59","143.26","155.78","139.12","159.92","134.93","146.14","49,191,700.00","115.64","111.75","154.26","146.92","139.57","1.19","144.90","146.92","140.59","146.92","55.23","2.79","144.67","24.62","0.59","-0.74","-0.83","0.08","142.50","-0.03","0.02","145.00","144.54","37,531.79","-52,040.18","89,571.97","152.97","144.71","136.46","46.88","144.53","145.94","148.01","148.12","143.78","12.14","146.55","1.97","151.89","144.66","137.43","144.87","144.65","144.65","144.71","144.80","144.95","145.73","145.92","146.07","146.18","146.25","146.27","0.53","0.71","-0.55","-1.00","146.29","142.50","1.27","-0.70","741,709.02","-0.53","-0.74","4.56","5.48","147.98","145.24","142.50","0.85","2.06","","-0.82","45.67","66.45","","14.42","0.99","-2.61","0","-5.51","-5.51","2.87","146.98","144.90","142.82","75.90","0.07","-2.23","1.70","148.35","150.68","141.28","-42.86","42.86","85.71","146.28","145.57","145.02","23.47","23.08","16.56","2,792.88","23.62"
"2015-03-30T22:00:00.000Z","144.32","-1.14","-1.09","3,600,200","46.09","146.86","144.82","142.78","21.96","146.82","146.82","146.82","","-55.06","144.79","0.93","0.85","24.41","-15,116.72","0.22","46.74","1.72","144.78","-0.04","1.72","-0.09","25.59","23.77","78,759,500.00","144.24","-172.86","147.85","55.06","39.42","55.06","39.42","-5.17","-18.68","146.38","144.16","141.93","1.91","0.35","0.76","78.04","105.58","8,735,402.00","78.08","46.09","48.22","0.01","-0.01","0.02","-0.98","1.27","0.83","45.11","-45.11","-0.20","-0.11","50.00","43.14","-17.73","-20.09","1.00","149.00","139.00","678,684.78","0.61","-0.73","-0.30","107.33","105.76","147.45","151.59","143.26","155.78","139.12","159.92","134.93","146.12","45,591,500.00","115.64","111.79","154.16","146.82","139.48","-0.49","144.82","146.82","140.67","146.82","54.41","0.88","144.76","24.59","0.42","-0.73","-0.81","0.08","142.50","-0.09","0.14","145.48","144.24","-41,886.16","-50,589.60","8,703.45","152.93","144.64","136.35","45.29","144.39","145.94","148.01","148.12","145.31","12.73","146.55","1.51","151.69","144.46","137.24","144.59","144.54","144.58","144.64","144.73","144.87","145.64","145.83","145.99","146.10","146.18","146.21","0.53","0.72","-0.84","0","146.29","142.50","1.00","-0.51","-218,005.16","-0.20","-0.53","5.61","4.98","147.48","144.99","142.50","-0.34","0.55","","-0.67","-6.03","67.52","-17.23","-18.79","0.06","1.04","-0.04","-5.51","-5.51","2.82","146.86","144.82","142.78","37.71","0.01","-2.06","1.70","148.35","149.11","139.53","-42.86","35.71","78.57","146.20","145.48","144.64","21.77","21.42","15.44","2,620.02","21.96"
"2015-03-31T22:00:00.000Z","143.45","-0.60","-0.55","3,693,600","43.57","146.87","144.75","142.62","20.78","146.72","146.72","146.72","","-76.54","144.68","0.88","0.98","4.35","-343.69","0.22","41.63","1.68","144.68","-0.08","1.24","-0.08","16.70","22.36","75,065,900.00","144.01","-97.36","147.85","51.44","50.32","51.44","50.32","-14.10","-17.85","146.32","144.13","141.95","1.97","","","68.24","119.41","","66.78","43.57","45.19","-0.01","-0.01","0","-1.13","0.69","1.38","30.34","-30.34","-27.12","-0.26","50.00","41.66","-17.54","-19.69","-1.00","149.00","139.00","656,418.50","-1.52","-0.77","-0.77","106.68","105.78","144.93","147.37","141.89","150.41","139.45","152.85","136.41","146.12","41,897,900.00","115.64","111.84","154.05","146.72","139.38","-1.15","144.75","146.72","140.76","146.72","47.07","-2.22","144.70","24.61","0.34","-0.77","-0.80","0.03","142.50","-0.10","0.17","145.40","144.01","-116,007.61","-59,935.03","-56,072.57","152.50","144.43","136.35","43.73","144.39","145.94","147.98","148.02","148.31","12.05","146.55","1.24","151.49","144.28","137.06","144.02","144.18","144.33","144.43","144.53","144.69","145.49","145.70","145.86","145.99","146.07","146.12","0.53","0.81","-0.93","1.00","146.12","142.50","0.05","-1.19","-645,928.76","-0.16","-0.20","-0.73","4.98","147.48","144.99","142.50","-0.83","-0.21","","-0.93","-86.65","65.83","","-16.46","-0.39","0.14","-0.10","-5.51","-5.51","2.94","146.87","144.75","142.62","19.46","-0.10","-1.94","1.67","148.35","148.03","138.87","-42.86","28.57","71.43","146.13","145.33","144.39","20.62","24.01","14.88","2,522.66","20.78"
"2015-04-01T22:00:00.000Z","143.56","0.08","0.13","2,336,100","43.99","146.72","144.62","142.53","21.19","146.64","146.64","146.64","","-73.83","144.63","0.91","1.01","-29.65","-97,056.06","0.23","45.85","1.50","144.63","-0.07","0.75","-0.08","16.04","21.10","72,729,800.00","143.63","-5.90","147.85","31.52","46.01","31.52","46.01","-23.68","-18.91","146.34","144.24","142.14","2.02","","","68.80","117.27","","47.15","43.99","48.74","-0.08","-0.01","-0.06","-1.21","0.42","1.25","36.15","-36.15","-19.70","-0.27","50.00","39.45","-18.23","-19.38","-1.00","149.00","139.00","658,209.87","-0.28","-0.79","-0.73","106.68","105.80","144.93","147.37","141.89","150.41","139.45","152.85","136.41","146.05","44,234,000.00","115.73","111.88","153.98","146.64","139.31","-0.94","144.62","146.64","140.85","146.64","48.03","-0.41","144.64","24.60","0.32","-0.79","-0.80","0","142.50","-0.15","0.37","145.78","143.63","-154,071.58","-73,383.11","-80,688.47","151.91","144.27","136.62","41.51","144.39","145.74","147.98","148.02","146.17","11.66","146.55","0.75","151.40","144.19","136.98","143.79","143.97","144.16","144.27","144.38","144.55","145.37","145.58","145.75","145.88","145.97","146.03","0.53","1.05","-0.51","0","146.12","142.50","-0.54","-1.29","-516,942.87","-0.34","-0.16","0.49","4.98","147.48","144.99","142.50","-0.74","-0.04","","-1.10","-99.94","63.01","","-24.17","-0.05","-9.15","-0.12","-5.51","-5.51","2.90","146.72","144.62","142.53","24.63","-0.06","-1.67","1.60","148.35","147.67","139.45","-42.86","21.43","64.29","146.09","145.05","144.54","19.93","24.27","14.52","2,516.76","21.19"
"2015-04-05T22:00:00.000Z","143.76","0.14","0.19","2,446,900","44.79","146.65","144.55","142.44","22.38","146.52","146.52","146.52","","-68.89","144.48","0.84","1.05","-36.59","-162,883.07","0.24","50.28","1.47","144.49","-0.06","1.88","-0.08","17.41","20.36","70,282,900.00","143.60","30.03","147.85","26.91","36.63","26.91","36.63","-28.54","-20.66","146.34","144.21","142.09","1.92","","","71.46","112.94","","30.35","44.79","51.83","-0.13","-0.05","-0.08","-1.22","1.73","1.77","29.01","-29.01","-10.03","-0.06","55.00","37.89","-18.28","-19.07","1.00","149.00","139.00","661,618.71","-1.52","-0.78","-0.47","106.83","105.81","144.93","147.37","141.89","150.41","139.45","152.85","136.41","145.98","46,680,900.00","115.73","111.93","153.84","146.52","139.19","-0.56","144.55","146.52","140.93","146.52","46.42","-2.22","144.50","24.68","0.77","-0.78","-0.80","0.01","142.50","-0.13","0.32","145.47","143.60","-85,871.44","-75,167.16","-10,704.28","152.00","144.18","136.35","46.23","144.31","145.41","147.78","148.02","144.79","11.39","146.55","1.88","151.37","144.16","136.95","143.78","143.90","144.07","144.18","144.28","144.45","145.27","145.48","145.66","145.79","145.88","145.96","0.53","1.16","-0.21","0","146.12","142.50","0.11","-1.77","-373,183.53","-0.59","-0.34","-2.08","4.98","147.48","144.99","142.50","-0.49","0.23","","-1.32","-84.68","62.62","","-21.63","0.11","-4.25","-0.06","-5.51","-5.51","2.91","146.65","144.55","142.44","31.30","-0.09","-1.50","1.62","148.35","148.18","139.34","-42.86","14.29","57.14","146.00","144.84","144.64","18.28","24.82","14.56","2,546.79","22.38"
"2015-04-06T22:00:00.000Z","143.06","-0.49","-0.44","2,760,900","42.51","146.46","144.39","142.33","21.42","146.39","146.39","146.39","","-86.17","144.38","0.92","1.07","7.01","-187,552.28","0.22","47.66","1.42","144.39","-0.09","1.02","-0.08","18.45","19.98","67,522,000.00","143.28","-47.73","147.83","23.70","27.38","23.70","27.38","-39.47","-24.08","145.70","143.63","141.56","2.04","","","74.33","115.03","","18.45","42.51","48.96","-0.14","-0.09","-0.04","-1.27","0.77","0.99","31.71","-31.71","-28.13","0.02","50.00","34.68","-20.03","-19.05","-1.00","149.00","139.00","648,175.32","-1.17","-0.82","-0.89","106.31","105.82","144.93","147.37","141.89","150.41","139.45","152.85","136.41","145.91","43,920,000.00","115.73","111.97","153.71","146.39","139.08","-1.11","144.39","146.39","141.01","146.39","46.27","-1.69","144.41","24.63","0.37","-0.82","-0.80","-0.02","142.50","-0.16","0.42","145.58","143.28","-135,285.45","-83,755.49","-51,529.96","151.52","143.97","136.42","42.85","144.31","145.24","147.73","148.02","144.26","11.49","146.55","1.02","151.29","144.09","136.88","143.42","143.62","143.84","143.97","144.10","144.28","145.12","145.35","145.53","145.67","145.77","145.86","0.53","0.99","-0.37","0","146.12","142.50","-0.14","-1.16","-595,960.39","-0.80","-0.59","0.97","4.05","146.55","144.53","142.50","-0.89","-0.25","","-1.63","-94.79","60.74","","-15.87","-0.15","0.41","-0.11","-5.50","-5.51","2.86","146.46","144.39","142.33","17.76","-0.11","-1.67","1.58","148.35","147.21","138.91","-42.86","7.14","50.00","145.86","144.88","144.51","17.43","23.67","14.61","2,499.05","21.42"
"2015-04-07T22:00:00.000Z","143.28","0.15","0.20","4,775,700","43.48","146.46","144.40","142.34","21.88","146.27","146.27","146.27","","-79.42","144.21","0.91","1.14","36.82","-44,017.88","0.20","43.41","1.48","144.23","-0.09","0.96","-0.08","17.88","19.56","62,746,300.00","143.24","12.28","147.42","21.84","24.15","21.84","24.15","-46.53","-28.16","145.44","143.42","141.41","1.88","","","79.40","117.49","","10.75","43.48","51.85","-0.12","-0.12","0","-1.28","0.76","1.18","36.29","-36.29","-13.16","0","55.00","33.27","-19.86","-19.10","-1.00","149.00","139.00","655,519.51","-1.86","-0.83","-0.63","106.47","105.84","144.93","147.37","141.89","150.41","139.45","152.85","136.41","145.84","48,695,700.00","115.73","112.02","153.58","146.27","138.95","-0.70","144.40","146.27","141.09","146.27","37.80","-2.72","144.27","24.50","0.20","-0.83","-0.81","-0.02","142.50","-0.14","0.36","145.21","143.24","-223,110.05","-103,663.28","-119,446.77","151.12","143.85","136.57","50.00","144.31","144.99","147.55","148.02","145.78","10.93","146.55","0.96","151.16","143.97","136.77","143.35","143.51","143.72","143.85","143.97","144.15","145.00","145.23","145.42","145.57","145.67","145.78","0.53","0.76","-0.58","-1.00","146.12","142.57","-0.25","-1.21","-360,728.93","-1.06","-0.80","-2.21","4.05","146.55","144.53","142.50","-0.61","0.25","","-1.99","-93.84","60.01","","-3.87","0.03","-10.77","-0.04","-5.50","-5.50","2.85","146.46","144.40","142.34","22.84","-0.13","-1.85","1.53","148.05","147.17","139.39","-42.86","0","42.86","145.65","144.90","144.31","16.66","23.45","14.77","2,511.33","21.88"
"2015-04-08T22:00:00.000Z","143.65","0.26","0.31","2,821,000","45.16","146.45","144.41","142.37","22.75","146.19","146.19","146.19","","-69.66","144.10","0.87","1.12","7.11","-86,991.00","0.19","40.42","1.49","144.11","-0.05","0.92","-0.08","0","15.65","59,925,300.00","143.22","37.82","147.16","21.58","22.38","21.58","22.38","-45.87","-31.38","145.42","143.46","141.50","1.86","","","88.16","112.12","","6.03","45.16","54.62","-0.08","-0.12","0.04","-1.28","0.92","1.04","22.94","-22.94","3.76","0.03","55.00","32.02","-19.40","-18.93","-1.00","149.00","139.00","662,804.24","-0.85","-0.79","-0.31","106.47","105.85","144.93","147.37","141.89","150.41","139.45","152.85","136.41","145.77","51,516,700.00","116.03","112.07","153.50","146.19","138.88","-0.17","144.41","146.19","141.18","146.19","43.47","-1.23","144.13","24.38","0.33","-0.79","-0.80","0.01","142.50","-0.13","0.32","145.05","143.22","-139,716.99","-108,813.81","-30,903.18","150.82","143.81","136.80","52.18","144.35","144.99","147.35","148.02","145.26","10.77","146.29","0.92","151.04","143.85","136.66","143.50","143.55","143.70","143.81","143.92","144.09","144.92","145.14","145.33","145.48","145.60","145.71","0.50","0.69","-0.63","0","146.12","142.57","-0.28","-1.20","-160,088.20","-1.35","-1.06","-2.27","4.05","146.55","144.53","142.50","-0.29","0.85","","-1.93","-84.30","58.70","","8.76","0.30","-11.67","0.02","-5.51","-5.50","2.83","146.45","144.41","142.37","31.41","-0.05","-1.87","1.49","148.05","147.32","139.98","-21.43","14.29","35.71","145.48","144.79","144.15","15.92","22.61","14.96","2,549.15","22.75"
"2015-04-09T22:00:00.000Z","143.50","-0.10","-0.06","2,353,800","44.58","146.29","144.30","142.31","22.50","146.16","146.16","146.16","","-73.61","143.96","0.86","1.11","-59.82","-156,937.57","0.18","46.24","1.55","143.97","-0.04","0.73","-0.08","0","12.52","57,571,500.00","143.28","3.37","147.06","25.77","23.06","25.77","23.06","-46.12","-34.06","145.34","143.45","141.56","1.68","","","96.62","112.55","","3.23","44.58","51.56","-0.01","-0.09","0.08","-1.28","1.05","0.86","11.88","-11.88","0.50","-0.15","50.00","31.12","-18.73","-18.80","-1.00","149.00","139.00","660,346.49","-1.39","-0.77","-0.34","106.47","105.87","144.93","147.37","141.89","150.41","139.45","152.85","136.41","145.71","49,162,900.00","115.91","112.11","153.47","146.16","138.85","-0.25","144.30","146.16","141.26","146.16","38.98","-2.03","143.99","24.24","0.31","-0.77","-0.80","0.03","142.50","-0.10","0.22","144.66","143.28","-73,623.68","-103,786.65","30,162.97","150.43","143.75","137.08","47.95","144.35","144.99","147.10","148.02","145.83","10.61","146.29","0.73","150.92","143.74","136.55","143.50","143.54","143.66","143.75","143.86","144.02","144.83","145.05","145.24","145.40","145.51","145.64","0.50","0.82","-0.60","0","146.12","142.57","-0.16","-0.89","-187,654.97","-1.60","-1.35","-2.10","4.05","146.55","144.53","142.50","-0.29","0.80","","-1.90","-73.08","58.25","","-6.12","0.15","-4.64","-0.02","-5.51","-5.51","2.76","146.29","144.30","142.31","29.91","-0.07","-1.78","1.44","148.05","146.87","140.13","-21.43","7.14","28.57","145.45","144.63","144.02","15.59","21.79","15.07","2,552.53","22.50"
"2015-04-12T22:00:00.000Z","143.46","-0.03","0.02","2,149,500","44.42","146.29","144.27","142.25","22.01","146.10","146.10","146.10","","-73.48","143.80","0.85","1.13","-29.45","-226,247.99","0.18","50.63","1.62","143.81","-0.04","0.95","-0.08","0","10.01","55,422,000.00","143.39","3.61","147.03","27.75","25.03","27.75","25.03","-47.11","-36.43","145.24","143.39","141.54","1.43","","","90.03","119.51","","1.62","44.42","48.59","0.04","-0.04","0.08","-1.28","1.27","1.03","4.78","-4.78","0.05","0.05","50.00","30.01","-18.21","-18.67","-1.00","149.00","139.00","659,747.42","-1.44","-0.74","-0.26","106.47","105.89","144.93","147.37","141.89","150.41","139.45","152.85","136.41","145.64","47,013,400.00","115.88","112.16","153.41","146.10","138.80","-0.28","144.27","146.10","141.34","146.10","37.68","-2.10","143.84","24.02","0.44","-0.74","-0.79","0.04","142.50","-0.06","0.11","144.20","143.39","-17,760.32","-91,497.17","73,736.86","150.18","143.70","137.22","53.50","144.17","144.99","147.10","148.02","146.54","10.18","146.29","0.95","150.77","143.59","136.41","143.48","143.51","143.61","143.70","143.80","143.95","144.74","144.96","145.16","145.31","145.43","145.57","0.50","0.93","-0.61","-1.00","146.12","142.78","0.10","-0.85","-173,127.92","-1.75","-1.60","-2.70","4.05","146.55","144.53","142.50","-0.22","0.84","","-1.82","-63.27","59.29","","-58.33","0.05","-3.01","0","-5.51","-5.51","2.80","146.29","144.27","142.25","29.84","-0.06","-1.66","1.40","148.05","146.73","140.19","-21.43","0","21.43","145.42","144.49","143.88","15.86","20.74","14.95","2,556.13","22.01"
