"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Short % of Float","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2015-11-19T23:00:00.000Z","136.63","0","0.05","2,921,300","55.95","139.54","135.78","132.03","0.38","133.42","133.42","133.42","","-26.39","135.18","0.96","1.02","-10.37","-89,784.44","0.23","53.37","2.66","135.18","0.03","1.46","0.03","23.38","23.77","-818,900.00","134.25","-12.33","137.78","70.74","54.24","70.74","54.24","25.51","-14.71","137.55","135.17","132.80","3.66","","","106.76","83.38","","18.46","55.95","43.87","-0.06","-0.17","0.11","0.52","1.60","0.87","72.08","-72.08","41.16","0.11","35.00","-38.19","11.41","23.25","1.00","139.00","131.00","-179,516.79","-1.28","0.25","0.82","85.01","101.55","133.99","140.53","129.49","145.03","122.95","151.57","118.45","131.78","-76,612,000.00","138.22","120.85","140.09","133.42","126.75","1.86","135.78","133.42","140.02","133.42","45.50","-1.77","135.18","25.04","0.50","0.25","0.27","-0.01","131.47","-0.14","0.10","136.27","134.25","221,793.59","84,589.47","137,204.12","144.17","135.23","126.28","45.81","134.44","135.04","131.65","134.75","133.26","18.01","138.62","1.46","140.58","133.89","127.19","136.14","135.61","135.29","135.23","135.20","135.17","134.87","134.80","134.78","134.79","134.84","135.00","0.75","0.13","-0.97","0","138.62","131.47","2.23","0.77","719,353.95","-0.11","-0.87","-2.75","7.15","138.62","135.04","131.47","1.07","1.80","","-3.43","39.45","45.92","","29.06","1.75","-6.68","-0.03","-5.48","-5.50","5.53","139.54","135.78","132.03","61.28","-0.13","-0.13","1.82","137.66","141.85","131.41","-71.43","0","71.43","135.19","135.07","134.10","26.49","21.91","17.05","1,780.72","0.38"
"2015-11-22T23:00:00.000Z","135.99","-0.47","-0.42","2,469,500","53.56","139.45","135.73","132.02","-0.41","133.52","133.52","133.52","","-31.62","135.05","0.89","1.04","-5.67","-135,846.12","0.22","57.29","2.68","135.05","0.01","0.94","0.03","34.91","26.00","-3,288,400.00","134.85","-68.40","137.78","71.39","65.29","71.39","65.29","38.86","-4.97","138.01","135.71","133.41","3.37","","","102.26","84.13","","33.83","53.56","40.52","0","-0.11","0.10","0.55","1.34","1.08","63.52","-63.52","15.00","0.07","35.00","-39.51","10.02","20.21","1.00","137.00","131.00","-191,084.37","-1.41","0.30","0.57","85.01","101.45","133.99","140.53","129.49","145.03","122.95","151.57","118.45","132.12","-79,081,500.00","137.57","120.95","140.20","133.52","126.84","1.27","135.73","133.52","139.95","133.52","39.58","-1.95","135.06","25.01","0.38","0.30","0.27","0.02","131.47","-0.03","0.01","135.27","134.85","157,028.08","94,937.85","62,090.24","143.88","135.36","126.85","47.10","134.44","135.04","132.10","134.75","132.04","15.80","138.48","0.94","140.94","134.23","127.52","136.06","135.73","135.44","135.36","135.32","135.27","134.94","134.87","134.84","134.84","134.88","135.04","0.74","0.42","-0.49","0","138.62","131.47","1.47","0.53","390,806.46","0.47","-0.11","-5.09","7.15","138.62","135.04","131.47","0.70","0.84","","-3.07","21.94","48.42","","14.06","0.84","-2.78","-0.04","-5.48","-5.49","5.47","139.45","135.73","132.02","53.46","-0.12","0.52","1.76","137.66","140.73","131.25","-64.29","0","64.29","135.15","134.73","134.24","25.48","21.56","16.42","1,712.32","-0.41"
"2015-11-23T23:00:00.000Z","135.54","-0.33","-0.28","2,759,500","51.88","139.44","135.73","132.01","-0.86","133.59","133.59","133.59","","-37.96","134.89","0.85","1.06","5.88","-147,252.32","0.24","63.56","2.68","134.88","0.03","1.87","0.03","52.75","31.35","-6,047,900.00","135.32","-29.68","137.78","68.01","70.04","68.01","70.04","41.78","3.53","138.51","136.20","133.89","3.12","","","96.31","81.38","","52.57","51.88","37.40","0.03","-0.04","0.07","0.52","1.10","2.83","45.53","-45.53","-2.67","0.34","35.00","-41.29","8.02","17.16","1.00","137.00","131.00","-200,215.98","-1.38","0.29","0.37","84.73","101.34","133.99","140.53","129.49","145.03","122.95","151.57","118.45","132.44","-81,841,000.00","137.57","121.05","140.26","133.59","126.91","0.89","135.73","133.59","139.88","133.59","39.49","-1.89","134.87","25.03","0.64","0.29","0.28","0.02","131.47","0.06","0.03","134.44","135.32","91,609.59","94,462.38","-2,852.79","144.00","135.40","126.79","50.15","134.44","135.04","132.13","134.67","130.75","15.79","138.08","1.76","141.40","134.67","127.94","135.80","135.67","135.46","135.40","135.36","135.31","134.98","134.91","134.87","134.87","134.91","135.05","0.72","0.49","-0.11","1.00","137.42","131.47","0.54","-1.22","157,575.72","0.65","0.47","-9.59","7.15","138.62","135.04","131.47","0.47","0.23","","-2.48","-21.84","50.04","","6.32","0.17","3.97","-0.01","-5.48","-5.48","5.47","139.44","135.73","132.01","47.46","-0.07","0.79","1.77","137.66","140.45","130.63","-57.14","0","57.14","135.04","134.55","134.67","23.55","26.89","15.72","1,682.64","-0.86"
"2015-11-24T23:00:00.000Z","135.13","-0.30","-0.25","2,137,400","50.33","139.13","135.58","132.03","-1.73","133.64","133.64","133.64","","-38.49","134.78","0.91","1.05","-13.17","-204,136.93","0.24","58.47","2.67","134.77","0.01","1.16","0.03","71.00","39.28","-8,185,300.00","135.61","-25.99","137.78","63.98","67.79","63.98","67.79","37.86","9.77","138.24","135.98","133.73","2.98","","","94.21","86.51","","76.29","50.33","34.53","0.05","0.01","0.04","0.45","1.03","1.05","24.25","-24.25","-14.21","0.38","30.00","-43.88","5.24","14.33","1.00","137.00","131.00","-206,681.30","-1.05","0.25","0.20","84.73","101.23","133.99","140.53","129.49","145.03","122.95","151.57","118.45","132.74","-83,978,400.00","137.16","121.15","140.32","133.64","126.95","0.38","135.58","133.64","139.81","133.64","44.73","-1.44","134.75","24.93","0.54","0.25","0.27","-0.02","131.47","0.12","0.11","133.88","135.61","136,878.78","100,521.87","36,356.91","143.67","135.35","127.03","42.49","134.44","135.04","132.13","134.60","131.25","15.87","138.03","1.16","141.89","135.13","128.37","135.47","135.49","135.39","135.35","135.32","135.28","134.99","134.92","134.88","134.89","134.92","135.05","0.71","0.27","-0.48","0","137.42","131.47","0.69","-0.47","9,877.87","0.75","0.65","-6.00","7.15","138.62","135.04","131.47","0.24","-0.20","","-1.99","-11.65","52.88","","31.71","-0.35","0.82","-0.07","-5.47","-5.48","5.23","139.13","135.58","132.03","43.70","-0.05","0.84","1.72","137.66","139.76","130.50","-50.00","0","50.00","134.86","134.59","135.07","22.91","25.59","14.99","1,656.65","-1.73"
"2015-11-26T23:00:00.000Z","134.63","-0.37","-0.32","1,243,000","48.43","138.82","135.41","132.01","-2.68","133.70","133.70","133.70","","-46.89","134.67","0.94","1.04","-66.70","-317,726.44","0.23","56.85","2.67","134.67","0","1.13","0.03","99.03","51.23","-9,428,300.00","135.78","-51.52","137.78","58.89","63.63","58.89","63.63","29.00","13.27","137.79","135.58","133.38","2.86","","","92.26","81.21","","88.14","48.43","32.08","0.07","0.04","0.03","0.33","0.90","1.34","27.14","-27.14","-22.42","0.11","30.00","-44.89","4.20","11.88","1.00","137.00","131.00","-211,280.58","-1.25","0.18","-0.04","84.73","101.12","133.99","140.53","129.49","145.03","122.95","151.57","118.45","133.02","-85,221,400.00","136.65","121.25","140.38","133.70","127.01","-0.11","135.41","133.70","139.73","133.70","47.48","-1.70","134.66","24.60","0.91","0.18","0.25","-0.07","131.47","0.17","0.23","133.42","135.78","105,320.29","101,207.35","4,112.94","143.27","135.22","127.16","41.41","134.44","135.04","132.33","134.54","131.33","13.56","137.42","1.13","142.26","135.48","128.71","135.05","135.20","135.22","135.22","135.21","135.20","134.97","134.90","134.87","134.87","134.91","135.04","0.68","0.14","-0.51","-1.00","137.42","134.12","0.37","-0.76","-80,318.96","0.73","0.75","-4.67","7.15","138.62","135.04","131.47","-0.04","-0.38","","-1.66","-26.50","51.40","","37.66","-0.86","-6.17","-0.08","-5.48","-5.48","5.03","138.82","135.41","132.01","38.49","-0.09","0.52","1.68","137.66","139.01","130.25","28.57","71.43","42.86","134.67","134.81","135.32","21.81","26.02","14.55","1,605.13","-2.68"
"2015-11-29T23:00:00.000Z","134.09","-0.40","-0.35","5,087,800","46.40","138.76","135.32","131.88","-3.68","133.80","133.80","133.80","","-55.97","134.67","0.99","1.02","4.16","-96,392.57","0.23","46.82","2.58","134.66","-0.05","1.27","0.02","87.67","58.52","-14,516,100.00","135.53","-60.43","137.78","52.89","58.58","52.89","58.58","16.57","13.87","137.24","135.08","132.91","2.85","0.44","0.94","71.22","97.16","10,928,480.00","89.66","46.40","30.23","0.08","0.06","0.02","0.18","0.78","1.56","47.75","-47.75","-36.03","0.11","30.00","-45.41","3.85","9.90","1.00","137.00","131.00","-231,688.03","0.07","0.08","-0.40","84.39","101.01","133.99","140.53","129.49","145.03","122.95","151.57","118.45","133.28","-90,309,200.00","136.65","121.35","140.49","133.80","127.11","-0.58","135.32","133.80","139.66","133.80","47.25","0.09","134.64","24.39","0.25","0.08","0.22","-0.14","131.47","0.13","0.13","133.72","135.53","-5,975.67","85,895.49","-91,871.17","142.90","135.01","127.13","43.35","135.05","135.04","133.48","134.29","129.48","13.29","137.42","1.27","142.40","135.62","128.84","134.57","134.83","134.97","135.01","135.04","135.06","134.91","134.86","134.83","134.84","134.87","135.01","0.68","0.48","-0.21","0","137.42","134.12","0.04","-1.23","-461,338.47","0.58","0.73","-0.08","7.15","138.62","135.04","131.47","-0.45","-0.57","","-0.97","-48.92","48.57","-7.38","12.56","-1.07","-10.49","-0.06","-5.50","-5.48","5.08","138.76","135.32","131.88","32.16","-0.08","0.04","1.65","137.66","138.36","129.82","28.57","64.29","35.71","134.56","135.04","135.25","20.61","27.32","14.51","1,544.69","-3.68"
"2015-11-30T23:00:00.000Z","136.43","1.75","1.79","3,796,900","55.18","138.40","135.22","132.03","-1.34","133.91","133.91","133.91","","-16.64","134.77","0.99","0.88","29.48","-24,862.12","0.22","53.21","2.48","134.76","0.01","2.48","0.02","88.32","64.48","-10,719,200.00","135.98","288.72","137.78","60.17","57.31","60.17","57.31","22.01","15.35","137.40","135.16","132.93","2.99","","","81.16","92.20","","94.83","55.18","33.97","0.10","0.07","0.02","0.32","2.17","0.96","33.60","-33.60","34.10","-0.04","30.00","-44.84","4.44","8.42","1.00","137.00","131.00","-165,428.56","1.26","0.18","0.98","84.39","100.89","134.73","137.98","130.83","141.88","127.58","145.13","123.68","133.53","-86,512,300.00","139.04","121.45","140.60","133.91","127.21","1.46","135.22","133.91","139.60","133.91","55.31","1.70","134.73","24.38","0.58","0.18","0.21","-0.03","131.47","0.18","0.24","133.46","135.98","83,234.47","85,515.35","-2,280.88","143.61","135.27","126.93","43.16","135.35","135.04","133.63","134.13","128.33","14.80","137.42","2.21","142.40","135.62","128.84","135.50","135.36","135.29","135.27","135.26","135.23","135.01","134.95","134.91","134.91","134.93","135.06","0.68","0.62","-0.09","0","137.42","134.12","1.32","-0.89","873,814.47","0.53","0.58","5.74","7.15","138.62","135.04","131.47","1.20","2.22","","0.21","30.95","50.95","","39.67","0.33","-1.79","-0.05","-5.50","-5.49","4.71","138.40","135.22","132.03","69.01","-0.07","-0.21","1.71","137.66","141.33","131.53","28.57","57.14","28.57","134.58","135.20","135.29","24.66","24.49","13.50","1,833.41","-1.34"
"2015-12-01T23:00:00.000Z","135.27","-0.85","-0.80","3,710,800","50.74","138.02","135.09","132.15","-2.81","134.03","134.03","134.03","","-36.13","134.83","1.00","0.90","80.42","24,595.20","0.25","48.08","2.41","134.83","-0.04","1.64","0.02","85.76","68.73","-14,430,000.00","136.12","-90.46","137.78","63.75","58.94","63.75","58.94","18.46","15.91","137.34","135.11","132.88","3.00","","","81.15","95.40","","97.41","50.74","32.59","0.10","0.09","0.02","0.28","1.10","0.60","38.62","-38.62","0.96","-0.25","30.00","-45.35","4.07","7.17","1.00","137.00","131.00","-196,979.43","0.23","0.17","0.26","84.39","100.78","134.73","137.98","130.83","141.88","127.58","145.13","123.68","133.76","-90,223,100.00","137.85","121.55","140.73","134.03","127.33","0.02","135.09","134.03","139.53","134.03","48.50","0.31","134.82","24.39","0.44","0.17","0.20","-0.03","131.47","0.20","0.28","133.35","136.12","3,293.73","73,769.40","-70,475.67","143.59","135.27","126.95","41.08","135.62","135.04","133.63","134.13","128.36","15.61","137.42","1.64","142.30","135.52","128.74","135.38","135.33","135.29","135.27","135.26","135.24","135.02","134.96","134.93","134.92","134.95","135.06","0.68","0.46","-0.06","-1.00","137.42","133.82","1.49","-0.15","134,057.41","0.53","0.53","5.40","7.01","138.48","134.97","131.47","0.32","1.35","","0.69","35.94","51.87","","-14.73","-0.63","8.07","-0.08","-5.51","-5.50","4.34","138.02","135.09","132.15","53.15","-0.13","-0.15","1.71","137.66","140.17","130.37","28.57","50.00","21.43","134.72","135.18","135.23","23.68","22.81","12.67","1,742.95","-2.81"
"2015-12-02T23:00:00.000Z","132.66","-1.93","-1.88","4,378,300","42.46","137.75","134.85","131.94","-5.69","134.10","134.10","134.10","","-80.00","134.83","0.96","0.94","15.53","116,311.39","0.23","43.63","2.28","134.83","-0.08","3.25","0.01","51.57","65.30","-18,808,300.00","135.27","-356.22","137.78","55.74","59.89","55.74","59.89","-8.84","11.41","136.98","134.62","132.25","3.02","","","80.13","104.68","","66.37","42.46","30.66","0.03","0.09","-0.05","-0.27","0.73","2.71","31.90","-31.90","-57.92","-0.49","30.00","-48.52","1.07","5.81","-1.00","137.00","131.00","-281,457.62","-0.09","-0.05","-1.17","82.76","100.66","134.73","137.98","130.83","141.88","127.58","145.13","123.68","137.42","-94,601,400.00","137.85","121.65","140.80","134.10","127.39","-2.53","134.85","134.10","139.46","134.10","47.87","-0.12","134.84","24.47","0.74","-0.05","0.15","-0.20","131.47","0.07","0.03","134.32","135.27","-83,697.38","51,274.15","-134,971.53","143.91","134.80","125.68","36.81","134.85","135.04","133.75","134.13","128.80","13.86","137.42","3.25","142.02","135.26","128.49","134.02","134.44","134.70","134.80","134.86","134.92","134.87","134.84","134.82","134.83","134.86","134.98","0.68","0.34","-0.13","0","137.42","133.82","0.66","-2.59","-1,517,574.46","0.11","0.53","-1.87","6.61","138.08","134.78","131.47","-1.61","-1.22","","0.63","-86.04","53.55","","-45.90","-1.97","8.89","-0.12","-5.52","-5.51","4.31","137.75","134.85","131.94","12.36","-0.12","-0.49","1.82","137.66","138.53","126.79","28.57","42.86","14.29","134.87","135.21","135.08","20.65","30.94","13.19","1,386.73","-5.69"
"2015-12-03T23:00:00.000Z","136.48","2.88","2.93","5,520,200","54.23","137.74","134.84","131.95","-1.87","134.25","134.25","134.25","","-15.80","135.07","1.01","0.85","53.79","277,935.06","0.21","53.28","1.91","135.04","0","3.86","0.01","56.77","63.59","-13,288,100.00","135.28","429.40","137.78","56.02","58.51","56.02","58.51","2.45","9.78","137.53","134.99","132.45","2.68","","","86.20","100.04","","42.60","54.23","34.77","-0.06","0.05","-0.11","0.14","1.30","1.08","20.16","-20.16","41.13","-0.03","35.00","-48.11","1.17","4.68","1.00","137.00","131.00","-122,501.50","3.43","0.08","0.63","85.14","100.55","134.73","137.98","130.83","141.88","127.58","145.13","123.68","137.32","-89,081,200.00","137.85","121.75","140.96","134.25","127.54","1.00","134.84","134.25","139.40","134.25","57.72","4.52","134.99","24.74","0.64","0.08","0.14","-0.06","131.47","0.02","0","134.99","135.28","49,493.24","51,019.73","-1,526.49","145.24","135.10","124.97","47.73","134.53","135.04","134.31","133.98","126.25","20.27","137.42","3.52","141.84","135.09","128.33","135.25","135.12","135.10","135.10","135.11","135.11","134.98","134.93","134.90","134.90","134.92","135.03","0.68","0.20","-0.03","1.00","136.74","133.82","1.41","-2.11","1,711,667.63","-0.18","0.11","5.79","6.56","138.03","134.75","131.47","0.98","2.55","","1.26","34.34","56.57","","-1.20","0.88","13.69","-0.01","-5.51","-5.51","4.29","137.74","134.84","131.95","78.28","-0.03","-0.56","1.96","137.66","143.50","129.46","28.57","35.71","7.14","134.98","135.18","135.16","21.32","26.60","13.03","1,816.13","-1.87"
"2015-12-06T23:00:00.000Z","135.60","-0.64","-0.60","2,794,900","51.61","137.64","134.81","131.97","-2.75","134.37","134.37","134.37","","-35.48","135.26","1.09","0.85","-5.76","183,993.09","0.21","53.58","1.65","135.25","0","1.80","0.01","56.52","62.18","-16,083,000.00","135.14","-22.73","137.78","56.24","56.00","56.24","56.00","15.66","10.85","137.81","135.29","132.76","2.48","","","81.74","99.96","","30.75","51.61","32.82","-0.11","-0.01","-0.10","0.20","0.89","0.48","35.42","-35.42","14.31","-0.16","35.00","-48.35","0.76","3.65","1.00","137.00","131.00","-140,522.33","1.73","0.12","0.14","85.14","100.43","134.73","137.98","130.83","141.88","127.58","145.13","123.68","137.22","-91,876,100.00","136.96","121.85","141.09","134.37","127.65","0.18","134.81","134.37","139.34","134.37","57.62","2.30","135.21","24.90","0.63","0.12","0.13","-0.02","131.47","-0.03","0.01","135.52","135.14","112,087.70","59,743.73","52,343.97","145.21","135.19","125.17","46.72","134.51","135.04","134.39","133.90","128.07","20.49","137.42","1.77","141.79","135.04","128.29","135.43","135.28","135.21","135.19","135.18","135.17","135.02","134.96","134.93","134.93","134.95","135.05","0.68","0.11","-0.22","-1.00","136.74","132.29","1.27","-0.50","1,115,788.97","-0.12","-0.18","10.60","5.95","137.42","134.44","131.47","0.21","1.72","","1.34","54.09","62.13","","-3.07","0.34","6.78","-0.01","-5.50","-5.51","4.21","137.64","134.81","131.97","64.00","-0.11","-0.40","1.95","137.66","142.29","128.91","28.57","28.57","0","134.98","135.09","135.31","19.91","24.84","12.89","1,793.40","-2.75"
"2015-12-07T23:00:00.000Z","133.36","-1.65","-1.60","4,055,600","45.58","137.66","134.77","131.89","-4.99","134.47","134.47","134.47","","-79.14","135.30","0.96","0.91","40.68","208,863.70","0.21","49.76","1.45","135.29","-0.05","2.43","0.01","43.63","58.47","-20,138,600.00","134.32","-337.53","137.78","56.53","56.26","56.53","56.26","3.37","9.49","137.24","134.67","132.11","2.41","","","77.67","98.18","","15.38","45.58","30.81","-0.10","-0.07","-0.04","-0.22","0.52","1.82","21.01","-21.01","-41.68","-0.31","35.00","-48.85","-0.04","2.75","-1.00","137.00","131.00","-207,517.65","0.20","-0.04","-0.93","83.74","100.32","134.73","137.98","130.83","141.88","127.58","145.13","123.68","137.12","-95,931,700.00","136.96","121.94","141.19","134.47","127.74","-1.79","134.77","134.47","139.26","134.47","50.20","0.27","135.27","24.97","0.45","-0.04","0.10","-0.14","132.29","-0.16","0.27","136.51","134.32","21,972.37","54,347.82","-32,375.45","145.09","134.86","124.63","47.67","134.51","135.04","134.39","133.61","126.14","21.82","137.42","1.82","141.72","134.97","128.22","134.39","134.64","134.80","134.86","134.90","134.95","134.91","134.88","134.86","134.86","134.89","135.00","0.62","0.12","-0.11","0","136.74","132.29","0.07","-1.75","-341,404.64","-0.37","-0.12","3.01","5.95","137.42","134.44","131.47","-1.46","-0.20","","0.81","-59.30","63.79","","-15.03","-0.72","1.95","-0.02","-5.50","-5.50","4.28","137.66","134.77","131.89","25.50","-0.13","-0.69","1.98","137.66","140.17","126.55","-57.14","21.43","78.57","135.02","135.14","135.03","18.17","28.10","13.50","1,455.87","-4.99"
