CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.14289680726968124,0.03987576751614286,3.3703516683252346,-0.034849009039563006,1793,0.10719956631506614,0.19961782912518258,22.52942117725106,1760
