CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.09456847191697171,0.03247674852696277,2.799023994309642,-0.026883668244567338,1793,0.10723069332096893,0.19960609515085814,22.537287724696757,1760
