number,value,datetime_start,datetime_complete,duration,params_C,state
0,0.6644682877321766,2025-07-06 20:36:42.568982,2025-07-06 20:36:42.700543,0 days 00:00:00.131561,0.023084194253597028,COMPLETE
1,0.6588428706484263,2025-07-06 20:36:42.701003,2025-07-06 20:36:42.734392,0 days 00:00:00.033389,0.0013949891461752365,COMPLETE
2,0.6680482565899233,2025-07-06 20:36:42.734766,2025-07-06 20:36:42.793777,0 days 00:00:00.059011,0.006900729598867695,COMPLETE
3,0.6495314759203649,2025-07-06 20:36:42.794922,2025-07-06 20:36:43.349017,0 days 00:00:00.554095,3.0260464320730343,COMPLETE
4,0.6495384273162051,2025-07-06 20:36:43.349429,2025-07-06 20:36:43.677692,0 days 00:00:00.328263,1.0138547236458861,COMPLETE
5,0.6507844650205762,2025-07-06 20:36:43.679216,2025-07-06 20:36:43.871095,0 days 00:00:00.191879,0.36449130969864624,COMPLETE
6,0.6504507980202425,2025-07-06 20:36:43.872280,2025-07-06 20:36:44.067097,0 days 00:00:00.194817,0.4075050009041379,COMPLETE
7,0.6548892642642643,2025-07-06 20:36:44.067507,2025-07-06 20:36:44.114703,0 days 00:00:00.047196,0.0010041879401371304,COMPLETE
8,0.6680326159492828,2025-07-06 20:36:44.115061,2025-07-06 20:36:44.172179,0 days 00:00:00.057118,0.006548283211415933,COMPLETE
9,0.6496392225558892,2025-07-06 20:36:44.172580,2025-07-06 20:36:44.868232,0 days 00:00:00.695652,4.167942271719519,COMPLETE
10,0.6643727060393727,2025-07-06 20:36:44.871767,2025-07-06 20:36:45.009987,0 days 00:00:00.138220,0.02354570264663027,COMPLETE
11,0.6679231314647982,2025-07-06 20:36:45.010392,2025-07-06 20:36:45.125998,0 days 00:00:00.115606,0.010045857451891925,COMPLETE
12,0.6679144422199977,2025-07-06 20:36:45.126469,2025-07-06 20:36:45.187889,0 days 00:00:00.061420,0.005833916787123664,COMPLETE
13,0.6564394255366478,2025-07-06 20:36:45.188235,2025-07-06 20:36:45.325675,0 days 00:00:00.137440,0.08302174086008868,COMPLETE
14,0.6661244577911245,2025-07-06 20:36:45.326087,2025-07-06 20:36:45.369317,0 days 00:00:00.043230,0.0031906417389480335,COMPLETE
15,0.6580764792570348,2025-07-06 20:36:45.370537,2025-07-06 20:36:45.557875,0 days 00:00:00.187338,0.06303516157082348,COMPLETE
16,0.6660236625514404,2025-07-06 20:36:45.558282,2025-07-06 20:36:45.691606,0 days 00:00:00.133324,0.01742954128366015,COMPLETE
17,0.666845665109554,2025-07-06 20:36:45.692030,2025-07-06 20:36:45.750079,0 days 00:00:00.058049,0.0037981203523938436,COMPLETE
18,0.6603217801134468,2025-07-06 20:36:45.750434,2025-07-06 20:36:45.837785,0 days 00:00:00.087351,0.044961469575186375,COMPLETE
19,0.6520513569124681,2025-07-06 20:36:45.838186,2025-07-06 20:36:46.015526,0 days 00:00:00.177340,0.22489470257963706,COMPLETE
20,0.6631301440329218,2025-07-06 20:36:46.015929,2025-07-06 20:36:46.069517,0 days 00:00:00.053588,0.0021383320207316254,COMPLETE
21,0.6680795378712046,2025-07-06 20:36:46.069874,2025-07-06 20:36:46.142943,0 days 00:00:00.073069,0.00893352049775488,COMPLETE
22,0.6679092286731176,2025-07-06 20:36:46.143342,2025-07-06 20:36:46.205541,0 days 00:00:00.062199,0.006080773159142263,COMPLETE
23,0.6679022772772774,2025-07-06 20:36:46.205902,2025-07-06 20:36:46.279886,0 days 00:00:00.073984,0.010680347196198382,COMPLETE
24,0.6617850489378267,2025-07-06 20:36:46.280894,2025-07-06 20:36:46.347265,0 days 00:00:00.066371,0.0352194124670766,COMPLETE
25,0.6679074908241575,2025-07-06 20:36:46.348399,2025-07-06 20:36:46.431907,0 days 00:00:00.083508,0.009650640464309641,COMPLETE
26,0.6536188966744523,2025-07-06 20:36:46.432385,2025-07-06 20:36:46.566258,0 days 00:00:00.133873,0.15469198442745596,COMPLETE
27,0.663889584028473,2025-07-06 20:36:46.566606,2025-07-06 20:36:46.625164,0 days 00:00:00.058558,0.0023275318825516336,COMPLETE
28,0.6679491991991992,2025-07-06 20:36:46.625569,2025-07-06 20:36:46.676891,0 days 00:00:00.051322,0.006154864164110111,COMPLETE
29,0.6649722639305972,2025-07-06 20:36:46.677265,2025-07-06 20:36:46.753502,0 days 00:00:00.076237,0.021193708138032234,COMPLETE
