fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.7981651376146789,0.8725563184161911
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.8495412844036697,0.91932315014666
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.8366972477064221,0.8971594202898552
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.8788990825688073,0.9496865542585387
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.8917431192660551,0.9549689007893342
