number,value,datetime_start,datetime_complete,duration,params_C,state
0,0.9252121742009282,2025-07-06 20:35:39.234963,2025-07-06 20:35:39.287210,0 days 00:00:00.052247,0.04278434739239458,COMPLETE
1,0.9142455199960673,2025-07-06 20:35:39.288189,2025-07-06 20:35:39.322809,0 days 00:00:00.034620,0.014337997236690107,COMPLETE
2,0.901926012820348,2025-07-06 20:35:39.323833,2025-07-06 20:35:39.365806,0 days 00:00:00.041973,0.006127409345828866,COMPLETE
3,0.9263216149978168,2025-07-06 20:35:39.366792,2025-07-06 20:35:39.430194,0 days 00:00:00.063402,0.11912319578063801,COMPLETE
4,0.9067605635368275,2025-07-06 20:35:39.430569,2025-07-06 20:35:41.969000,0 days 00:00:02.538431,3.1800308866172444,COMPLETE
5,0.916609730881933,2025-07-06 20:35:41.969856,2025-07-06 20:35:42.004649,0 days 00:00:00.034793,0.008448803379057587,COMPLETE
6,0.9174869543991013,2025-07-06 20:35:42.005071,2025-07-06 20:35:42.433849,0 days 00:00:00.428778,0.5658506715143788,COMPLETE
7,0.9105301114096834,2025-07-06 20:35:42.434247,2025-07-06 20:35:42.891688,0 days 00:00:00.457441,1.474015814557923,COMPLETE
8,0.5,2025-07-06 20:35:42.892801,2025-07-06 20:35:42.905371,0 days 00:00:00.012570,0.0012811949047875765,COMPLETE
9,0.9277058811030906,2025-07-06 20:35:42.905742,2025-07-06 20:35:42.976346,0 days 00:00:00.070604,0.08787313227634803,COMPLETE
10,0.9038453467171327,2025-07-06 20:35:42.976717,2025-07-06 20:35:51.623370,0 days 00:00:08.646653,9.721793755740935,COMPLETE
11,0.9246328069631448,2025-07-06 20:35:51.623798,2025-07-06 20:35:51.722177,0 days 00:00:00.098379,0.1904236460454686,COMPLETE
12,0.925810091266318,2025-07-06 20:35:51.723018,2025-07-06 20:35:51.800658,0 days 00:00:00.077640,0.14334321543246117,COMPLETE
13,0.9264619936265461,2025-07-06 20:35:51.801359,2025-07-06 20:35:51.847972,0 days 00:00:00.046613,0.046808123673983744,COMPLETE
14,0.9155640150548363,2025-07-06 20:35:51.848333,2025-07-06 20:35:51.885323,0 days 00:00:00.036990,0.03111383535007626,COMPLETE
15,0.9218412854520488,2025-07-06 20:35:51.886188,2025-07-06 20:35:52.174487,0 days 00:00:00.288299,0.30895388408037233,COMPLETE
16,0.9260017934096464,2025-07-06 20:35:52.175776,2025-07-06 20:35:52.222835,0 days 00:00:00.047059,0.04526029004814982,COMPLETE
17,0.632826496584109,2025-07-06 20:35:52.223394,2025-07-06 20:35:52.241375,0 days 00:00:00.017981,0.0018527252127822922,COMPLETE
18,0.9161558415768655,2025-07-06 20:35:52.241997,2025-07-06 20:35:52.631628,0 days 00:00:00.389631,0.6652464267024842,COMPLETE
19,0.91347826521194,2025-07-06 20:35:52.632049,2025-07-06 20:35:52.671439,0 days 00:00:00.039390,0.019943735098022594,COMPLETE
20,0.8951336467531171,2025-07-06 20:35:52.671848,2025-07-06 20:35:52.697872,0 days 00:00:00.026024,0.004891706823171716,COMPLETE
21,0.9281019967514598,2025-07-06 20:35:52.698352,2025-07-06 20:35:52.747985,0 days 00:00:00.049633,0.06560607611213677,COMPLETE
22,0.9280539919143745,2025-07-06 20:35:52.749045,2025-07-06 20:35:52.784759,0 days 00:00:00.035714,0.06540941379715061,COMPLETE
23,0.9281368452324349,2025-07-06 20:35:52.785134,2025-07-06 20:35:52.831700,0 days 00:00:00.046566,0.0629928133397238,COMPLETE
24,0.927995920975578,2025-07-06 20:35:52.832289,2025-07-06 20:35:52.881625,0 days 00:00:00.049336,0.06985773740638836,COMPLETE
25,0.9202286874627122,2025-07-06 20:35:52.882363,2025-07-06 20:35:53.151704,0 days 00:00:00.269341,0.4059976986619492,COMPLETE
26,0.9141399697281426,2025-07-06 20:35:53.152293,2025-07-06 20:35:53.190008,0 days 00:00:00.037715,0.015512616350874768,COMPLETE
27,0.925175897187828,2025-07-06 20:35:53.190435,2025-07-06 20:35:53.252932,0 days 00:00:00.062497,0.16560354231272262,COMPLETE
28,0.7592846168871002,2025-07-06 20:35:53.253300,2025-07-06 20:35:53.270277,0 days 00:00:00.016977,0.0032506811749120307,COMPLETE
29,0.9185770594817461,2025-07-06 20:35:53.270644,2025-07-06 20:35:53.304418,0 days 00:00:00.033774,0.03355280009846466,COMPLETE
