,0
EnterpriseValue_zscore,0.18948278576329686
MarketCap_zscore,0.18374878952549908
log_marketcap,0.10117246576718252
log_enterprise,0.0874985203797574
PsRatio_zscore,0.08640119010495702
PbRatio_zscore,0.07212167743539809
PegRatio_zscore,0.06141873771602206
ForwardPeRatio_zscore,0.046895894141341724
PeRatio_zscore,0.045018766716445814
PbRatio_chg,0.030672138095296855
ForwardPeRatio_chg,0.019530350748703542
PegRatio_chg,0.019426923381772727
PsRatio_chg,0.01750697103593407
PeRatio_chg,0.013553203662008864
EnterpriseValue_chg,0.012819083926199187
MarketCap_chg,0.012732501600184225
