fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.563302752293578,0.46605078042447845
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.6293577981651376,0.643130284109581
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.5064220183486239,0.6421090095586739
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.5357798165137615,0.6988061075315394
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.5853211009174312,0.6809761362973336
