number,value,datetime_start,datetime_complete,duration,params_C,state
0,0.6798986075664718,2025-07-07 00:07:07.030127,2025-07-07 00:07:07.559506,0 days 00:00:00.529379,3.232587669944678,COMPLETE
1,0.6921563840250421,2025-07-07 00:07:07.560579,2025-07-07 00:07:07.865761,0 days 00:00:00.305182,0.10981068243725273,COMPLETE
2,0.6948937688532654,2025-07-07 00:07:07.866185,2025-07-07 00:07:07.924429,0 days 00:00:00.058244,0.006135613084924236,COMPLETE
3,0.6939774355848298,2025-07-07 00:07:07.924803,2025-07-07 00:07:08.022132,0 days 00:00:00.097329,0.05841290910338095,COMPLETE
4,0.6950668023749055,2025-07-07 00:07:08.022544,2025-07-07 00:07:08.090406,0 days 00:00:00.067862,0.040183036319736784,COMPLETE
5,0.6782395683109379,2025-07-07 00:07:08.090926,2025-07-07 00:07:08.625386,0 days 00:00:00.534460,5.818673833066642,COMPLETE
6,0.6812145288507137,2025-07-07 00:07:08.625795,2025-07-07 00:07:08.912195,0 days 00:00:00.286400,2.1708964667814,COMPLETE
7,0.6789258388338352,2025-07-07 00:07:08.912632,2025-07-07 00:07:09.274083,0 days 00:00:00.361451,4.619922020317121,COMPLETE
8,0.6891278753986309,2025-07-07 00:07:09.274505,2025-07-07 00:07:09.438960,0 days 00:00:00.164455,0.2520241506894542,COMPLETE
9,0.6787397126554527,2025-07-07 00:07:09.439363,2025-07-07 00:07:10.029235,0 days 00:00:00.589872,5.0188937272125145,COMPLETE
10,0.684783428197821,2025-07-07 00:07:10.029656,2025-07-07 00:07:10.080124,0 days 00:00:00.050468,0.0011353252650551735,COMPLETE
11,0.6948759708375792,2025-07-07 00:07:10.081009,2025-07-07 00:07:10.125224,0 days 00:00:00.044215,0.006173413468234142,COMPLETE
12,0.6963230086451914,2025-07-07 00:07:10.126129,2025-07-07 00:07:10.199640,0 days 00:00:00.073511,0.014220666510595286,COMPLETE
13,0.6962177583533241,2025-07-07 00:07:10.200136,2025-07-07 00:07:10.379515,0 days 00:00:00.179379,0.02265172192722042,COMPLETE
14,0.6963068293811242,2025-07-07 00:07:10.379921,2025-07-07 00:07:10.707659,0 days 00:00:00.327738,0.014503686151747573,COMPLETE
15,0.6957516408012839,2025-07-07 00:07:10.708082,2025-07-07 00:07:10.806054,0 days 00:00:00.097972,0.008943633871468307,COMPLETE
16,0.6854745734446054,2025-07-07 00:07:10.807057,2025-07-07 00:07:10.839797,0 days 00:00:00.032740,0.0012082202713493279,COMPLETE
17,0.6963278338563574,2025-07-07 00:07:10.841316,2025-07-07 00:07:10.906150,0 days 00:00:00.064834,0.018734645796316306,COMPLETE
18,0.6878281215897131,2025-07-07 00:07:10.906590,2025-07-07 00:07:11.106694,0 days 00:00:00.200104,0.3540320656827575,COMPLETE
19,0.6919476593761683,2025-07-07 00:07:11.107111,2025-07-07 00:07:11.165880,0 days 00:00:00.058769,0.0029814513320900295,COMPLETE
20,0.6854309504580175,2025-07-07 00:07:11.166239,2025-07-07 00:07:11.380896,0 days 00:00:00.214657,0.6554304798054597,COMPLETE
21,0.6962987222624548,2025-07-07 00:07:11.381977,2025-07-07 00:07:11.432481,0 days 00:00:00.050504,0.015785596599112658,COMPLETE
22,0.6963391596162752,2025-07-07 00:07:11.433445,2025-07-07 00:07:11.584107,0 days 00:00:00.150662,0.020623874472316228,COMPLETE
23,0.6941134012898105,2025-07-07 00:07:11.585673,2025-07-07 00:07:11.715058,0 days 00:00:00.129385,0.05649938707455385,COMPLETE
24,0.6913115037435326,2025-07-07 00:07:11.716086,2025-07-07 00:07:11.759658,0 days 00:00:00.043572,0.002667489540413703,COMPLETE
25,0.691245086593317,2025-07-07 00:07:11.760031,2025-07-07 00:07:11.895395,0 days 00:00:00.135364,0.136192659837362,COMPLETE
26,0.6958875283076017,2025-07-07 00:07:11.895915,2025-07-07 00:07:11.964607,0 days 00:00:00.068692,0.02818219984625847,COMPLETE
27,0.6957629724555733,2025-07-07 00:07:11.965286,2025-07-07 00:07:12.000770,0 days 00:00:00.035484,0.008798355220891015,COMPLETE
28,0.6930694401014715,2025-07-07 00:07:12.001177,2025-07-07 00:07:12.044676,0 days 00:00:00.043499,0.0036297405960926416,COMPLETE
29,0.6937540616149759,2025-07-07 00:07:12.045546,2025-07-07 00:07:12.138960,0 days 00:00:00.093414,0.06224221002031182,COMPLETE
