fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.5064220183486239,0.5259892644242441
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.6110091743119266,0.6681156681156681
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.6972477064220184,0.7624027237354085
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.6880733944954128,0.7482745605521408
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.6642201834862386,0.73846740373618
