number,value,datetime_start,datetime_complete,duration,params_C,state
0,0.6680152374596818,2025-07-06 18:52:02.530131,2025-07-06 18:52:02.614357,0 days 00:00:00.084226,0.007336907985067581,COMPLETE
1,0.6493490017795573,2025-07-06 18:52:02.614750,2025-07-06 18:52:02.855693,0 days 00:00:00.240943,1.3393738468958454,COMPLETE
2,0.6540655238571905,2025-07-06 18:52:02.856414,2025-07-06 18:52:02.968829,0 days 00:00:00.112415,0.13938512340904674,COMPLETE
3,0.6519453481259037,2025-07-06 18:52:02.969845,2025-07-06 18:52:03.176193,0 days 00:00:00.206348,0.24518742161605575,COMPLETE
4,0.658253739850962,2025-07-06 18:52:03.177213,2025-07-06 18:52:03.239911,0 days 00:00:00.062698,0.0013318090169971307,COMPLETE
5,0.6674208931153376,2025-07-06 18:52:03.240770,2025-07-06 18:52:03.316217,0 days 00:00:00.075447,0.012540748070880615,COMPLETE
6,0.6622403653653653,2025-07-06 18:52:03.317392,2025-07-06 18:52:03.378193,0 days 00:00:00.060801,0.0019482303692085101,COMPLETE
7,0.6605529140251363,2025-07-06 18:52:03.379144,2025-07-06 18:52:03.534775,0 days 00:00:00.155631,0.043310407537248755,COMPLETE
8,0.6583093510176844,2025-07-06 18:52:03.535761,2025-07-06 18:52:03.736182,0 days 00:00:00.200421,0.06025303828096082,COMPLETE
9,0.6515265265265265,2025-07-06 18:52:03.737180,2025-07-06 18:52:04.157746,0 days 00:00:00.420566,0.2800462269622899,COMPLETE
10,0.6680778000222446,2025-07-06 18:52:04.158324,2025-07-06 18:52:04.208366,0 days 00:00:00.050042,0.008370685839044665,COMPLETE
11,0.6680343537982427,2025-07-06 18:52:04.208746,2025-07-06 18:52:04.254531,0 days 00:00:00.045785,0.0081120617380739,COMPLETE
12,0.667798006339673,2025-07-06 18:52:04.255859,2025-07-06 18:52:04.321142,0 days 00:00:00.065283,0.011160844658903709,COMPLETE
13,0.6495992520298075,2025-07-06 18:52:04.321554,2025-07-06 18:52:04.787721,0 days 00:00:00.466167,7.176473486377001,COMPLETE
14,0.6672540596151708,2025-07-06 18:52:04.788893,2025-07-06 18:52:04.825967,0 days 00:00:00.037074,0.004201091589891125,COMPLETE
15,0.6638391864086308,2025-07-06 18:52:04.826384,2025-07-06 18:52:04.873329,0 days 00:00:00.046945,0.02588188874869654,COMPLETE
16,0.6676450756311868,2025-07-06 18:52:04.873713,2025-07-06 18:52:04.915776,0 days 00:00:00.042063,0.0048833460657303806,COMPLETE
17,0.6624610721832944,2025-07-06 18:52:04.916651,2025-07-06 18:52:04.987737,0 days 00:00:00.071086,0.031807767247541446,COMPLETE
18,0.6641467856745634,2025-07-06 18:52:04.988376,2025-07-06 18:52:05.035058,0 days 00:00:00.046682,0.0024562304699919883,COMPLETE
19,0.6556330636191747,2025-07-06 18:52:05.035459,2025-07-06 18:52:05.071509,0 days 00:00:00.036050,0.001070494317410283,COMPLETE
20,0.6497973668112558,2025-07-06 18:52:05.072281,2025-07-06 18:52:05.234135,0 days 00:00:00.161854,0.6783191877246962,COMPLETE
21,0.6679300828606385,2025-07-06 18:52:05.234773,2025-07-06 18:52:05.286480,0 days 00:00:00.051707,0.009166113901629693,COMPLETE
22,0.6664390084528973,2025-07-06 18:52:05.287330,2025-07-06 18:52:05.341798,0 days 00:00:00.054468,0.01605189767148856,COMPLETE
23,0.6679578884439996,2025-07-06 18:52:05.342931,2025-07-06 18:52:05.391187,0 days 00:00:00.048256,0.005662839270347753,COMPLETE
24,0.6661279334890446,2025-07-06 18:52:05.391789,2025-07-06 18:52:05.427647,0 days 00:00:00.035858,0.0031717373538087718,COMPLETE
25,0.6581981286842399,2025-07-06 18:52:05.428056,2025-07-06 18:52:05.532838,0 days 00:00:00.104782,0.061523148159864954,COMPLETE
26,0.6648471388054722,2025-07-06 18:52:05.533647,2025-07-06 18:52:05.602658,0 days 00:00:00.069011,0.02173311058248878,COMPLETE
27,0.6679631019908797,2025-07-06 18:52:05.603017,2025-07-06 18:52:05.858065,0 days 00:00:00.255048,0.007062034317565493,COMPLETE
28,0.6549657296185073,2025-07-06 18:52:05.858498,2025-07-06 18:52:05.955406,0 days 00:00:00.096908,0.11391939668414211,COMPLETE
29,0.6493385746857969,2025-07-06 18:52:05.955768,2025-07-06 18:52:06.299049,0 days 00:00:00.343281,1.923322732397475,COMPLETE
