number,value,datetime_start,datetime_complete,duration,params_C,state
0,0.6936019983812138,2025-07-06 18:51:17.589815,2025-07-06 18:51:19.231129,0 days 00:00:01.641314,0.004093640889788002,COMPLETE
1,0.6812242390026776,2025-07-06 18:51:19.234082,2025-07-06 18:51:19.864771,0 days 00:00:00.630689,2.13077606392857,COMPLETE
2,0.6855685282343291,2025-07-06 18:51:19.865972,2025-07-06 18:51:20.220680,0 days 00:00:00.354708,0.6153016189912779,COMPLETE
3,0.6845956738368254,2025-07-06 18:51:20.222022,2025-07-06 18:51:20.268180,0 days 00:00:00.046158,0.001118724095624364,COMPLETE
4,0.6770985134621222,2025-07-06 18:51:20.269727,2025-07-06 18:51:21.501602,0 days 00:00:01.231875,8.596949623750804,COMPLETE
5,0.6937103466761911,2025-07-06 18:51:21.502428,2025-07-06 18:51:21.602322,0 days 00:00:00.099894,0.0646435506761837,COMPLETE
6,0.6939548787678976,2025-07-06 18:51:21.603356,2025-07-06 18:51:21.658306,0 days 00:00:00.054950,0.0044281859761008055,COMPLETE
7,0.6841150287808175,2025-07-06 18:51:21.658691,2025-07-06 18:51:21.901197,0 days 00:00:00.242506,0.9733558671683165,COMPLETE
8,0.6955752122002061,2025-07-06 18:51:21.901605,2025-07-06 18:51:21.956942,0 days 00:00:00.055337,0.00787423118680883,COMPLETE
9,0.688660076614633,2025-07-06 18:51:21.957305,2025-07-06 18:51:21.984664,0 days 00:00:00.027359,0.0017826445756251585,COMPLETE
10,0.6953517003020572,2025-07-06 18:51:21.985266,2025-07-06 18:51:22.106975,0 days 00:00:00.121709,0.03549210882115007,COMPLETE
11,0.6945196981221645,2025-07-06 18:51:22.108117,2025-07-06 18:51:22.173339,0 days 00:00:00.065222,0.048239133881521415,COMPLETE
12,0.6962598580771129,2025-07-06 18:51:22.174159,2025-07-06 18:51:22.232191,0 days 00:00:00.058032,0.017912536320925012,COMPLETE
13,0.69624208638962,2025-07-06 18:51:22.233259,2025-07-06 18:51:22.300532,0 days 00:00:00.067273,0.013123549317164824,COMPLETE
14,0.6962825386758483,2025-07-06 18:51:22.301396,2025-07-06 18:51:22.384749,0 days 00:00:00.083353,0.015400902296593041,COMPLETE
15,0.6894208462570965,2025-07-06 18:51:22.385203,2025-07-06 18:51:22.483549,0 days 00:00:00.098346,0.23120549913377536,COMPLETE
16,0.6962566303978281,2025-07-06 18:51:22.483908,2025-07-06 18:51:22.533217,0 days 00:00:00.049309,0.016747396006676813,COMPLETE
17,0.6902139826798152,2025-07-06 18:51:22.534235,2025-07-06 18:51:22.708803,0 days 00:00:00.174568,0.17989224196078213,COMPLETE
18,0.6963585818849936,2025-07-06 18:51:22.709179,2025-07-06 18:51:22.755062,0 days 00:00:00.045883,0.01975847318979099,COMPLETE
19,0.6901621861646379,2025-07-06 18:51:22.756044,2025-07-06 18:51:22.851016,0 days 00:00:00.094972,0.18589329520008283,COMPLETE
20,0.6937217820714204,2025-07-06 18:51:22.851854,2025-07-06 18:51:22.893664,0 days 00:00:00.041810,0.004258028390964883,COMPLETE
21,0.6960898714740295,2025-07-06 18:51:22.894068,2025-07-06 18:51:22.967439,0 days 00:00:00.073371,0.025239715727390682,COMPLETE
22,0.6960689090453133,2025-07-06 18:51:22.968445,2025-07-06 18:51:23.024366,0 days 00:00:00.055921,0.011818511512151908,COMPLETE
23,0.6927795868940211,2025-07-06 18:51:23.025063,2025-07-06 18:51:23.109857,0 days 00:00:00.084794,0.08714347182834262,COMPLETE
24,0.6960396866372252,2025-07-06 18:51:23.110237,2025-07-06 18:51:23.169441,0 days 00:00:00.059204,0.02717483163712057,COMPLETE
25,0.6957451630441023,2025-07-06 18:51:23.170478,2025-07-06 18:51:23.225244,0 days 00:00:00.054766,0.009102365073479605,COMPLETE
26,0.6917275166222221,2025-07-06 18:51:23.225809,2025-07-06 18:51:23.269002,0 days 00:00:00.043193,0.0028702440039200332,COMPLETE
27,0.6922308387403424,2025-07-06 18:51:23.270255,2025-07-06 18:51:23.410061,0 days 00:00:00.139806,0.10769220770084256,COMPLETE
28,0.6962954533225689,2025-07-06 18:51:23.410932,2025-07-06 18:51:23.525346,0 days 00:00:00.114414,0.02086839891960535,COMPLETE
29,0.695057257658304,2025-07-06 18:51:23.525706,2025-07-06 18:51:23.699807,0 days 00:00:00.174101,0.0064846117235466795,COMPLETE
