CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.5197780522592157,0.24529507868457004,1.8309533859742384,-0.3598210159976485,1793,0.11345841451437182,0.2080613313064727,22.877136908587683,1760
