name,ttm,05/31/2025,04/30/2025,03/31/2025,02/28/2025,01/31/2025,12/31/2024,11/30/2024,10/31/2024,09/30/2024,08/31/2024,07/31/2024,06/30/2024,05/31/2024,04/30/2024,03/31/2024,02/29/2024,01/31/2024,12/31/2023,11/30/2023,10/31/2023,09/30/2023,08/31/2023,07/31/2023,06/30/2023,05/31/2023,04/30/2023,03/31/2023,02/28/2023,01/31/2023,12/31/2022,11/30/2022,10/31/2022,09/30/2022,08/31/2022,07/31/2022,06/30/2022,05/31/2022,04/30/2022,03/31/2022,02/28/2022,01/31/2022,12/31/2021,11/30/2021,10/31/2021,09/30/2021,08/31/2021,07/31/2021,06/30/2021,05/31/2021,04/30/2021,03/31/2021,03/17/2021,03/05/2021,03/03/2021,02/28/2021,02/19/2021,02/12/2021,02/03/2021,01/31/2021,01/22/2021,01/08/2021,12/31/2020,11/30/2020,11/20/2020,11/13/2020,10/31/2020,10/28/2020,10/22/2020,10/08/2020,09/30/2020,09/24/2020,09/10/2020,08/31/2020,08/27/2020,08/10/2020,07/31/2020,07/28/2020,07/16/2020,06/30/2020,05/31/2020,05/08/2020,04/30/2020,03/31/2020,03/05/2020,02/29/2020,01/31/2020,12/31/2019,11/30/2019,10/31/2019,09/30/2019,08/31/2019,07/31/2019,06/30/2019,05/31/2019,04/30/2019,03/31/2019,02/28/2019,01/31/2019,12/31/2018,11/30/2018,10/31/2018,09/30/2018,08/31/2018,07/31/2018,06/30/2018,05/31/2018,04/30/2018,03/31/2018,02/28/2018,01/31/2018,12/31/2017,11/30/2017,10/31/2017,09/30/2017,08/31/2017,07/31/2017,06/30/2017,05/31/2017,04/30/2017,03/31/2017,02/28/2017,01/31/2017,12/31/2016,11/30/2016,10/31/2016,09/30/2016,08/31/2016,07/31/2016,06/30/2016,05/31/2016,04/30/2016,03/31/2016,02/29/2016,01/31/2016,12/31/2015,11/30/2015,10/31/2015,09/30/2015,08/31/2015,07/31/2015,06/30/2015,05/31/2015,04/30/2015,03/31/2015,02/28/2015,01/31/2015,12/31/2014,11/30/2014,10/31/2014,09/30/2014,08/31/2014,07/31/2014,06/30/2014,05/31/2014,04/30/2014,03/31/2014,02/28/2014,01/31/2014,12/31/2013,11/30/2013,10/31/2013,09/30/2013,08/31/2013,07/31/2013,06/30/2013,05/31/2013,04/30/2013,03/31/2013,02/28/2013,01/31/2013,12/31/2012,11/30/2012,10/31/2012,09/30/2012,08/31/2012,07/31/2012,06/30/2012,05/31/2012,04/30/2012,03/31/2012,02/29/2012,01/31/2012,12/31/2011,11/30/2011,10/31/2011,09/30/2011,08/31/2011,07/31/2011,06/30/2011,05/31/2011,04/30/2011,03/31/2011,02/28/2011,01/31/2011,12/31/2010,11/30/2010,10/31/2010,09/30/2010,08/31/2010,07/31/2010,06/30/2010,05/31/2010,04/30/2010,03/31/2010,02/28/2010,01/31/2010,12/31/2009,11/30/2009,10/31/2009,09/30/2009,08/31/2009,07/31/2009,06/30/2009,05/31/2009,04/30/2009,03/31/2009,02/28/2009,01/31/2009,12/31/2008,11/30/2008,10/31/2008,09/30/2008,08/31/2008,07/31/2008,06/30/2008,05/31/2008,04/30/2008,03/31/2008,02/29/2008,01/31/2008,12/31/2007,11/30/2007,10/31/2007,09/30/2007,08/31/2007,07/31/2007,06/30/2007,05/31/2007,04/30/2007,03/31/2007,02/28/2007,01/31/2007,12/31/2006,11/30/2006,10/31/2006,09/30/2006,08/31/2006,07/31/2006,06/30/2006,05/31/2006,04/30/2006,03/31/2006,02/28/2006,01/31/2006,12/31/2005,11/30/2005,10/31/2005,09/30/2005,08/31/2005,07/31/2005,06/30/2005,05/31/2005,04/30/2005,03/31/2005,02/28/2005,01/31/2005,12/31/2004,11/30/2004,10/31/2004,09/30/2004,08/31/2004,07/31/2004,06/30/2004,05/31/2004,04/30/2004,03/31/2004,02/29/2004,01/31/2004,12/31/2003,11/30/2003,10/31/2003,09/30/2003,08/31/2003,07/31/2003,06/30/2003,05/31/2003,04/30/2003,03/31/2003,02/28/2003,01/31/2003,12/31/2002,11/30/2002,10/31/2002,09/30/2002,08/31/2002,07/31/2002,06/30/2002,05/31/2002,04/30/2002,03/31/2002,02/28/2002,01/31/2002,12/31/2001,11/30/2001,10/31/2001,09/30/2001,08/31/2001,07/31/2001,06/30/2001,05/31/2001,04/30/2001,03/31/2001,02/28/2001,01/31/2001,12/31/2000,11/30/2000,10/31/2000,09/30/2000,08/31/2000,07/31/2000,06/30/2000,05/31/2000,04/30/2000,03/31/2000,02/29/2000,01/31/2000,12/31/1999,11/30/1999,10/31/1999,09/30/1999,08/31/1999,07/31/1999,06/30/1999,05/31/1999,04/30/1999,03/31/1999,02/28/1999,01/31/1999,12/31/1998,11/30/1998,10/31/1998,09/30/1998,08/31/1998,07/31/1998,06/30/1998,05/31/1998,04/30/1998,03/31/1998,02/28/1998,01/31/1998,12/31/1997,11/30/1997,10/31/1997,09/30/1997,08/31/1997,07/31/1997,06/30/1997,05/31/1997
MarketCap,"2,280,604,824,071","2,176,458,406,959","1,957,867,710,898","2,019,229,380,000","2,252,792,629,283","2,518,868,312,383","2,323,998,270,000","2,185,965,638,453","1,959,998,051,891","1,958,514,630,000","1,873,458,688,258","1,962,461,095,409","2,011,080,747,948","1,836,145,341,102","1,821,159,797,625","1,876,446,969,033","1,837,806,618,924","1,612,121,576,363","1,570,152,607,236","1,509,698,528,308","1,375,356,130,690","1,311,592,481,187","1,423,952,787,355","1,379,276,926,409","1,344,402,680,000","1,237,193,447,699","1,081,954,296,399","1,059,548,820,000","966,213,149,462","1,056,799,898,739","856,938,950,784","984,867,694,151","1,045,057,453,789","1,152,374,000,000","1,291,476,324,277","1,374,810,522,689","1,081,536,430,000","1,223,060,693,215","1,264,490,889,188","1,659,314,550,000","1,562,115,293,165","1,522,192,787,182","1,697,179,060,000","1,778,602,203,673","1,710,319,848,116","1,665,515,280,000","1,757,748,692,410","1,685,226,409,946","1,740,720,960,000","1,625,470,703,789","1,748,702,208,681","1,559,416,320,000","1,579,043,071,567","1,510,925,868,781","1,513,212,052,715","1,557,593,312,653","1,636,535,058,275","1,650,539,193,778","1,668,073,318,129","1,614,529,279,006","1,651,880,297,208","1,596,923,490,134","1,638,235,790,000","1,589,567,817,791","1,555,127,616,590","1,569,884,118,882","1,523,391,854,265","1,584,203,770,389","1,591,025,887,436","1,598,113,475,998","1,580,662,460,000","1,512,581,559,193","1,590,379,739,786","1,728,550,150,014","1,703,024,813,400","1,576,880,763,692","1,585,155,460,726","1,496,492,692,090","1,496,278,218,396","1,382,168,820,000","1,218,195,617,275","1,186,892,433,507","1,233,971,903,168","972,910,280,000",,"937,836,483,003","999,961,795,071","920,224,320,000","892,831,633,776","880,863,088,885","859,275,450,000","878,652,532,884","923,413,955,681","932,294,220,986","873,923,365,624","948,487,013,099","876,224,084,927","806,402,379,363","844,245,143,129","737,467,270,000","826,440,105,986","781,376,757,230","976,945,601,567","981,681,568,512","866,930,698,976","824,788,691,419","790,735,467,296","759,928,411,161","701,392,474,695","732,945,298,514","702,386,270,742","563,535,052,497","567,043,081,931","532,603,677,584","461,812,848,667","471,060,154,370","474,509,279,302","464,640,000,000","475,403,990,815","442,122,556,820","423,766,120,000","403,603,525,242","392,940,460,510","356,313,123,601","356,645,740,170","375,296,026,355","397,722,250,000","364,638,405,564","359,731,744,405","339,203,880,000","341,032,531,208","311,213,004,136","280,198,080,000","260,181,217,696","276,384,274,545","318,344,190,000","311,632,980,924","293,398,138,929","240,076,410,000","239,883,893,710","250,762,833,380","203,154,120,000","199,884,237,173","196,414,914,043","173,398,600,000","176,923,935,555","164,638,037,893","144,312,750,000","156,792,504,905","141,429,950,827","149,289,720,000","156,648,723,751","144,612,683,007","150,048,360,000","143,825,322,120","139,950,712,578","154,727,900,000","166,527,701,407","164,733,596,059","183,044,610,000","180,173,107,504","166,628,769,688","143,189,120,000","128,375,131,168","137,622,453,593","126,416,343,696","122,551,333,224","115,545,148,164","121,244,207,262","120,234,180,094","120,683,308,819","113,894,980,000","114,168,198,242","105,490,916,921","114,969,235,905","112,234,241,107","105,466,824,224","102,877,498,153","95,921,384,417","104,476,863,681","91,451,942,294","81,146,607,629","88,483,512,334","78,717,977,119","87,444,713,000","97,094,600,200","98,384,650,000","97,700,499,999","101,009,688,519","92,838,460,000","88,912,352,028","88,514,554,124","81,418,760,000","78,260,584,641","76,508,277,676","81,180,000,000","78,725,967,177","74,161,297,359","70,519,940,000","55,901,995,873","52,794,090,311","48,948,480,000","55,913,963,578","61,101,581,432","60,553,420,000","52,714,752,124","55,750,569,291","59,726,880,000","58,846,687,727","51,442,682,428","40,424,880,000","35,058,440,370","37,031,800,051","36,141,120,000","33,508,213,438","34,595,221,772","31,475,145,434","27,767,901,316","25,209,260,000","21,990,525,318","18,311,143,351","24,546,366,404","31,359,560,000","34,418,684,979","32,514,817,613","31,238,580,000","34,091,018,093","32,842,155,754","29,732,100,000","26,872,236,474","32,323,200,000","38,538,240,000","37,598,463,623","37,013,063,516","38,673,773,040","33,034,703,781","32,468,347,328","28,280,616,765","28,326,538,940","25,581,560,478","16,301,894,481","16,230,523,848","15,595,380,000","16,336,440,000","16,616,955,868","15,690,130,119","13,201,320,000","12,915,997,490","11,265,364,013","16,273,960,000","14,462,319,798","14,713,039,008","15,233,010,000","15,609,589,107","18,645,120,000","19,614,400,000","20,085,340,160","16,520,876,161","18,754,200,000","17,588,698,721","18,597,886,352","13,633,080,000","14,590,715,298","13,296,410,787","14,084,970,000","14,413,632,980","17,707,709,420","18,146,100,190","16,191,502,606","13,926,814,111","16,648,979,040","15,517,693,643","15,835,045,532","22,125,078,400","19,643,687,328","17,659,067,371","17,523,812,320","17,390,258,804","20,329,041,600","21,224,487,480","21,646,042,144","21,830,536,852","19,392,437,460","18,388,466,512","16,530,564,455","14,409,233,600","14,058,802,123","11,238,423,876","10,193,582,270","8,545,227,483","8,483,108,610","7,327,544,340","8,907,219,401","7,385,172,060","6,088,019,520","5,684,213,164","5,501,207,372","6,179,940,000","6,837,624,268","6,260,008,175","5,364,058,700","5,263,405,750","5,297,001,957","4,038,218,760","4,208,246,371","2,594,837,426","2,219,443,020","3,242,929,125","4,530,669,437","5,125,002,650","5,994,894,485","5,668,030,855","3,671,004,810","3,652,779,683","6,182,986,250","5,557,991,250","8,793,036,070","13,044,858,576","13,687,848,676","14,768,356,498","10,720,403,361","12,905,640,200","16,995,268,663","19,413,716,536","23,447,253,000","24,073,012,509","22,305,641,875","26,274,924,375","28,856,346,805","23,958,471,875","27,117,767,430","20,914,197,528","16,826,061,792","21,040,312,278","19,162,806,250","27,766,139,744","27,786,149,748","20,640,536,340","18,624,364,446","17,054,947,428","10,133,504,064","6,673,229,098","5,891,365,925","4,164,220,989","5,512,663,106","4,959,536,783","2,131,566,653","2,219,220,946","2,068,873,516","1,845,092,844","1,413,794,844","1,443,698,172","1,182,200,250","1,457,043,896","1,243,531,366","670,343,366","686,679,224","441,927,948",
EnterpriseValue,"2,319,284,824,071","2,215,138,406,959","1,987,565,710,898","2,048,927,380,000","2,282,490,629,283","2,565,509,312,383","2,370,639,270,000","2,232,606,638,453","2,006,639,051,891","2,002,395,630,000","1,917,339,688,258","2,012,073,095,409","2,060,692,747,948","1,885,757,341,102","1,870,771,797,625","1,925,277,969,033","1,886,637,618,924","1,684,941,576,363","1,642,972,607,236","1,582,518,528,308","1,448,176,130,690","1,386,536,481,187","1,498,896,787,355","1,456,222,926,409","1,421,348,680,000","1,314,139,447,699","1,158,900,296,399","1,129,640,820,000","1,036,305,149,462","1,126,388,898,739","926,527,950,784","1,054,456,694,151","1,114,646,453,789","1,216,241,000,000","1,355,343,324,277","1,438,677,522,689","1,128,438,430,000","1,269,962,693,215","1,311,392,889,188","1,679,660,550,000","1,582,461,293,165","1,557,107,787,182","1,732,094,060,000","1,813,517,203,673","1,745,234,848,116","1,682,197,280,000","1,774,430,692,410","1,701,908,409,946","1,752,385,960,000","1,637,135,703,789","1,760,367,208,681","1,559,409,320,000","1,579,036,071,567","1,510,918,868,781","1,513,205,052,715","1,557,586,312,653","1,636,528,058,275","1,650,532,193,778","1,668,066,318,129","1,627,645,279,006","1,664,996,297,208","1,610,039,490,134","1,651,351,790,000","1,602,683,817,791","1,568,243,616,590","1,583,000,118,882","1,536,507,854,265","1,588,738,770,389","1,595,560,887,436","1,602,648,475,998","1,585,197,460,000","1,517,116,559,193","1,594,914,739,786","1,733,085,150,014","1,707,559,813,400","1,581,415,763,692","1,589,690,460,726","1,510,937,692,090","1,510,723,218,396","1,396,613,820,000","1,232,640,617,275","1,201,337,433,507","1,248,416,903,168","981,094,280,000","965,986,228,569","946,020,483,003","1,008,145,795,071","936,353,320,000","908,960,633,776","896,992,088,885","876,275,450,000","895,652,532,884","940,413,955,681","951,871,220,986","893,500,365,624","968,064,013,099","874,761,084,927","804,939,379,363","826,490,143,129","732,386,270,000","821,359,105,986","776,295,757,230","974,533,601,567","979,269,568,512","864,518,698,976","824,465,691,419","790,412,467,296","759,605,411,161","708,332,474,695","739,885,298,514","702,786,270,742","563,935,052,497","567,443,081,931","533,003,677,584","448,044,848,667","457,292,154,370","460,741,279,302","450,800,000,000","461,563,990,815","428,282,556,820","412,998,120,000","392,835,525,242","382,798,460,510","346,171,123,601","346,503,740,170","365,154,026,355","389,394,250,000","356,310,405,564","351,403,744,405","331,563,880,000","333,392,531,208","303,573,004,136","274,573,080,000","254,556,217,696","270,759,274,545","312,159,190,000","305,447,980,924","287,213,138,929","234,325,410,000","234,132,893,710","245,011,833,380","197,630,120,000","194,360,237,173","190,890,914,043","168,471,600,000","171,996,935,555","159,711,037,893","140,528,750,000","153,008,504,905","137,645,950,827","144,422,720,000","151,781,723,751","139,745,683,007","144,529,360,000","138,306,322,120","134,431,712,578","147,461,900,000","159,261,701,407","157,467,596,059","178,398,610,000","175,527,107,504","161,982,769,688","138,768,120,000","123,954,131,168","133,201,453,593","121,561,343,696","117,696,333,224","110,690,148,164","113,626,207,262","112,616,180,094","113,065,308,819","106,276,980,000","106,007,198,242","97,329,916,921","106,808,235,905","104,073,241,107","97,305,824,224","94,716,498,153","87,760,384,417","96,315,863,681","83,290,942,294","72,985,607,629","80,322,512,334","70,596,977,119","79,323,713,000","88,973,600,200","90,263,650,000","89,579,499,999","92,888,688,519","84,717,460,000","80,791,352,028","80,393,554,124","73,297,760,000","70,139,584,641","68,387,277,676","73,059,000,000","73,004,967,177","68,440,297,359","64,798,940,000","50,925,995,873","47,818,090,311","43,972,480,000","50,981,963,578","56,169,581,432","55,621,420,000","46,457,752,124","49,493,569,291","53,469,880,000","54,961,687,727","47,557,682,428","36,539,880,000","31,955,440,370","33,928,800,051","33,038,120,000","30,852,213,438","31,939,221,772","28,819,145,434","24,632,901,316","22,074,260,000","18,855,525,318","16,422,143,351","22,657,366,404","29,470,560,000","32,912,684,979","31,008,817,613","29,732,580,000","33,313,018,093","32,064,155,754","28,954,100,000","25,104,236,474","30,555,200,000","36,770,240,000","36,962,463,623","36,377,063,516","38,264,773,040","32,625,703,781","32,059,347,328","28,111,616,765","28,157,538,940","25,412,560,478","15,549,894,481","15,478,523,848","14,843,380,000","16,421,440,000","16,701,955,868","15,775,130,119","13,106,320,000","12,820,997,490","11,170,364,013","16,178,960,000","14,387,319,798","14,638,039,008","15,158,010,000","15,130,589,107","18,166,120,000","19,725,400,000","20,196,340,160","16,631,876,161","18,865,200,000","17,792,698,721","18,801,886,352","13,837,080,000","15,002,715,298","13,708,410,787","14,496,970,000","14,492,133,980","17,786,210,420","18,224,601,190","16,788,976,606","14,524,288,111","17,246,453,040","16,131,358,643","16,448,710,532","22,738,743,400","20,425,719,328","18,441,099,371","18,305,844,320","17,945,090,804","20,883,873,600","21,779,319,480","22,668,409,144","22,852,903,852","20,414,804,460","19,482,143,512","17,624,241,455","15,502,910,600","15,283,746,123","12,463,367,876","11,418,526,270","9,534,882,483","9,472,763,610","8,317,199,340","10,319,397,401","8,797,350,060","7,500,197,520","7,093,466,164","6,910,460,372","7,600,913,000","8,258,597,268","7,680,981,175","6,538,598,700","6,437,945,750","6,471,541,957","5,212,758,760","5,728,364,371","4,114,955,426","3,755,538,020","4,779,024,125","6,066,764,437","6,620,190,650","7,490,082,485","7,163,218,855","4,714,523,810","4,696,298,683","7,226,505,250","6,757,877,250","9,992,922,070","14,244,744,576","14,929,489,676","16,009,997,498","11,962,044,361","14,147,281,200","18,139,331,663","20,557,779,536","24,591,316,000","24,847,484,509","23,080,113,875","27,049,396,375","29,425,640,805","24,527,765,875","27,687,061,430","21,229,057,528","17,140,921,792","21,355,172,278","19,260,889,250","27,864,222,744","27,884,232,748","20,615,915,340","18,599,743,446","17,030,326,428","10,137,423,064","6,677,148,098","5,895,284,925","4,157,391,989","5,505,834,106","4,952,707,783","2,092,132,653","2,179,786,946","2,029,439,516","1,813,492,844","1,382,194,844","1,412,098,172","1,137,700,250","1,412,543,896","1,199,031,366","622,843,366","639,179,224","394,427,948",
PeRatio,"34.987",,"33.349","34.405","38.387","50.786","46.878","44.421","39.829","44.47","42.601","52.375","54.132","49.423","49.02","62.2","60.952","81.257","79.55","76.487","69.681","100.889","109.532","318.286","310.381","287.095","251.071",,,"93.712","76.329","87.724","93.085","101.756","114.156","121.522","51.235","57.988","59.952","50.3","47.389","58.507","65.213","68.591","65.958","57.201","60.435","57.942","65.39","61.263","65.908","73.968",,,,"73.94",,,,"93.749",,,"95.232","92.633",,,"88.776",,,,"121.012",,,"132.627",,,"121.625",,,"131.812","116.692",,"118.204","84.734",,"81.867","87.298","81.872","79.787","78.718","72","73.674","77.428","79.033","74.085","80.406","88.419","81.422","85.339","84.097","94.634","89.474","158.716","159.486","140.843","214.081","205.242","197.246","235.34","245.927","369.183","297.575","299.427","281.242","244.618","249.517","251.344","182.298","187.311","174.198","180.927","172.457","188.439","171.595","171.755","180.737","208.286","191.333","188.759","293.287","296.225","270.324","474.912","442.016","469.6","951.958","936.338","881.549",,,,,,,,,,,,,"826.769","869.333","802.538","507.469","488.359","475.203","570.11","613.729","607.949","1,424.25","1,405.786","1,300.107",,,,,,,,,,,"3,150.625","2,911.164","310.146","302.768","284.512","188.719","175.959","191.653","147.818","131.161","141.927","91.105","101.205","112.374","113.805","94.815","98.026","90.084","85.147","84.766","77.978","68.494","67.051","71.146","70.726","66.625","63.331","51.583","48.715","45.149","54.786","59.869","59.288","58.039","61.475","65.941","79.947","69.888","54.918","53.414","56.421","55.039","49.994","51.615","47.077","43.483","39.477","34.416","29.448","39.476","50.179","58.985","55.723","53.526","68.017","65.525","59.417","57.563","69.375","82.714","104.092","102.471","127.603","109.466","107.589","115.949","117.186","105.831","88.422","86.978","83.711","58.029","59.324","56.015","45.886","44.043","38.414","55.486","44.372","45.141","46.833","44.571","53.357","39.292","40.383","33.217","37.75","33.889","35.833","26.262","27.107","24.702","26.16","25.309","31.094","31.863","52.907","45.507","54.48","57.788","58.97","82.424","131.081","117.838","116.973","537.625","630","657.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ForwardPeRatio,"33.333",,"27.933","28.902","32.363","38.023","35.088","33.784","31.646","31.546","38.61","40","41.494","37.879","41.494","42.553","41.667","42.919","39.526","41.322","38.462","40.486","62.5","83.333","82.645","68.493","62.112","62.112","57.804","59.88","41.322","47.619","43.86","46.948","88.496","81.301","64.103","53.476","44.643","57.143","52.91","46.729","52.083","54.645","50.505","45.455","60.976","59.172","57.471","53.763","62.112","60.241",,,,"60.241",,,,"58.14",,,"61.35","59.88",,,"56.818",,,,"60.241",,,"116.279",,,"125",,,"128.205","98.039",,"85.47","66.225",,"64.103","68.027","58.14","56.497","53.763","44.843","66.225","66.667","58.824","55.249","63.694","61.728","56.818","60.241","55.866","60.606","57.471","72.993","119.048","107.527","135.135","129.87","125","144.928","166.667","161.29","129.87","117.647","109.89","86.207","140.845","140.845","128.205","128.205","108.696","96.154","91.743","66.225","69.93","69.93","63.291","76.336","84.034","83.333","90.909","59.524","54.945","57.471","52.632","50.505","90.909","90.09","84.746","89.286","76.923","80.645","90.09","89.286","95.238","90.909","100","80.645","102.041","111.111","98.039","82.645","84.746","74.627","67.568","60.976","59.88","58.48","61.35","44.053","103.093","102.041","91.743","74.627","63.694","71.429","67.568","65.36","59.88","60.976","61.728","68.027","88.496","105.263","90.909","100","76.923","70.922","72.993","81.967","89.286","78.125","65.36","104.167","86.207","94.34","101.01","67.114","66.667","59.172","54.348","52.356","44.053","40.984","38.911","38.023","52.356","51.282",,,,,,"13.908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.377",,"1.388","1.6","1.79","1.953","1.799","1.732","1.614","1.77","2.164","1.987","2.055","1.883","2.189","2.436","2.388","2.68","2.467","2.579","2.401","2.53","3.903","5.222","5.157","4.282","2.245","3.877","3.608","6.767","4.67","5.368","4.941","4.5","8.466","7.756","4.006","3.357","2.81","2.963","2.741","1.781","1.985","2.088","2.855","1.417","1.908","1.844","1.387","1.3","1.496","1.468",,,,"1.468",,,,"1.188",,,"1.259","1.225",,,"1.168",,,,"1.236",,,"2.382",,,"2.557",,,"2.972","2.273",,"1.944","1.501",,"1.451","1.553","1.321","1.287","1.226","1.015","1.504","1.51","1.319","1.944","2.238","2.197","2.023","1.023","0.944","1.027","0.971","1.226","1.995","1.811","3","2.876","2.773","5.813","6.612","17.853","14.39","13.055","12.263","3.051","3.648","3.675","3.229","3.488","2.134","1.884","1.796","0.908","0.947","0.948","0.846","0.948","1.045","1.031","1.221","0.802","0.739","0.781","0.725","0.721","1.003","0.916","0.867","0.908","0.784","0.823","1.16","1.193","1.431","1.37","1.501","1.212","1.65","1.828","1.992","1.643","1.688","1.48","1.253","1.135","0.936","0.911","1.021","0.725","1.953","1.927","1.302","1.758","1.502","1.685","1.13","1.091","0.99","0.986","0.997","1.595","3.036","3.422","2.867","3.131","2.245","2.021","2.073","2.626","3.258","2.497","2.363","3.728","3.501","3.776","3.628","2.499","2.478","2.183","2.037","1.965","1.72","1.651","1.545","1.52","2.066","1.955",,,,,,"0.928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PsRatio,"3.552",,"3.099","3.197","3.567","4.094","3.779","3.581","3.211","3.28","3.142","3.346","3.459","3.158","3.132","3.293","3.227","2.912","2.851","2.741","2.497","2.434","2.642","2.606","2.541","2.351","2.056","2.048","1.868","2.098","1.709","1.964","2.084","2.383","2.674","2.846","2.285","2.587","2.674","3.573","3.367","3.356","3.74","3.934","3.783","3.802","4.017","3.851","4.2","3.935","4.234","4.087",,,,"4.086",,,,"4.686",,,"4.76","4.63",,,"4.437",,,,"4.956",,,"5.432",,,"4.981",,,"4.702","4.163",,"4.217","3.503",,"3.384","3.609","3.496","3.407","3.361","3.457","3.538","3.718","3.928","3.682","3.996","3.823","3.521","3.69","3.392","3.817","3.609","4.783","4.806","4.245","4.355","4.175","4.013","4.012","4.192","4.418","3.561","3.583","3.366","3.128","3.191","3.214","3.301","3.392","3.155","3.155","3.008","3.103","2.825","2.828","2.976","3.335","3.064","3.022","3.035","3.065","2.797","2.646","2.463","2.617","3.18","3.128","2.945","2.508","2.513","2.627","2.187","2.162","2.125","1.932","1.974","1.841","1.685","1.838","1.658","1.828","1.922","1.774","1.938","1.865","1.815","2.101","2.262","2.24","2.627","2.593","2.398","2.128","1.912","2.05","1.969","1.909","1.8","1.976","1.96","1.969","1.86","2.026","1.872","2.156","2.104","1.978","2.049","1.91","2.081","1.942","1.723","1.864","1.826","2.028","2.252","2.28","2.45","2.533","2.328","2.435","2.424","2.23","2.31","2.262","2.4","2.587","2.437","2.317","1.962","1.853","1.717","2.093","2.287","2.265","2.135","2.262","2.426","2.744","2.399","1.885","1.73","1.827","1.783","1.702","1.757","1.603","1.46","1.326","1.156","1.012","1.357","1.725","2.016","1.905","1.83","2.177","2.097","1.901","1.843","2.221","2.648","2.91","2.865","3.22","2.762","2.715","2.525","2.552","2.305","1.575","1.549","1.491","1.73","1.768","1.67","1.481","1.421","1.239","1.79","1.665","1.694","1.757","1.879","2.249","2.495","2.565","2.11","2.397","2.368","2.504","1.835","2.066","1.882","1.994","2.159","2.652","2.718","2.774","2.386","2.856","2.773","2.829","3.955","3.638","3.27","3.246","3.427","4.015","4.192","4.446","4.484","3.99","4.011","3.606","3.145","3.291","2.63","2.387","2.117","2.102","1.817","2.421","2.007","1.656","1.633","1.58","1.83","2.053","1.879","1.668","1.645","1.655","1.262","1.369","0.844","0.715","1.071","1.496","1.735","2.047","1.935","1.3","1.294","2.199","2.186","3.468","5.145","6.003","6.482","4.705","5.671","8.411","9.608","11.664","13.724","12.877","15.169","63.922","53.073","60.071","54.802","44.09","55.132","65.648","95.122","95.19","93.367","85.215","78.034","6.164","4.059","3.584","7.443","9.853","8.865","9.725","10.125","9.439","11.35","8.697","8.881","11.819","14.567","12.432","10.746","11.008","7.085","13.958"
