contract_name,last_trade_date_(edt),strike,last_price,bid,ask,change,%_change,volume,open_interest,implied_volatility,expiry_sheet,expiry_date
MSFT250620P00315000,2025-12-06 13:03:00,315,31.20,30.35,33.35,0.00,0.00%,2,0,20.30%,"Jul 3, 2025",2025-07-03
MSFT250620P00320000,2025-05-06 09:40:00,320,50.30,35.40,38.40,0.00,0.00%,-,0,22.95%,"Jul 3, 2025",2025-07-03
MSFT250620P00325000,6/17/2025 10:18 AM,325,59.38,55.40,58.25,3.24,5.77%,2,2,30.01%,"Jul 3, 2025",2025-07-03
MSFT250620P00330000,6/16/2025 3:56 PM,330,61.17,60.40,63.40,0.00,0.00%,1,0,33.55%,"Jul 3, 2025",2025-07-03
MSFT250620P00335000,6/16/2025 3:56 PM,335,66.13,65.15,68.35,0.00,0.00%,1,0,35.01%,"Jul 3, 2025",2025-07-03
MSFT250620P00340000,2025-10-06 11:49:00,340,86.28,75.20,78.40,0.00,0.00%,2,0,39.38%,"Jul 3, 2025",2025-07-03
MSFT250620P00345000,2025-09-06 15:48:00,345,87.29,80.20,83.30,0.00,0.00%,2,0,40.06%,"Jul 3, 2025",2025-07-03
MSFT250620P00350000,2025-05-06 15:56:00,350,97.52,85.75,88.60,0.00,0.00%,1,0,45.23%,"Jul 3, 2025",2025-07-03
MSFT250711C00350000,2025-10-06 10:17:00,350,121.65,128.15,130.20,0.00,0.00%,1,2.873,73.67%,"Jul 11, 2025",2025-07-11
MSFT250711C00355000,6/13/2025 12:16 PM,355,124.27,122.85,126.15,0.00,0.00%,3,3,73.49%,"Jul 11, 2025",2025-07-11
MSFT250711C00365000,2025-12-06 10:19:00,365,113.11,112.55,116.20,0.00,0.00%,3,7,66.92%,"Jul 11, 2025",2025-07-11
MSFT250711C00380000,6/16/2025 12:55 PM,380,101.73,98.05,101.05,0.00,0.00%,1,1,59.89%,"Jul 11, 2025",2025-07-11
MSFT250711C00385000,2025-04-06 15:35:00,385,81.74,93.10,96.40,0.00,0.00%,-,2,58.39%,"Jul 11, 2025",2025-07-11
MSFT250711C00390000,5/30/2025 2:49 PM,390,71.68,88.15,91.45,0.00,0.00%,1,1,55.92%,"Jul 11, 2025",2025-07-11
MSFT250711C00395000,2025-12-06 15:50:00,395,85.83,83.60,86.35,0.00,0.00%,2,3,54.14%,"Jul 11, 2025",2025-07-11
MSFT250711C00400000,6/13/2025 1:44 PM,400,77.55,78.20,81.60,0.00,0.00%,2,20,50.98%,"Jul 11, 2025",2025-07-11
MSFT250711C00405000,6/17/2025 9:35 AM,405,72.78,73.35,76.40,-3.89,-5.07%,1,32,55.10%,"Jul 11, 2025",2025-07-11
MSFT250711C00410000,6/16/2025 2:39 PM,410,67.26,68.45,71.60,-2.94,-4.19%,1,4,52.92%,"Jul 11, 2025",2025-07-11
MSFT250711C00415000,6/16/2025 11:13 AM,415,66.39,63.50,66.60,0.00,0.00%,2,7,49.91%,"Jul 11, 2025",2025-07-11
MSFT250711C00420000,6/13/2025 10:27 AM,420,58.15,58.40,61.05,0.00,0.00%,3,34,44.82%,"Jul 11, 2025",2025-07-11
MSFT250711C00425000,6/16/2025 9:42 AM,425,55.34,53.85,57.00,0.00,0.00%,1,10,45.29%,"Jul 11, 2025",2025-07-11
MSFT250711C00430000,2025-12-06 11:50:00,430,49.80,48.85,51.90,0.00,0.00%,50,37,41.87%,"Jul 11, 2025",2025-07-11
MSFT250711C00435000,6/16/2025 1:59 PM,435,46.55,44.40,46.25,0.00,0.00%,2,104,36.66%,"Jul 11, 2025",2025-07-11
MSFT250711C00440000,6/13/2025 12:57 PM,440,39.98,39.20,42.05,0.00,0.00%,1,45,36.13%,"Jul 11, 2025",2025-07-11
MSFT250711C00445000,6/17/2025 12:09 PM,445,35.30,35.15,35.90,7.10,25.18%,1,25,29.50%,"Jul 11, 2025",2025-07-11
MSFT250711C00450000,6/16/2025 1:06 PM,450,32.50,30.35,31.25,0.00,0.00%,5,50,27.48%,"Jul 11, 2025",2025-07-11
MSFT250711C00455000,6/17/2025 10:35 AM,455,24.50,25.70,26.75,-4.19,-14.60%,6,49,25.67%,"Jul 11, 2025",2025-07-11
MSFT250711C00460000,6/17/2025 12:48 PM,460,22.22,22.10,22.30,-1.53,-6.44%,14,89,23.68%,"Jul 11, 2025",2025-07-11
MSFT250711C00465000,6/17/2025 12:48 PM,465,18.12,18.00,18.20,-0.63,-3.36%,52,312,22.16%,"Jul 11, 2025",2025-07-11
MSFT250711C00470000,6/17/2025 12:32 PM,470,14.45,14.30,14.50,-0.32,-2.17%,28,842,21.01%,"Jul 11, 2025",2025-07-11
MSFT250711C00475000,6/17/2025 12:16 PM,475,10.75,10.90,11.05,-0.40,-3.59%,139,363,19.73%,"Jul 11, 2025",2025-07-11
MSFT250711C00480000,6/17/2025 12:32 PM,480,8.00,8.00,8.10,0.37,4.85%,57,405,18.70%,"Jul 11, 2025",2025-07-11
MSFT250711C00485000,6/17/2025 11:57 AM,485,5.25,5.50,5.60,-0.55,-9.48%,67,362,17.70%,"Jul 11, 2025",2025-07-11
MSFT250711C00490000,6/17/2025 11:32 AM,490,3.50,3.65,3.75,-0.20,-5.41%,142,550,17.08%,"Jul 11, 2025",2025-07-11
MSFT250711C00495000,6/17/2025 11:32 AM,495,2.21,2.29,2.35,-0.23,-9.43%,32,650,16.49%,"Jul 11, 2025",2025-07-11
MSFT250711C00500000,6/17/2025 12:05 PM,500,1.30,1.39,1.43,-0.17,-11.56%,19,522,16.14%,"Jul 11, 2025",2025-07-11
MSFT250711C00505000,6/17/2025 12:31 PM,505,0.78,0.79,0.84,-0.11,-12.36%,16,384,15.93%,"Jul 11, 2025",2025-07-11
MSFT250711C00510000,6/17/2025 12:18 PM,510,0.44,0.45,0.49,-0.16,-26.67%,6,878,15.89%,"Jul 11, 2025",2025-07-11
MSFT250711C00515000,6/17/2025 9:39 AM,515,0.27,0.26,0.29,-0.04,-12.90%,4,43,16.02%,"Jul 11, 2025",2025-07-11
MSFT250711C00520000,6/17/2025 10:23 AM,520,0.17,0.15,0.19,-0.03,-15.00%,3,105,16.46%,"Jul 11, 2025",2025-07-11
MSFT250711C00525000,6/17/2025 11:07 AM,525,0.12,0.09,0.12,-0.02,-14.29%,23,13,16.80%,"Jul 11, 2025",2025-07-11
MSFT250711C00530000,6/17/2025 9:43 AM,530,0.09,0.06,0.09,-0.07,-43.75%,1,17,17.53%,"Jul 11, 2025",2025-07-11
MSFT250711C00535000,6/13/2025 9:30 AM,535,0.12,0.04,0.07,0.00,0.00%,1,4,18.26%,"Jul 11, 2025",2025-07-11
MSFT250711C00540000,6/16/2025 11:59 AM,540,0.04,0.02,0.05,0.00,0.00%,7,8,18.85%,"Jul 11, 2025",2025-07-11
MSFT250711C00550000,6/16/2025 10:31 AM,550,0.01,0.01,0.04,0.00,0.00%,1,2,20.80%,"Jul 11, 2025",2025-07-11
MSFT250711C00555000,2025-04-06 14:11:00,555,0.04,0.00,0.03,0.00,0.00%,-,1,21.29%,"Jul 11, 2025",2025-07-11
MSFT250711C00560000,2025-11-06 12:11:00,560,0.04,0.00,0.03,0.00,0.00%,-,1,22.46%,"Jul 11, 2025",2025-07-11
MSFT250711C00580000,2025-09-06 13:42:00,580,0.03,0.00,0.02,0.00,0.00%,1,1,25.78%,"Jul 11, 2025",2025-07-11
MSFT250711C00600000,2025-09-06 13:26:00,600,0.01,0.00,0.02,0.00,0.00%,1,1,29.69%,"Jul 11, 2025",2025-07-11
Puts,,,,,,,,,,,"Jul 11, 2025",2025-07-11
In The Money,,,,,,,,,,,"Jul 11, 2025",2025-07-11
Contract Name,Last Trade Date (EDT),Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,"Jul 11, 2025",2025-07-11
MSFT250711P00305000,2025-10-06 14:00:00,305,0.05,0.01,0.04,0.00,0.00%,-,1,57.81%,"Jul 11, 2025",2025-07-11
MSFT250711P00310000,2025-10-06 14:57:00,310,0.05,0.02,0.04,0.00,0.00%,-,2,56.64%,"Jul 11, 2025",2025-07-11
MSFT250711P00340000,2025-11-06 10:14:00,340,0.10,0.06,0.09,0.00,0.00%,1,32,50.78%,"Jul 11, 2025",2025-07-11
MSFT250711P00345000,2025-11-06 11:41:00,345,0.11,0.07,0.10,0.00,0.00%,5,5,49.32%,"Jul 11, 2025",2025-07-11
MSFT250711P00350000,6/17/2025 12:35 PM,350,0.08,0.09,0.11,-0.05,-38.46%,20,2.873,47.85%,"Jul 11, 2025",2025-07-11
MSFT250711P00360000,6/13/2025 12:18 PM,360,0.17,0.11,0.14,0.00,0.00%,1,13,45.22%,"Jul 11, 2025",2025-07-11
MSFT250711P00365000,6/16/2025 9:56 AM,365,0.15,0.13,0.15,0.00,0.00%,1,12,43.65%,"Jul 11, 2025",2025-07-11
MSFT250711P00370000,2025-11-06 10:37:00,370,0.21,0.15,0.17,0.00,0.00%,4,25,42.33%,"Jul 11, 2025",2025-07-11
MSFT250711P00375000,2025-12-06 09:48:00,375,0.23,0.17,0.20,0.00,0.00%,5,42,41.21%,"Jul 11, 2025",2025-07-11
MSFT250711P00380000,6/16/2025 11:45 AM,380,0.21,0.20,0.23,0.00,0.00%,8,67,39.99%,"Jul 11, 2025",2025-07-11
MSFT250711P00385000,6/16/2025 11:30 AM,385,0.24,0.23,0.26,0.00,0.00%,16,27,38.62%,"Jul 11, 2025",2025-07-11
MSFT250711P00390000,6/13/2025 3:58 PM,390,0.47,0.26,0.29,0.00,0.00%,11,66,37.21%,"Jul 11, 2025",2025-07-11
MSFT250711P00395000,6/13/2025 11:40 AM,395,0.43,0.31,0.34,0.00,0.00%,1,39,36.04%,"Jul 11, 2025",2025-07-11
MSFT250711P00400000,6/17/2025 12:28 PM,400,0.35,0.36,0.39,-0.03,-7.89%,21,792,34.74%,"Jul 11, 2025",2025-07-11
MSFT250711P00405000,6/17/2025 10:54 AM,405,0.44,0.41,0.44,-0.16,-26.67%,19,99,33.33%,"Jul 11, 2025",2025-07-11
MSFT250711P00410000,6/17/2025 11:36 AM,410,0.48,0.46,0.50,-0.30,-38.46%,2,60,31.93%,"Jul 11, 2025",2025-07-11
MSFT250711P00415000,6/17/2025 11:36 AM,415,0.55,0.54,0.58,-0.32,-36.78%,1,173,30.62%,"Jul 11, 2025",2025-07-11
MSFT250711P00420000,6/17/2025 10:49 AM,420,0.67,0.62,0.65,0.06,9.84%,6,79,29.09%,"Jul 11, 2025",2025-07-11
MSFT250711P00425000,6/17/2025 9:52 AM,425,0.85,0.72,0.75,0.12,16.44%,10,334,27.69%,"Jul 11, 2025",2025-07-11
MSFT250711P00430000,6/17/2025 11:35 AM,430,0.87,0.84,0.88,0.01,1.16%,7,629,26.33%,"Jul 11, 2025",2025-07-11
MSFT250711P00435000,6/17/2025 10:24 AM,435,1.06,1.00,1.04,0.05,4.95%,209,95,24.99%,"Jul 11, 2025",2025-07-11
MSFT250711P00440000,6/17/2025 11:35 AM,440,1.22,1.20,1.25,0.09,7.96%,213,224,23.68%,"Jul 11, 2025",2025-07-11
MSFT250711P00445000,6/17/2025 12:48 PM,445,1.48,1.47,1.52,0.08,5.71%,12,249,22.40%,"Jul 11, 2025",2025-07-11
MSFT250711P00450000,6/17/2025 12:47 PM,450,1.82,1.80,1.85,0.10,5.81%,51,573,21.06%,"Jul 11, 2025",2025-07-11
MSFT250711P00455000,6/17/2025 12:36 PM,455,2.16,2.30,2.36,-0.03,-1.37%,39,404,19.97%,"Jul 11, 2025",2025-07-11
MSFT250711P00460000,6/17/2025 12:44 PM,460,2.84,2.94,3.05,0.05,1.79%,47,489,18.93%,"Jul 11, 2025",2025-07-11
MSFT250711P00465000,6/17/2025 11:14 AM,465,3.99,3.85,3.95,0.52,14.99%,25,466,17.87%,"Jul 11, 2025",2025-07-11
MSFT250711P00470000,6/17/2025 12:44 PM,470,4.90,5.05,5.15,0.20,4.26%,17,313,16.84%,"Jul 11, 2025",2025-07-11
MSFT250711P00475000,6/17/2025 12:40 PM,475,6.33,6.60,6.80,0.03,0.48%,12,259,15.97%,"Jul 11, 2025",2025-07-11
MSFT250711P00480000,6/17/2025 12:44 PM,480,8.44,8.65,8.80,0.44,5.50%,94,67,14.86%,"Jul 11, 2025",2025-07-11
MSFT250711P00485000,6/17/2025 12:34 PM,485,10.95,11.20,11.40,0.15,1.39%,63,81,13.82%,"Jul 11, 2025",2025-07-11
MSFT250711P00490000,6/17/2025 11:16 AM,490,15.50,14.55,14.80,-0.63,-3.91%,1,17,13.25%,"Jul 11, 2025",2025-07-11
MSFT250711P00495000,6/13/2025 12:13 PM,495,18.75,18.20,18.50,0.00,0.00%,6,12,11.81%,"Jul 11, 2025",2025-07-11
MSFT250711P00500000,6/17/2025 9:42 AM,500,25.00,22.35,23.40,4.10,19.62%,1,3,13.61%,"Jul 11, 2025",2025-07-11
MSFT250711P00505000,6/16/2025 1:57 PM,505,26.29,25.20,28.45,0.00,0.00%,5,11,15.94%,"Jul 11, 2025",2025-07-11
MSFT250711P00510000,6/17/2025 9:42 AM,510,35.00,30.80,32.95,5.20,17.45%,115,115,14.80%,"Jul 11, 2025",2025-07-11
MSFT250718C00180000,2025-08-05 11:31:00,180,260.80,290.05,293.20,0.00,0.00%,2,1,0.00%,"Jul 18, 2025",2025-07-18
MSFT250718C00185000,2025-03-06 09:30:00,185,278.55,292.00,295.05,0.00,0.00%,-,1,168.60%,"Jul 18, 2025",2025-07-18
MSFT250718C00190000,2025-08-05 11:29:00,190,250.95,279.85,283.30,0.00,0.00%,1,2,0.00%,"Jul 18, 2025",2025-07-18
MSFT250718C00195000,2025-08-05 11:29:00,195,246.00,275.20,278.30,0.00,0.00%,-,1,0.00%,"Jul 18, 2025",2025-07-18
MSFT250718C00200000,2025-03-06 09:30:00,200,264.17,277.00,280.10,0.00,0.00%,1,3,156.27%,"Jul 18, 2025",2025-07-18
MSFT250718C00220000,5/14/2025 2:34 PM,220,233.50,253.90,257.70,0.00,0.00%,7,11,125.05%,"Jul 18, 2025",2025-07-18
MSFT250718C00230000,6/16/2025 9:34 AM,230,247.07,247.45,250.10,-1.07,-0.43%,1,28,136.52%,"Jul 18, 2025",2025-07-18
MSFT250718C00235000,5/23/2025 12:09 PM,235,217.85,242.40,245.25,0.00,0.00%,1,1,133.59%,"Jul 18, 2025",2025-07-18
MSFT250718C00240000,6/16/2025 2:17 PM,240,239.70,237.45,240.30,0.00,0.00%,1,92,130.69%,"Jul 18, 2025",2025-07-18
MSFT250718C00250000,2025-12-06 15:17:00,250,231.12,227.35,230.35,0.00,0.00%,6,31,123.51%,"Jul 18, 2025",2025-07-18
MSFT250718C00255000,2025-02-06 11:03:00,255,207.40,222.40,225.35,0.00,0.00%,1,1,120.48%,"Jul 18, 2025",2025-07-18
MSFT250718C00260000,2025-12-06 11:03:00,260,218.56,217.25,220.40,0.00,0.00%,1,9,116.63%,"Jul 18, 2025",2025-07-18
MSFT250718C00265000,5/27/2025 1:41 PM,265,195.95,212.45,215.35,0.00,0.00%,-,7,114.26%,"Jul 18, 2025",2025-07-18
MSFT250718C00270000,6/16/2025 11:13 AM,270,210.50,207.70,210.10,0.00,0.00%,1,106,111.08%,"Jul 18, 2025",2025-07-18
MSFT250718C00275000,2025-02-06 12:45:00,275,187.62,202.45,205.40,0.00,0.00%,3,10,108.25%,"Jul 18, 2025",2025-07-18
MSFT250718C00280000,5/30/2025 12:28 PM,280,178.70,197.35,200.45,0.00,0.00%,11,25,104.93%,"Jul 18, 2025",2025-07-18
MSFT250718C00285000,5/27/2025 10:48 AM,285,174.68,192.45,195.50,0.00,0.00%,1,1,102.66%,"Jul 18, 2025",2025-07-18
MSFT250718C00290000,2025-02-06 13:15:00,290,173.45,187.65,190.70,0.00,0.00%,1,104,101.54%,"Jul 18, 2025",2025-07-18
MSFT250718C00300000,6/16/2025 1:30 PM,300,181.46,177.60,180.10,0.00,0.00%,1,368,92.70%,"Jul 18, 2025",2025-07-18
MSFT250718C00305000,4/24/2025 1:28 PM,305,84.70,146.75,149.55,0.00,0.00%,-,1,0.00%,"Jul 18, 2025",2025-07-18
MSFT250718C00310000,6/16/2025 10:26 AM,310,171.50,167.60,170.65,0.00,0.00%,1,86,89.48%,"Jul 18, 2025",2025-07-18
MSFT250718C00315000,5/30/2025 2:18 PM,315,145.95,162.60,165.70,0.00,0.00%,2,2,86.88%,"Jul 18, 2025",2025-07-18
MSFT250718C00320000,6/13/2025 10:08 AM,320,159.54,157.95,160.55,0.00,0.00%,1,81,84.89%,"Jul 18, 2025",2025-07-18
MSFT250718C00325000,6/13/2025 12:15 PM,325,154.72,152.45,155.10,0.00,0.00%,1,115,78.36%,"Jul 18, 2025",2025-07-18
MSFT250718C00330000,6/16/2025 12:05 PM,330,147.06,147.75,150.75,-4.39,-2.90%,1,43,79.42%,"Jul 18, 2025",2025-07-18
MSFT250718C00335000,2025-02-06 15:53:00,335,128.64,143.10,144.80,0.00,0.00%,3,107,74.52%,"Jul 18, 2025",2025-07-18
MSFT250718C00340000,2025-12-06 12:52:00,340,140.47,138.15,139.75,0.00,0.00%,1,112,71.92%,"Jul 18, 2025",2025-07-18
MSFT250718C00345000,2025-05-06 09:48:00,345,121.80,133.10,135.35,0.00,0.00%,1,450,71.29%,"Jul 18, 2025",2025-07-18
MSFT250718C00350000,6/13/2025 12:43 PM,350,128.10,128.25,130.05,0.00,0.00%,6,3.339,68.19%,"Jul 18, 2025",2025-07-18
MSFT250718C00355000,2025-06-06 15:19:00,355,117.90,122.85,125.40,0.00,0.00%,3,199,65.48%,"Jul 18, 2025",2025-07-18
MSFT250718C00360000,2025-12-06 11:15:00,360,119.97,117.80,120.30,0.00,0.00%,3,494,62.46%,"Jul 18, 2025",2025-07-18
MSFT250718C00365000,6/13/2025 10:34 AM,365,112.80,112.75,114.95,0.00,0.00%,1,746,58.68%,"Jul 18, 2025",2025-07-18
MSFT250718C00370000,6/16/2025 11:58 AM,370,110.97,108.15,110.20,0.00,0.00%,8,568,58.28%,"Jul 18, 2025",2025-07-18
MSFT250718C00375000,6/16/2025 3:29 PM,375,105.49,103.55,105.70,0.00,0.00%,1,830,58.29%,"Jul 18, 2025",2025-07-18
MSFT250718C00380000,6/16/2025 11:58 AM,380,101.05,98.60,100.65,0.00,0.00%,9,1.126,55.76%,"Jul 18, 2025",2025-07-18
MSFT250718C00385000,6/16/2025 3:32 PM,385,95.40,93.50,95.30,0.00,0.00%,3,537,52.11%,"Jul 18, 2025",2025-07-18
MSFT250718C00390000,6/17/2025 9:30 AM,390,87.25,88.25,90.35,-3.90,-4.28%,1,1.237,54.07%,"Jul 18, 2025",2025-07-18
MSFT250718C00395000,6/16/2025 3:20 PM,395,85.39,83.85,85.45,0.00,0.00%,10,1.267,51.90%,"Jul 18, 2025",2025-07-18
MSFT250718C00400000,6/17/2025 11:59 AM,400,79.78,78.70,80.10,-1.85,-2.27%,3,2.02,47.87%,"Jul 18, 2025",2025-07-18
MSFT250718C00405000,6/17/2025 10:59 AM,405,73.30,73.35,76.10,0.92,1.27%,3,938,49.16%,"Jul 18, 2025",2025-07-18
MSFT250718C00410000,6/17/2025 11:43 AM,410,70.26,69.05,70.60,-0.36,-0.51%,4,2.501,44.70%,"Jul 18, 2025",2025-07-18
MSFT250718C00415000,6/17/2025 10:35 AM,415,64.80,64.15,65.60,-1.25,-1.89%,5,2.429,42.10%,"Jul 18, 2025",2025-07-18
MSFT250718C00420000,6/17/2025 9:57 AM,420,57.60,59.40,60.95,-3.40,-5.57%,76,8.435,40.69%,"Jul 18, 2025",2025-07-18
MSFT250718C00425000,6/17/2025 10:35 AM,425,55.26,54.90,55.95,-1.16,-2.06%,23,2.122,38.04%,"Jul 18, 2025",2025-07-18
MSFT250718C00430000,6/17/2025 12:50 PM,430,50.50,50.20,50.80,-1.00,-1.94%,35,5.21,34.92%,"Jul 18, 2025",2025-07-18
MSFT250718C00435000,6/17/2025 11:30 AM,435,45.03,45.10,46.75,-1.40,-3.02%,3,4.686,34.97%,"Jul 18, 2025",2025-07-18
MSFT250718C00440000,6/17/2025 10:56 AM,440,39.82,40.75,41.30,-2.18,-5.19%,32,4.145,30.98%,"Jul 18, 2025",2025-07-18
MSFT250718C00445000,6/17/2025 11:08 AM,445,35.47,35.85,36.60,-2.27,-6.01%,23,1.844,28.97%,"Jul 18, 2025",2025-07-18
MSFT250718C00450000,6/17/2025 12:35 PM,450,32.70,31.70,32.00,0.01,0.03%,1.258,7.302,27.08%,"Jul 18, 2025",2025-07-18
MSFT250718C00455000,6/17/2025 12:35 PM,455,28.28,27.35,27.75,-0.19,-0.67%,18,2.526,25.78%,"Jul 18, 2025",2025-07-18
MSFT250718C00460000,6/17/2025 12:43 PM,460,24.00,23.20,23.60,-0.28,-1.15%,146,2.935,24.38%,"Jul 18, 2025",2025-07-18
MSFT250718C00465000,6/17/2025 12:40 PM,465,20.10,19.25,19.60,0.03,0.15%,68,3.315,22.96%,"Jul 18, 2025",2025-07-18
MSFT250718C00470000,6/17/2025 12:51 PM,470,15.91,15.65,15.85,-0.50,-3.05%,299,8.043,21.60%,"Jul 18, 2025",2025-07-18
MSFT250718C00475000,6/17/2025 12:53 PM,475,12.45,12.35,12.50,-0.70,-5.32%,465,5.431,20.49%,"Jul 18, 2025",2025-07-18
MSFT250718C00480000,6/17/2025 12:50 PM,480,9.50,9.45,9.60,-0.35,-3.55%,1.735,8.488,19.60%,"Jul 18, 2025",2025-07-18
MSFT250718C00485000,6/17/2025 12:42 PM,485,7.10,6.90,7.05,-0.30,-4.05%,1.728,4.848,18.67%,"Jul 18, 2025",2025-07-18
MSFT250718C00490000,6/17/2025 12:51 PM,490,5.01,4.95,5.05,-0.30,-5.65%,662,4.275,18.03%,"Jul 18, 2025",2025-07-18
MSFT250718C00495000,6/17/2025 12:33 PM,495,3.39,3.40,3.50,-0.11,-3.14%,199,2.819,17.53%,"Jul 18, 2025",2025-07-18
MSFT250718C00500000,6/17/2025 12:53 PM,500,2.22,2.23,2.28,-0.13,-5.53%,400,10.458,16.96%,"Jul 18, 2025",2025-07-18
MSFT250718C00505000,6/17/2025 12:51 PM,505,1.45,1.43,1.48,-0.02,-1.36%,116,1.548,16.68%,"Jul 18, 2025",2025-07-18
MSFT250718C00510000,6/17/2025 12:33 PM,510,0.92,0.92,0.95,-0.07,-7.07%,111,14.192,16.55%,"Jul 18, 2025",2025-07-18
MSFT250718C00515000,6/17/2025 11:49 AM,515,0.57,0.59,0.62,-0.07,-10.94%,116,1.144,16.61%,"Jul 18, 2025",2025-07-18
MSFT250718C00520000,6/17/2025 11:49 AM,520,0.37,0.38,0.41,-0.04,-9.76%,18,825,16.79%,"Jul 18, 2025",2025-07-18
MSFT250718C00525000,6/17/2025 12:36 PM,525,0.25,0.26,0.28,-0.03,-10.71%,19,822,17.08%,"Jul 18, 2025",2025-07-18
MSFT250718C00530000,6/17/2025 10:08 AM,530,0.15,0.17,0.19,-0.05,-25.00%,102,82,17.36%,"Jul 18, 2025",2025-07-18
MSFT250718C00535000,6/17/2025 11:45 AM,535,0.13,0.12,0.14,-0.02,-13.33%,4,678,17.85%,"Jul 18, 2025",2025-07-18
MSFT250718C00540000,6/17/2025 12:37 PM,540,0.08,0.09,0.10,-0.03,-27.27%,51,524,18.21%,"Jul 18, 2025",2025-07-18
MSFT250718C00560000,6/16/2025 11:47 AM,560,0.05,0.02,0.05,0.00,0.00%,3,1.431,21.00%,"Jul 18, 2025",2025-07-18
MSFT250718C00580000,6/17/2025 10:20 AM,580,0.02,0.00,0.03,0.00,0.00%,10,198,23.83%,"Jul 18, 2025",2025-07-18
MSFT250718C00600000,6/16/2025 1:42 PM,600,0.01,0.00,0.01,0.00,0.00%,6,740,25.00%,"Jul 18, 2025",2025-07-18
MSFT250718C00620000,5/20/2025 2:27 PM,620,0.02,0.00,0.02,0.00,0.00%,2,207,29.69%,"Jul 18, 2025",2025-07-18
MSFT250718C00640000,6/16/2025 12:46 PM,640,0.01,0.00,0.01,0.00,0.00%,1,84,31.25%,"Jul 18, 2025",2025-07-18
MSFT250718C00660000,2025-11-06 10:39:00,660,0.01,0.00,0.01,0.00,0.00%,1,309,34.38%,"Jul 18, 2025",2025-07-18
Puts,,,,,,,,,,,"Jul 18, 2025",2025-07-18
In The Money,,,,,,,,,,,"Jul 18, 2025",2025-07-18
Contract Name,Last Trade Date (EDT),Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,"Jul 18, 2025",2025-07-18
MSFT250718P00180000,2025-08-05 13:12:00,180,0.03,0.00,0.02,0.00,0.00%,2,51,98.44%,"Jul 18, 2025",2025-07-18
MSFT250718P00185000,2025-01-05 14:38:00,185,0.05,0.00,0.10,0.00,0.00%,2,20,109.77%,"Jul 18, 2025",2025-07-18
MSFT250718P00190000,4/15/2025 10:11 AM,190,0.18,0.00,0.00,0.00,0.00%,-,0,50.00%,"Jul 18, 2025",2025-07-18
MSFT250718P00195000,2025-02-05 15:59:00,195,0.05,0.00,0.51,0.00,0.00%,10,10,123.24%,"Jul 18, 2025",2025-07-18
MSFT250718P00200000,2025-09-06 12:57:00,200,0.01,0.00,0.02,0.00,0.00%,1,238,89.06%,"Jul 18, 2025",2025-07-18
MSFT250718P00205000,2025-05-05 10:02:00,205,0.05,0.00,0.02,0.00,0.00%,2,5,85.94%,"Jul 18, 2025",2025-07-18
MSFT250718P00210000,2025-02-05 12:43:00,210,0.05,0.00,0.15,0.00,0.00%,20,39,99.61%,"Jul 18, 2025",2025-07-18
MSFT250718P00215000,2025-09-05 15:34:00,215,0.05,0.00,0.23,0.00,0.00%,198,185,101.17%,"Jul 18, 2025",2025-07-18
MSFT250718P00220000,2025-02-06 12:00:00,220,0.03,0.00,0.02,0.00,0.00%,10,456,79.69%,"Jul 18, 2025",2025-07-18
MSFT250718P00225000,5/19/2025 2:47 PM,225,0.03,0.00,0.02,0.00,0.00%,5,7,77.34%,"Jul 18, 2025",2025-07-18
MSFT250718P00230000,6/13/2025 12:17 PM,230,0.01,0.00,0.02,0.00,0.00%,2,147,75.00%,"Jul 18, 2025",2025-07-18
MSFT250718P00235000,2025-06-06 11:33:00,235,0.03,0.00,0.02,0.00,0.00%,125,131,73.44%,"Jul 18, 2025",2025-07-18
MSFT250718P00240000,2025-11-06 11:43:00,240,0.02,0.00,0.02,0.00,0.00%,15,114,71.09%,"Jul 18, 2025",2025-07-18
MSFT250718P00245000,2025-03-06 09:30:00,245,0.03,0.00,0.02,0.00,0.00%,4,4,68.75%,"Jul 18, 2025",2025-07-18
MSFT250718P00250000,6/13/2025 2:50 PM,250,0.03,0.00,0.03,0.00,0.00%,10,390,68.75%,"Jul 18, 2025",2025-07-18
MSFT250718P00255000,2025-05-06 10:13:00,255,0.04,0.00,0.03,0.00,0.00%,5,33,67.19%,"Jul 18, 2025",2025-07-18
MSFT250718P00260000,2025-12-06 11:38:00,260,0.02,0.01,0.03,0.00,0.00%,55,270,66.41%,"Jul 18, 2025",2025-07-18
MSFT250718P00265000,6/16/2025 9:33 AM,265,0.04,0.01,0.03,0.00,0.00%,2,436,64.84%,"Jul 18, 2025",2025-07-18
MSFT250718P00270000,2025-12-06 13:53:00,270,0.02,0.01,0.04,0.00,0.00%,200,367,64.06%,"Jul 18, 2025",2025-07-18
MSFT250718P00275000,2025-09-06 13:55:00,275,0.06,0.02,0.04,0.00,0.00%,46,62,62.89%,"Jul 18, 2025",2025-07-18
MSFT250718P00280000,6/16/2025 10:20 AM,280,0.04,0.02,0.04,0.00,0.00%,2,459,60.94%,"Jul 18, 2025",2025-07-18
MSFT250718P00285000,6/16/2025 11:42 AM,285,0.04,0.03,0.05,0.00,0.00%,10,89,60.55%,"Jul 18, 2025",2025-07-18
