,contract_name,last_trade_date,strike,last_price,bid,ask,change,change,volume,open_interest,implied_volatility,expiry_sheet,expiry_date,option_type,dte,date,dte_bucket
629,META250627P00620000,2025-06-17 15:54:00,620,0.71,0.00,0.00,0.00,0.00%,121.0,0.0,0.125,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
630,META250627P00625000,2025-06-17 15:57:00,625,0.82,0.00,0.00,0.00,0.00%,88.0,0.0,0.125,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
631,META250627P00630000,2025-06-17 15:59:00,630,1.00,0.00,0.00,0.00,0.00%,85.0,0.0,0.125,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
632,META250627P00635000,2025-06-17 15:59:00,635,1.16,0.00,0.00,0.00,0.00%,195.0,0.0,0.125,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
633,META250627P00640000,2025-06-17 15:46:00,640,1.30,0.00,0.00,0.00,0.00%,351.0,0.0,0.125,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
634,META250627P00645000,2025-06-17 15:38:00,645,1.57,0.00,0.00,0.00,0.00%,36.0,0.0,0.125,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
635,META250627P00650000,2025-06-17 15:59:00,650,2.01,0.00,0.00,0.00,0.00%,455.0,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
636,META250627P00652500,2025-06-17 15:59:00,652.5,2.22,0.00,0.00,0.00,0.00%,,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
637,META250627P00655000,2025-06-17 15:57:00,655,2.39,0.00,0.00,0.00,0.00%,58.0,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
638,META250627P00657500,2025-06-17 15:48:00,657.5,2.47,0.00,0.00,0.00,0.00%,,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
639,META250627P00660000,2025-06-17 15:56:00,660,2.86,0.00,0.00,0.00,0.00%,338.0,0.0,0.0625,"Jun 27, 2025",2025-06-27,put,9,2025-06-17,short
