date,vw_ret_size1_bm1,vw_ret_size1_bm2,vw_ret_size1_bm3,vw_ret_size1_bm4,vw_ret_size1_bm5,vw_ret_size2_bm1,vw_ret_size2_bm2,vw_ret_size2_bm3,vw_ret_size2_bm4,vw_ret_size2_bm5,vw_ret_size3_bm1,vw_ret_size3_bm2,vw_ret_size3_bm3,vw_ret_size3_bm4,vw_ret_size3_bm5,vw_ret_size4_bm1,vw_ret_size4_bm2,vw_ret_size4_bm3,vw_ret_size4_bm4,vw_ret_size4_bm5,vw_ret_size5_bm1,vw_ret_size5_bm2,vw_ret_size5_bm3,vw_ret_size5_bm4,vw_ret_size5_bm5,ew_ret_size1_bm1,ew_ret_size1_bm2,ew_ret_size1_bm3,ew_ret_size1_bm4,ew_ret_size1_bm5,ew_ret_size2_bm1,ew_ret_size2_bm2,ew_ret_size2_bm3,ew_ret_size2_bm4,ew_ret_size2_bm5,ew_ret_size3_bm1,ew_ret_size3_bm2,ew_ret_size3_bm3,ew_ret_size3_bm4,ew_ret_size3_bm5,ew_ret_size4_bm1,ew_ret_size4_bm2,ew_ret_size4_bm3,ew_ret_size4_bm4,ew_ret_size4_bm5,ew_ret_size5_bm1,ew_ret_size5_bm2,ew_ret_size5_bm3,ew_ret_size5_bm4,ew_ret_size5_bm5,n_firms_size1_bm1,n_firms_size1_bm2,n_firms_size1_bm3,n_firms_size1_bm4,n_firms_size1_bm5,n_firms_size2_bm1,n_firms_size2_bm2,n_firms_size2_bm3,n_firms_size2_bm4,n_firms_size2_bm5,n_firms_size3_bm1,n_firms_size3_bm2,n_firms_size3_bm3,n_firms_size3_bm4,n_firms_size3_bm5,n_firms_size4_bm1,n_firms_size4_bm2,n_firms_size4_bm3,n_firms_size4_bm4,n_firms_size4_bm5,n_firms_size5_bm1,n_firms_size5_bm2,n_firms_size5_bm3,n_firms_size5_bm4,n_firms_size5_bm5,avg_mktcap_size1_bm1,avg_mktcap_size1_bm2,avg_mktcap_size1_bm3,avg_mktcap_size1_bm4,avg_mktcap_size1_bm5,avg_mktcap_size2_bm1,avg_mktcap_size2_bm2,avg_mktcap_size2_bm3,avg_mktcap_size2_bm4,avg_mktcap_size2_bm5,avg_mktcap_size3_bm1,avg_mktcap_size3_bm2,avg_mktcap_size3_bm3,avg_mktcap_size3_bm4,avg_mktcap_size3_bm5,avg_mktcap_size4_bm1,avg_mktcap_size4_bm2,avg_mktcap_size4_bm3,avg_mktcap_size4_bm4,avg_mktcap_size4_bm5,avg_mktcap_size5_bm1,avg_mktcap_size5_bm2,avg_mktcap_size5_bm3,avg_mktcap_size5_bm4,avg_mktcap_size5_bm5,index_level_size1_bm1,index_level_size1_bm2,index_level_size1_bm3,index_level_size1_bm4,index_level_size1_bm5,index_level_size2_bm1,index_level_size2_bm2,index_level_size2_bm3,index_level_size2_bm4,index_level_size2_bm5,index_level_size3_bm1,index_level_size3_bm2,index_level_size3_bm3,index_level_size3_bm4,index_level_size3_bm5,index_level_size4_bm1,index_level_size4_bm2,index_level_size4_bm3,index_level_size4_bm4,index_level_size4_bm5,index_level_size5_bm1,index_level_size5_bm2,index_level_size5_bm3,index_level_size5_bm4,index_level_size5_bm5,ps_level,ps_innov,ps_vwf
2019-09-30,-0.035549,0.000774,0.02739,0.054784,0.079524,-0.016157,0.020228,0.03855,0.055452,0.042482,-0.032363,0.012577,0.02734,0.063404,0.06416,-0.03242,0.030382,0.053268,0.061351,0.050446,0.004095,0.014975,0.029106,0.047123,0.053352,-0.033764,0.001146,0.002787,0.031277,0.056928,-0.007693,0.023965,0.039134,0.056985,0.052887,-0.027319,0.012393,0.02941,0.064098,0.062385,-0.024631,0.031934,0.052566,0.058993,0.045342,-0.000523,0.023115,0.030485,0.041285,0.048998,194,210,225,391,443,106,122,120,125,87,105,107,79,85,57,119,84,68,50,29,132,84,43,42,16,238.09,218.37,202.68,213.2,137.73,1240.61,1150.03,1193.91,1106.38,1112.84,3048.23,2978.42,3068.17,2752.03,2941.85,8476.28,7801.67,8234.45,7566.84,8134.73,85665.37,64956.55,39074.82,69755.45,53814.27,793.75461163,31215.169901,2157814.8136,24885317.38,69732248.13,77541.589099,3397139.1488,5821330.7948,13143480.314,33042620.613,335096.06757,4208659.4882,6644138.4097,10350058.757,10924141.388,719861.41599,1327903.1692,2753663.8622,6903752.9476,4450702.9742,515537.94876,403700.99584,998964.21756,254956.39206,1270629.8558,-0.04793511,-0.02237908,-0.05148881
2019-10-31,0.005759,0.002823,0.008955,0.011379,-0.005728,0.036255,0.045545,0.017423,0.027114,0.017889,0.03775,0.025955,0.016539,0.02682,0.003759,0.027947,0.015398,-0.002635,0.002693,-0.031988,0.030179,0.01771,0.028211,0.016768,0.036972,0.01837,-0.026882,-0.008073,-0.007,-0.028616,0.029804,0.043999,0.011201,0.025523,0.012587,0.048335,0.025272,0.014952,0.019315,-0.000157,0.026538,0.012455,0.000306,0.001807,-0.027112,0.022992,0.000243,0.024705,0.017285,0.018111,194,209,223,388,439,106,121,119,124,86,105,107,79,83,57,119,84,68,50,29,131,84,43,42,16,231.15,217.43,206.22,225.28,149.69,1228.65,1174.56,1229.47,1167.55,1163.93,2956.92,3010.59,3159.67,2902.98,3107.57,8206.14,8019.89,8637.61,7994.61,8788.82,86181.92,65976.56,40027.83,72982.97,56521.93,798.32584444,31303.290326,2177138.0452,25168487.406,69332821.813,80352.859412,3551861.8513,5922755.8413,13499852.639,33633720.053,347745.94412,4317895.2452,6754025.8148,10627647.333,10965205.235,739979.38299,1348350.2222,2746407.958,6922344.7542,4308333.8875,531096.36851,410850.54048,1027145.9971,259231.50085,1317607.5828,-0.06805359,0.00200058,0.00933833
2019-11-29,0.079407,0.059644,0.029983,0.034335,0.040045,0.080027,0.034777,0.029991,0.035495,0.017859,0.073532,0.030184,0.014266,0.051199,0.037436,0.07634,0.039873,0.029876,0.029897,0.038334,0.038716,0.045297,0.023238,0.029351,0.048864,0.064562,0.025928,0.022215,0.024021,0.017106,0.120161,0.042205,0.027912,0.031207,0.029324,0.074173,0.039553,0.017659,0.050242,0.037624,0.070337,0.037708,0.037169,0.032598,0.034546,0.041412,0.048315,0.02311,0.046171,0.027646,191,209,222,387,438,104,120,118,123,84,104,107,79,83,57,117,84,68,50,29,131,84,43,42,16,234.16,218.47,204.01,228.81,149.1,1267.39,1237.52,1262.38,1198.72,1193.48,3074.86,3080.71,3201.39,2977.79,3118.25,8484.29,8123.1,8600.95,7988.83,8478.01,88603.28,67028.82,41043.92,73669.36,57319.08,861.71850477,33170.343774,2242415.1752,26032647.421,72109254.663,86783.257692,3675384.9509,6100385.2117,13979029.908,34234384.659,373316.39888,4448226.5953,6850378.7471,11171772.249,11375698.658,796469.40908,1402112.9907,2828459.6421,7129302.0954,4473489.5587,551658.29551,429460.83741,1051014.8158,266840.20463,1381991.1597,-0.04574931,0.03869783,0.02373162
2019-12-31,0.038663,0.127668,0.02801,0.046331,0.070371,0.039634,0.020253,0.062798,0.026586,0.06965,0.002247,0.031671,0.043051,0.021084,0.033278,-0.00461,0.028185,0.037825,0.023494,0.0586,0.036703,0.016052,0.023031,0.030182,0.040296,0.045246,0.092025,0.039127,0.057383,0.080352,0.049735,0.028126,0.083354,0.035432,0.09239,0.002618,0.031341,0.045695,0.02739,0.043293,0.000645,0.029036,0.041021,0.029347,0.07034,0.025775,0.022668,0.026441,0.029268,0.021072,191,207,221,385,434,104,120,117,122,83,103,107,79,82,57,117,84,68,50,29,130,84,43,42,16,254.58,231.57,210.14,237.05,157.43,1370.39,1281.39,1301.79,1246.18,1214.03,3319.13,3184.04,3243.48,3155.39,3217.69,9134.61,8412.77,8798.22,8179.76,8754.77,92221.95,69922.26,41955.39,75199.42,59811.08,895.03512732,37405.135223,2305225.2243,27238766.009,77183655.023,90222.825328,3749822.5223,6483477.2022,14350676.397,36618809.551,374155.24083,4589106.3798,7145294.4025,11407317.895,11754259.158,792797.68511,1441631.5453,2935446.1281,7296797.9188,4735636.0468,571905.80994,436354.54277,1075220.738,274893.97568,1437679.8755,-0.01963106,0.02122218,0.00036564
2020-01-31,-0.013577,-0.031396,-0.045656,-0.059176,-0.09691,-0.02818,-0.022761,-0.054286,-0.064424,-0.091533,-0.009112,-0.011484,-0.026837,-0.05029,-0.085406,0.009897,-0.017351,-0.017415,-0.026244,-0.034065,0.024593,0.005051,-0.006035,-0.054542,-0.042417,0.000299,-0.003827,0.02389,-0.022269,-0.013232,-0.02675,-0.03094,-0.059186,-0.068493,-0.112668,-0.003708,-0.009539,-0.033062,-0.052159,-0.095365,0.008524,-0.02285,-0.022578,-0.025615,-0.031843,0.005437,-0.001615,-0.013595,-0.046547,-0.029686,191,207,219,383,425,104,119,115,120,82,103,106,79,82,57,117,84,68,48,29,130,84,43,41,16,269.03,268.0,218.84,249.94,173.88,1435.6,1322.65,1379.29,1287.41,1310.26,3335.28,3273.48,3379.27,3213.31,3317.4,9092.46,8633.66,9114.37,8350.14,9314.43,95465.82,70765.44,42708.81,79354.72,62032.7,882.88323539,36230.763598,2199977.8614,25626884.791,69703787.014,87680.34611,3664472.8119,6131515.1588,13426148.421,33266980.056,370745.93828,4536405.0822,6953536.1367,10833643.878,10750374.901,800644.0038,1416617.7964,2884325.3338,7105300.7542,4574316.6049,585970.68952,438558.56957,1068731.7808,259900.70846,1376697.8082,-0.04101522,-0.01470322,0.01899237
2020-02-28,-0.061051,-0.042495,-0.043463,-0.083709,-0.084809,-0.076341,-0.082683,-0.108628,-0.102497,-0.105944,-0.065167,-0.068037,-0.109794,-0.090455,-0.114647,-0.066645,-0.071083,-0.092988,-0.106689,-0.133551,-0.07027,-0.080365,-0.09063,-0.10853,-0.117278,-0.077165,-0.045947,-0.024144,-0.069815,-0.067954,-0.068024,-0.086121,-0.109852,-0.103571,-0.114539,-0.061452,-0.071544,-0.113018,-0.097,-0.119832,-0.073339,-0.075717,-0.08835,-0.113674,-0.126271,-0.070462,-0.082903,-0.098226,-0.112724,-0.062708,191,206,219,380,422,104,118,113,119,81,103,106,79,82,57,117,83,68,48,29,130,84,43,41,16,268.14,250.81,209.34,238.04,155.47,1403.18,1282.84,1287.25,1203.95,1191.02,3310.95,3235.07,3284.92,3051.72,3038.22,9189.15,8364.22,8949.4,8134.56,8983.92,97686.05,71017.79,42634.09,74597.11,58874.22,828.98233099,34691.137299,2104360.2237,23481683.892,63792278.541,80986.740808,3361483.2064,5465460.9302,12050008.486,29742543.121,346585.53772,4227761.6896,6190079.5901,9853686.6211,9517876.6694,747285.08416,1315920.3535,2616117.6896,6347243.322,3963412.048,544794.52917,403313.81012,971872.61955,231693.68457,1215241.4427,0.00591089,0.02405276,0.0418123
2020-03-31,-0.211591,-0.15167,-0.218593,-0.264964,-0.276923,-0.193604,-0.189229,-0.218229,-0.23572,-0.319728,-0.177776,-0.187323,-0.17807,-0.265273,-0.312687,-0.121003,-0.18541,-0.20182,-0.320833,-0.325184,-0.077815,-0.110252,-0.157538,-0.201525,-0.284596,-0.213359,-0.172441,-0.209266,-0.248682,-0.266897,-0.203744,-0.202687,-0.227682,-0.245915,-0.355793,-0.189832,-0.192857,-0.18825,-0.27573,-0.320359,-0.139076,-0.200141,-0.214438,-0.322363,-0.331716,-0.11985,-0.150934,-0.177895,-0.230139,-0.317633,190,205,218,377,420,104,117,113,119,81,103,106,79,82,57,117,83,68,48,29,130,84,43,41,16,254.75,241.93,200.46,215.51,143.24,1295.41,1182.67,1150.05,1080.34,1063.87,3105.68,3022.36,2919.28,2768.72,2686.98,8582.06,7674.2,8090.84,7236.33,7733.15,90622.54,65255.66,38722.25,65824.6,51209.54,653.57713059,29429.532505,1644361.8093,17259883.002,46126729.391,65307.38384,2725393.1007,4272738.8568,9209580.486,20233019.294,284970.94716,3435804.6866,5087812.1175,7239769.61,6541760.3673,656861.34713,1071935.5608,2088132.8175,4310838.2053,2674573.8646,502401.34288,358847.65593,818765.75081,185001.61479,869388.58906,-0.26017834,-0.16401914,-0.104604
2020-04-30,0.243388,0.180774,0.151869,0.108935,0.15782,0.193768,0.123242,0.125835,0.099268,0.259625,0.17211,0.135259,0.101968,0.151394,0.194908,0.166504,0.145001,0.116756,0.162651,0.174704,0.140904,0.135804,0.0982,0.105089,0.146389,0.264442,0.256563,0.182574,0.151355,0.20596,0.199644,0.213269,0.160595,0.113288,0.412707,0.194564,0.14683,0.128116,0.18765,0.29315,0.183042,0.153014,0.135249,0.24301,0.212962,0.139924,0.150875,0.120811,0.159501,0.196702,189,205,216,377,419,102,117,113,119,81,103,106,78,81,57,117,82,68,48,29,130,84,43,41,16,202.28,208.18,159.69,158.16,104.71,1045.31,968.21,894.37,820.44,718.51,2553.82,2457.25,2391.73,1998.47,1823.9,7531.6,6284.54,6435.84,4905.6,5218.34,83264.88,57782.65,32479.63,52446.26,36327.98,812.64996125,34749.626814,1894089.3929,19140088.356,53406449.823,77961.864992,3061275.9972,4810398.9509,10123797.122,25486016.928,334017.29688,3900528.1927,5606606.1435,8335827.2904,7816801.797,766231.38887,1227367.289,2331934.8528,5012000.3502,3141832.617,573191.7017,407580.603,899168.54754,204443.24949,996657.51523,0.01144722,-0.02408057,0.11786837
2020-05-29,0.122445,0.063917,0.062791,0.043916,0.041402,0.102704,0.07367,0.038045,0.015515,0.07167,0.122455,0.091912,0.051455,0.041924,0.016621,0.109105,0.091176,0.058418,0.034749,0.019194,0.056437,0.054962,0.036815,0.011631,0.038204,0.133555,0.087171,0.098743,0.053734,0.07343,0.105329,0.065449,0.052385,0.006015,0.071711,0.117422,0.098246,0.052394,0.034981,0.021892,0.10138,0.076033,0.059726,0.036877,0.015937,0.089,0.060165,0.02876,0.023512,0.06218,188,203,215,374,418,102,116,113,119,80,103,106,77,81,57,117,82,67,48,29,130,83,43,41,15,253.53,225.67,185.51,176.94,122.52,1252.87,1079.26,1007.24,903.76,915.3,3005.94,2793.66,2612.66,2295.94,2180.68,8798.93,7196.21,7109.13,5699.37,6096.33,94883.55,65882.88,36438.28,57674.27,41915.64,912.15488576,36970.718711,2013021.16,19980644.477,55617583.659,85968.860374,3286800.1999,4993410.579,10280867.834,27312599.762,374919.38497,4259033.54,5895094.0626,8685298.5137,7946724.8596,849831.06455,1339273.729,2468161.823,5186162.3504,3202136.9523,605540.92177,429982.0481,932271.43762,206821.12892,1034733.8189,-0.05594489,-0.06989159,0.07188623
2020-06-30,0.105839,0.021499,0.065852,0.044365,0.064664,0.056859,0.028131,0.037524,0.028691,0.031662,0.045876,0.012826,-0.002086,0.044262,0.002532,0.022476,0.008179,-0.007723,0.028018,0.018632,0.050971,-0.008925,-0.006609,-0.018582,0.020763,0.113377,0.088904,0.105567,0.079267,0.145415,0.060358,0.042922,0.041493,0.035315,0.06867,0.04669,0.01403,0.007504,0.043237,0.005504,0.023065,0.019627,-0.005013,0.0362,0.029576,0.018927,0.013724,0.00853,0.003216,0.019793,188,201,213,372,411,102,116,113,118,80,103,106,77,81,57,116,82,67,48,29,130,83,43,41,15,291.54,246.31,202.8,187.63,129.9,1389.45,1163.17,1045.84,916.91,977.81,3406.65,3062.65,2741.75,2382.38,2220.5,9775.62,7855.66,7496.15,5862.1,6218.58,99967.26,69481.72,37736.92,57978.87,43339.68,1008.6964467,37765.552192,2145582.6294,20867085.769,59214039.089,90856.963807,3379261.1764,5180783.3175,10575836.213,28177371.295,392119.18667,4313659.9041,5882796.8964,9069727.1965,7966845.967,868931.86756,1350227.6488,2449100.2092,5331468.2471,3261799.168,636405.94809,426144.45832,926110.05568,202977.9787,1056217.9972,-0.0151346,0.01935011,0.06207143
2020-07-31,0.003305,0.003411,0.035431,-0.007189,0.036474,0.007253,0.035269,0.034739,0.017917,0.028189,0.011045,0.037942,0.0261,0.043159,0.024369,0.060033,0.074488,0.060666,0.02586,0.024796,0.07725,0.053871,0.04407,0.017881,0.029427,0.005488,0.030141,0.109514,0.034169,0.049637,0.001874,0.024087,0.027711,0.01334,0.02,0.008228,0.039286,0.023307,0.044525,0.030404,0.05391,0.073601,0.062515,0.017828,0.025364,0.070143,0.051246,0.048969,0.018248,0.057419,189,156,188,351,472,111,157,121,155,85,105,121,96,78,43,138,95,62,47,32,157,75,49,31,12,192.36,179.89,193.6,168.06,110.25,1026.98,992.25,966.36,938.64,941.39,2714.3,2713.9,2764.08,2578.89,2440.11,7872.8,7290.18,7306.7,7267.96,7240.55,87031.24,76737.21,39296.63,73269.24,39848.68,1012.0301885,37894.370491,2221602.7675,20717072.289,61373811.95,91515.949365,3498444.3388,5360758.5492,10765323.471,28971663.215,396450.14309,4477328.7882,6036337.8954,9461167.5526,8160990.0364,921096.45436,1450803.4059,2597677.3225,5469340.016,3342678.7401,685568.30758,449101.28643,966923.72584,206607.42794,1087299.3242,0.03454603,0.07282782,0.00183782
2020-08-31,0.034207,0.062972,0.036371,0.05598,0.060695,0.079861,0.068322,0.046387,0.028829,0.091546,0.084196,0.055214,0.032182,0.055138,0.038112,0.042064,0.035349,0.048369,0.055634,0.038079,0.107972,0.063251,0.023828,0.026213,0.034865,0.023702,0.044516,0.026644,0.047036,0.037051,0.087532,0.074147,0.039545,0.037132,0.09015,0.084717,0.050397,0.028793,0.051804,0.045069,0.040965,0.033359,0.051583,0.058893,0.044181,0.054123,0.043716,0.020367,0.002169,0.036949,189,156,188,349,463,110,157,120,155,85,105,121,95,78,42,138,94,62,46,32,157,75,49,31,12,194.86,182.38,202.76,167.92,117.08,1035.08,1043.33,997.02,955.85,968.5,2749.49,2836.73,2837.55,2686.82,2557.14,8537.82,7872.57,7748.73,7513.16,7818.26,93591.76,80790.98,40932.65,74396.05,40883.23,1046.6487051,40280.654789,2302404.6818,21876813.996,65098895.467,98824.504597,3737465.0529,5609428.056,11075676.981,31623903.095,429829.65934,4724540.0199,6230599.3215,9982837.4091,8472021.6886,959841.45562,1502087.8555,2723324.3769,5773621.2785,3469964.6039,759590.48888,477507.3919,989963.58438,212023.22845,1125208.0152,0.00608406,-0.01228093,0.0434378
2020-09-30,-0.013465,-0.002415,-0.03998,-0.033895,-0.032791,0.0034,-0.047088,-0.051548,-0.067219,-0.051047,-0.031086,-0.011853,-0.044466,-0.030158,-0.071923,0.00853,-0.025094,-0.036757,-0.030538,-0.044538,-0.045521,-0.033897,-0.012328,-0.046749,-0.061158,-0.00344,0.01139,-0.034786,-0.032983,-0.017058,-0.011573,-0.052997,-0.054272,-0.066942,-0.059242,-0.030372,-0.010098,-0.047311,-0.041867,-0.067938,0.005232,-0.034293,-0.040408,-0.03982,-0.046939,-0.020604,-0.011562,-0.013973,-0.044559,-0.021509,188,156,187,347,457,109,157,120,155,85,105,121,95,78,42,138,94,62,45,31,157,75,49,31,12,204.78,196.52,211.26,177.16,125.82,1119.42,1119.03,1047.29,985.37,1055.9,2993.44,2996.06,2933.9,2821.43,2651.95,8922.25,8151.86,8141.6,7989.1,8193.3,103617.43,85830.09,41843.88,75759.33,42164.33,1032.5555803,40183.377008,2210354.5426,21135299.386,62964237.585,99160.507913,3561475.2985,5320273.2586,10331181.05,30009597.714,416467.97455,4668540.0471,5953549.4921,9681774.9985,7862688.4727,968028.90323,1464394.4629,2623223.1428,5597306.4319,3315419.3204,725013.17024,461321.32384,977759.31331,202111.35454,1056392.5434,-0.0995782,-0.12009975,-0.00457123
2020-10-30,-0.026753,-0.00808,-0.003994,0.03349,0.012594,-0.019808,0.033215,0.024549,0.055331,0.061753,0.030387,0.020769,0.029458,0.052122,0.074951,0.014058,0.015227,0.014827,0.01942,0.015225,-0.045742,0.00167,0.000112,-0.022802,0.009897,-0.02979,-0.016095,-0.010066,0.02302,0.019169,-0.028635,0.033925,0.029946,0.061972,0.066831,0.034602,0.031145,0.025272,0.068254,0.077376,0.019263,0.009723,0.018557,0.028925,0.013265,-0.021627,-0.010967,0.008823,0.000742,0.020398,188,155,184,345,455,109,157,120,155,85,104,121,95,78,42,138,94,62,45,31,157,75,49,31,12,204.27,197.76,206.48,172.06,124.07,1134.31,1068.84,991.27,916.84,1003.42,2915.25,2992.33,2801.04,2741.68,2404.53,8984.62,7957.77,7877.44,7750.87,7842.46,98826.43,82714.59,41223.68,72139.83,39566.59,1004.9316209,39858.695322,2201526.3866,21843120.562,63757209.194,97196.336572,3679769.7005,5450880.6468,10902815.629,31862780.402,429123.18689,4765500.9553,6128929.153,10186408.475,8452004.8364,981637.45356,1486692.7974,2662117.6723,5706006.1228,3365896.5795,691849.61781,462091.73045,977868.82235,197502.81144,1066847.6604,-0.04313361,0.03214371,0.04024594
2020-11-30,0.257599,0.212773,0.193629,0.201938,0.245285,0.21479,0.188601,0.184971,0.187217,0.190473,0.207555,0.176055,0.154627,0.163061,0.229242,0.135594,0.126834,0.168167,0.161393,0.203848,0.10728,0.095436,0.142612,0.160893,0.219975,0.230637,0.23776,0.237757,0.211172,0.262164,0.206307,0.204548,0.197866,0.193258,0.20798,0.213919,0.183066,0.162538,0.164935,0.240832,0.135548,0.129694,0.172917,0.177249,0.22127,0.130554,0.10718,0.127903,0.173423,0.179174,188,154,184,344,451,108,155,120,155,85,103,120,95,78,42,137,93,62,43,31,157,74,49,31,12,200.98,194.45,205.99,179.38,126.39,1104.44,1077.19,1012.33,968.32,1066.79,2979.87,3050.8,2892.69,2878.05,2594.6,9043.42,8056.83,8016.94,7893.31,7968.93,94289.32,83845.01,41119.48,70452.52,40733.41,1263.8010015,48339.549501,2627805.7393,26254076.642,79395896.251,118073.1377,4373777.9458,6459135.4909,12944008.062,37931779.773,518189.84995,5604491.226,7076627.0812,11847414.427,10389559.329,1114741.6024,1675255.9916,3109798.0149,6626915.5689,4052027.8654,766071.2448,506191.91683,1117324.6508,229279.63128,1301527.4745,0.05383279,0.0653928,0.02269255
2020-12-31,0.125156,0.075827,0.092049,0.081892,0.07451,0.115065,0.101686,0.090169,0.088138,0.07149,0.126449,0.088359,0.069077,0.086582,0.085675,0.068793,0.058211,0.045755,0.077554,0.044087,0.053001,0.018008,0.034491,0.032225,0.080557,0.140615,0.104009,0.13506,0.078504,0.097772,0.095204,0.101226,0.098884,0.088673,0.066272,0.129432,0.08896,0.066256,0.08228,0.0868,0.067697,0.059796,0.041068,0.077861,0.050336,0.041795,0.030362,0.031495,0.038113,0.055157,187,154,184,343,448,108,155,120,155,85,103,120,95,78,42,136,93,62,43,31,157,74,49,31,12,262.23,239.88,247.93,214.62,159.26,1346.07,1285.11,1197.06,1147.43,1275.89,3633.45,3613.18,3339.27,3394.21,3139.36,10275.58,9084.83,9407.09,9138.86,9610.27,104348.17,91644.63,46887.76,81106.17,49595.48,1421.9732796,52004.992521,2869692.6298,28404075.486,85311684.48,131659.22329,4818529.93,7041549.279,14084867.045,40643522.709,583714.43828,6099698.4662,7565459.25,12873187.263,11279684.825,1191428.0215,1772774.3181,3252086.8231,7140859.379,4230669.618,806673.78685,515307.42087,1155862.2954,236668.16739,1406374.6232,0.02486924,0.0127548,0.05047319
2021-01-29,0.165082,0.139268,0.084803,0.074994,0.412113,0.116677,0.051504,0.076428,0.040826,0.089893,0.024415,0.00942,0.025488,0.020231,0.043524,-0.002337,0.006644,-0.002058,0.023801,0.025944,-0.009351,-0.004262,-0.020906,0.008233,0.010958,0.22543,0.202832,0.146931,0.126179,0.286119,0.112617,0.056853,0.082151,0.052077,0.082058,0.017058,0.013986,0.029499,0.021468,0.046722,0.004163,0.020208,0.004759,0.037766,0.022735,-0.018249,-0.005163,-0.000679,0.011758,0.035972,187,153,184,341,444,107,155,120,155,85,103,120,95,78,42,135,93,62,42,31,157,74,49,31,12,304.03,266.8,278.06,235.13,175.22,1529.43,1431.43,1305.41,1247.44,1362.39,4120.31,3940.84,3556.98,3686.9,3413.79,11007.66,9615.73,9860.47,9701.68,9991.09,109650.04,93159.3,48494.51,83651.91,53550.05,1656.7154726,59247.62382,3113051.1739,30534210.723,120469738.71,147020.82649,5066703.4956,7579720.8073,14659895.827,44297090.896,597965.82629,6157157.6258,7758287.6754,13133624.715,11770621.827,1188643.6542,1784552.6307,3245394.0284,7310818.973,4340430.1105,799130.58027,513111.18064,1131697.8382,238616.65642,1421785.6763,0.10622412,0.06211251,-0.04726165
2021-02-26,0.083908,0.067546,0.102951,0.113238,-0.035383,0.040744,0.085121,0.096687,0.117318,0.08839,-0.000482,0.079959,0.083196,0.125659,0.138744,0.034688,0.05271,0.092253,0.121902,0.127692,-0.005854,0.033434,0.067355,0.084093,0.143346,0.091175,0.128811,0.124303,0.110922,0.12924,0.051624,0.074355,0.094196,0.12415,0.104681,0.021423,0.089016,0.076788,0.120016,0.139542,0.03161,0.046583,0.081123,0.124762,0.131126,0.019443,0.036358,0.064359,0.0714,0.126126,187,152,184,341,444,107,153,118,155,85,102,120,95,76,41,135,93,62,42,30,156,74,49,31,12,371.01,312.57,305.17,258.43,257.35,1710.8,1515.2,1391.28,1297.75,1483.34,4273.18,3980.38,3647.24,3725.29,3489.06,10973.22,9691.52,9837.32,10049.17,10065.01,109216.3,92598.31,47782.87,84181.97,53963.56,1795.7271544,63249.563818,3433542.9053,33991843.677,116207157.94,153011.04305,5497986.3638,8312581.273,16379765.485,48212510.76,597677.60677,6649477.7924,8403746.1768,14783982.863,13403724.982,1229875.3253,1878616.3999,3544791.3637,8202022.4275,4894668.3122,794452.46985,530266.53986,1207923.3461,258682.6469,1625592.9659,-0.02971228,-0.04761208,0.02121011
2021-03-31,-0.055244,-0.016914,0.022343,0.061173,0.117823,-0.048472,-0.002597,0.020638,0.048898,0.074557,-0.047836,0.025466,0.049203,0.063383,0.064521,-0.020006,0.041591,0.040771,0.052824,0.066474,0.01839,0.050128,0.059384,0.073919,0.061787,-0.028298,-0.016958,0.003605,0.047536,0.046716,-0.046094,0.008667,0.030478,0.060458,0.087232,-0.036464,0.028854,0.054444,0.064905,0.06859,-0.019813,0.042845,0.054214,0.075835,0.072781,0.020896,0.054405,0.063106,0.086884,0.085166,185,152,183,339,443,107,150,118,155,85,102,120,95,76,41,135,93,62,42,30,156,74,49,31,12,402.87,336.18,343.86,293.96,253.11,1795.23,1649.91,1525.11,1451.35,1627.33,4311.23,4327.09,3950.99,4150.22,3981.89,11426.93,10212.09,11120.27,11260.74,11222.79,108418.23,95751.32,50977.32,90558.24,61573.98,1696.5240035,62179.760696,3510258.5544,36071226.731,129899033.91,145594.29177,5483708.0932,8484136.3253,17180703.258,51807090.925,569087.10077,6818813.3939,8817235.7,15721036.049,14268546.721,1205270.4395,1956749.9346,3689316.0524,8635286.0602,5220036.4936,809062.45077,556847.74097,1279654.6661,277804.20948,1726033.4785,-0.07660492,-0.00933628,-0.07403031
2021-04-30,-0.027003,-0.022813,0.01635,0.007791,-0.010157,0.032352,0.014979,0.023613,0.007042,0.012305,0.028689,0.039992,0.039118,0.023112,0.029651,0.043696,0.031214,0.058012,0.032791,0.062121,0.059372,0.057761,0.04031,0.047877,0.045694,-0.037296,-0.038551,-0.002271,0.041468,-0.004251,0.028573,0.007849,0.024273,0.010148,0.018575,0.030768,0.038241,0.031454,0.015581,0.024906,0.037602,0.034177,0.053319,0.022259,0.060342,0.053291,0.037925,0.043219,0.043661,0.046004,185,152,182,338,441,107,150,118,155,85,102,118,95,76,41,135,93,62,42,30,156,74,49,31,12,387.99,342.34,371.57,315.88,285.75,1716.39,1702.46,1585.97,1523.94,1762.76,4132.3,4442.83,4141.93,4397.24,4237.27,11182.36,10620.13,11567.53,11826.94,12009.67,110177.62,100179.02,53982.4,96674.08,65496.9,1650.7127659,60761.253815,3567651.2818,36352257.658,128579649.42,150304.55829,5565848.5567,8684472.2364,17301689.77,52444577.179,585413.6406,7091511.3791,9162148.3261,16084380.634,14691623.4,1257935.9366,2017827.927,3903340.6553,8918445.7254,5544310.3806,857098.1066,589011.82333,1331237.5457,291104.64162,1804902.8523,-0.04638763,-0.02828946,0.00111433
