fold,start_date,end_date,accuracy,roc_auc
0,2016-04-30,2017-11-30,0.7,0.33333333333333337
1,2017-08-31,2019-03-31,0.7,0.40476190476190477
2,2018-12-31,2022-04-30,0.85,0.796875
3,2020-04-30,2023-08-31,0.65,0.8383838383838383
4,2023-05-31,2024-12-31,0.7,0.5476190476190477
