number,value,datetime_start,datetime_complete,duration,params_C,state
0,0.62866211522338,2025-07-06 20:37:00.258287,2025-07-06 20:37:00.413988,0 days 00:00:00.155701,1.124410038282502,COMPLETE
1,0.6316445083243503,2025-07-06 20:37:00.414905,2025-07-06 20:37:00.444841,0 days 00:00:00.029936,3.7483184949039923,COMPLETE
2,0.5731225296442687,2025-07-06 20:37:00.445395,2025-07-06 20:37:00.451132,0 days 00:00:00.005737,0.008426304902136519,COMPLETE
3,0.6302670978560307,2025-07-06 20:37:00.451489,2025-07-06 20:37:00.464190,0 days 00:00:00.012701,4.025478129827259,COMPLETE
4,0.6088274044795784,2025-07-06 20:37:00.464589,2025-07-06 20:37:00.470120,0 days 00:00:00.005531,0.06710093209249071,COMPLETE
5,0.6335609054976644,2025-07-06 20:37:00.470638,2025-07-06 20:37:00.483710,0 days 00:00:00.013072,7.5257893156181295,COMPLETE
6,0.5534315486884657,2025-07-06 20:37:00.484071,2025-07-06 20:37:00.489426,0 days 00:00:00.005355,0.0012132462288851746,COMPLETE
7,0.6146843933405198,2025-07-06 20:37:00.489774,2025-07-06 20:37:00.496471,0 days 00:00:00.006697,0.0935187198579509,COMPLETE
8,0.5671218109953288,2025-07-06 20:37:00.496870,2025-07-06 20:37:00.502115,0 days 00:00:00.005245,0.004744581301264877,COMPLETE
9,0.6359204695173074,2025-07-06 20:37:00.502448,2025-07-06 20:37:00.508556,0 days 00:00:00.006108,0.3302492001449421,COMPLETE
10,0.6359204695173074,2025-07-06 20:37:00.508841,2025-07-06 20:37:00.518071,0 days 00:00:00.009230,0.33632753652897024,COMPLETE
11,0.633093783686669,2025-07-06 20:37:00.518469,2025-07-06 20:37:00.526544,0 days 00:00:00.008075,0.37633408162542303,COMPLETE
12,0.6357887172116422,2025-07-06 20:37:00.526932,2025-07-06 20:37:00.535999,0 days 00:00:00.009067,0.40102816062066493,COMPLETE
13,0.6002515271289974,2025-07-06 20:37:00.536429,2025-07-06 20:37:00.545153,0 days 00:00:00.008724,0.0352214574131763,COMPLETE
14,0.6371661276799617,2025-07-06 20:37:00.545568,2025-07-06 20:37:00.554833,0 days 00:00:00.009265,0.4482011768421584,COMPLETE
15,0.631297161336687,2025-07-06 20:37:00.555203,2025-07-06 20:37:00.566769,0 days 00:00:00.011566,1.3273858290687364,COMPLETE
16,0.595903701042041,2025-07-06 20:37:00.567147,2025-07-06 20:37:00.574492,0 days 00:00:00.007345,0.03120316487772221,COMPLETE
17,0.631740328183016,2025-07-06 20:37:00.574834,2025-07-06 20:37:00.583239,0 days 00:00:00.008405,0.18791682025918932,COMPLETE
18,0.6299197508683675,2025-07-06 20:37:00.583596,2025-07-06 20:37:00.592545,0 days 00:00:00.008949,0.9663907878894046,COMPLETE
19,0.587267936279794,2025-07-06 20:37:00.592972,2025-07-06 20:37:00.600363,0 days 00:00:00.007391,0.01677616719192321,COMPLETE
20,0.6275362318840579,2025-07-06 20:37:00.600713,2025-07-06 20:37:00.608146,0 days 00:00:00.007433,0.16624930388370238,COMPLETE
21,0.6385435381482812,2025-07-06 20:37:00.608516,2025-07-06 20:37:00.617255,0 days 00:00:00.008739,0.44243928305621094,COMPLETE
22,0.6285423404000477,2025-07-06 20:37:00.617612,2025-07-06 20:37:00.626397,0 days 00:00:00.008785,0.7567928327427209,COMPLETE
23,0.6288058450113785,2025-07-06 20:37:00.626816,2025-07-06 20:37:00.638164,0 days 00:00:00.011348,2.3301166074788524,COMPLETE
24,0.631740328183016,2025-07-06 20:37:00.638521,2025-07-06 20:37:00.646445,0 days 00:00:00.007924,0.17989817936956376,COMPLETE
25,0.6302551203736975,2025-07-06 20:37:00.646822,2025-07-06 20:37:00.655470,0 days 00:00:00.008648,0.5636139848789709,COMPLETE
26,0.6259791591807402,2025-07-06 20:37:00.655781,2025-07-06 20:37:00.667201,0 days 00:00:00.011420,2.0556173721266364,COMPLETE
27,0.6331057611690023,2025-07-06 20:37:00.667575,2025-07-06 20:37:00.675186,0 days 00:00:00.007611,0.2061868925689066,COMPLETE
28,0.6047550604862858,2025-07-06 20:37:00.675529,2025-07-06 20:37:00.683506,0 days 00:00:00.007977,0.059484718900607254,COMPLETE
29,0.6285902503293808,2025-07-06 20:37:00.683875,2025-07-06 20:37:00.693653,0 days 00:00:00.009778,1.1996402198369325,COMPLETE
