,0
rsi_rsi_14,0.0011696786529721938
bollinger_bands_top_bollinger_bands_202may,0.00020221664260383932
bollinger_bands_median_bollinger_bands_202may,0.00038758989163362054
bollinger_bands_bottom_bollinger_bands_202may,0.001129301087028702
result_w_acc_dist_n,0.0008295069466349265
result_williams_r_14,0.010141293466674426
result_vol_roc_14,0.0018844811943893158
result_ultimate_71428,0.010992546272362217
result_ulcer_14,0.001382957459515199
result_twiggs_21,0.0008222630141618176
result_trix_14,0.0010893928917794181
tii_trend_int_149,0.000736850875758091
signal_trend_int_149,0.0018958577616890707
trend_supertrend_73,0.001345955916226708
k_stochastics_14y,0.00031395754334496203
d_stochastics_14y,0.0
k_stochastics_14n33,0.0010290751919332676
d_stochastics_14n33,0.0017356666180995337
starc_bands_top_starc_bands_15513y,0.0002657726302894023
starc_bands_median_starc_bands_15513y,0.0
starc_bands_bottom_starc_bands_15513y,0.0002269670222911698
result_std_dev_142ma,0.002252613333893995
rsi_rsi_142,0.0
rel_vol_rel_vol_1014,0.0008231925090902332
relvigsignal_rel_vig_10,0.0034236863053170655
rel_vig_10_hist,0.00862611565851947
ravi_vdma765_hist,0.0021074496828357376
over_rainbow_osc_210,0.0020783547315915718
under_rainbow_osc_210,0.0021443828498320075
rainbow_osc_210_hist,0.04574360667089377
result_qstick_8ma,0.0017840086667267475
kstsignal_pring_kst_10101510201030159,0.0011774341988906127
prime_bands_top_prime_number_bands_y,0.0
prime_bands_bottom_prime_number_bands_y,0.0
result_price_roc_14,0.0009285345876867637
result_price_osc_1226emapoints,0.0012932645866183647
index_pos_vol_255ma,0.00238487902226136
ma_pos_vol_255ma,0.0014644007595080305
result_psar_00202,0.001011030953623202
index_neg_vol_255ma,0.00181001772172074
ma_neg_vol_255ma,0.001335853633815963
ma_dev_12mapoints_hist,0.00866691701048137
result_momentum_14,0.0033670346607836722
result_mass_idx_2527,0.0006065520575760304
w_mfi_6_hist,0.0003583645655587871
macd_macd_12269,0.0017016408127559508
signal_macd_12269,0.0010054016125143025
macd_12269_hist,0.004568824764106711
conversion_line_ichimoku_clouds_9265226,0.0004960367357294188
result_hist_vol_102521,0.002741262510102631
gator_1388553_hist1,0.0034644059996457584
gator_1388553_hist2,0.0028489355551215476
fractal_high_fractal_chaos_bands_y,0.0004518277936016371
fractal_low_fractal_chaos_bands_y,0.0005215830599936193
elder_ray_13_hist1,0.0047025397782424275
elder_ray_13_hist2,0.01185665720358001
result_detrended_14ma,0.7270365996618198
result_cci_20,0.012183688552988726
result_chaikin_vol_142ma,0.004297439574951462
signal_cog_10,0.0011688392996616467
bandwidth_boll_bw_202ma,0.00172580916467181
bollinger_bands_top_bollinger_bands_202may2,0.000993699595758575
bollinger_bands_median_bollinger_bands_202may2,0.0009481738846650964
bollinger_bands_bottom_bollinger_bands_202may2,0.0018866383587489582
b_boll_b_202ma,0.02515017292060327
awesome_hist,0.00015178591512637782
atr_bands_top_atr_bands_53y,0.0009155047277281616
atr_bands_bottom_atr_bands_53y,0.0011001177979568881
aroon_oscillator_aroon_osc_14,0.0002572125092734258
result_w_acc_dist_n2,0.0017615737519169818
y_vol_5d,0.05509460321212156
