fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.8091743119266055,0.8746105274767696
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.8495412844036697,0.9051690741048205
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.8311926605504587,0.908608695652174
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.7963302752293578,0.9065472330306961
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.8091743119266055,0.9038853094580648
