CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.10739517897277828,0.03239453954262044,3.165813011471027,-0.04146662591477612,1775,0.11353159728410049,0.2038833377336496,23.36099557758078,1760
