fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.6055045871559633,0.6598198149596741
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.6495412844036698,0.6932661932661932
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.6495412844036698,0.7257755079982706
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.5724770642201835,0.7055564542219347
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.6128440366972477,0.6460568596481673
