fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.7853211009174312,0.8596933851710922
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.7963302752293578,0.9177735347833306
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.7981651376146789,0.8644492753623189
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.7908256880733945,0.9055204280155643
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.8568807339449541,0.9376481744902797
