CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.1269604968860354,0.03296613442407858,3.642987318322554,-0.02579711104416338,1793,0.11013119436063906,0.20310399650386143,22.74826159864145,1760
