date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
11/30/2019,META,"575,026,170,510","531,889,170,510",32.314,21.834,1.177,8.726,6.117,,
10/31/2019,META,"546,537,222,665","503,400,222,665",30.713,19.531,1.017,8.294,5.814,,
09/30/2019,META,"508,240,320,000","467,454,320,000",30.183,18.149,0.945,8.215,5.726,,
08/31/2019,META,"529,707,318,963","488,921,318,963",31.469,23.923,1.246,8.565,5.968,,
07/31/2019,META,"554,128,575,226","513,342,575,226",32.92,25.253,1.314,8.96,6.243,,
06/30/2019,META,"550,916,326,048","512,883,326,048",28.678,25.189,1.298,9.501,6.367,,
05/31/2019,META,"506,586,115,977","468,553,115,977",26.37,23.202,1.196,8.737,5.855,,
04/30/2019,META,"552,058,121,542","514,025,121,542",28.737,25.253,1.304,9.521,6.381,,
03/31/2019,META,"475,731,559,761","435,117,559,761",22.02,22.173,0.934,8.72,5.659,,
02/28/2019,META,"460,776,653,210","420,162,653,210",21.328,21.505,0.906,8.446,5.477,,
01/31/2019,META,"475,731,559,761","435,117,559,761",22.02,22.472,0.79,8.72,5.655,,
12/31/2018,META,"374,130,860,000","344,681,860,000",19.742,17.575,0.618,7.423,4.657,,
11/30/2018,META,"404,083,276,122","374,634,276,122",21.176,19.011,0.667,7.962,5.03,,
10/31/2018,META,"436,212,221,624","406,763,221,624",22.86,18.727,0.655,8.596,5.429,,
09/30/2018,META,"474,831,981,481","445,382,981,481",25.458,19.342,0.677,10.006,5.952,,
08/31/2018,META,"507,370,935,824","477,921,935,824",27.203,24.213,0.848,10.691,6.392,,
07/31/2018,META,"498,276,197,032","468,827,197,032",26.715,23.81,0.833,10.5,6.277,,
06/30/2018,META,"562,484,063,991","533,035,063,991",32.172,26.316,1.184,12.884,7.238,,
05/31/2018,META,"555,131,709,510","525,682,709,510",31.752,25.974,1.169,12.716,7.152,,
04/30/2018,META,"497,875,972,656","468,426,972,656",28.477,22.523,1.013,11.404,6.414,,
03/31/2018,META,"464,190,071,120","434,741,071,120",29.646,22.624,1.017,11.619,6.237,,
02/28/2018,META,"518,019,735,166","488,570,735,166",33.083,25.381,1.141,12.966,6.968,,
01/31/2018,META,"542,915,591,662","513,466,591,662",34.673,28.011,1.082,13.589,7.302,,
12/31/2017,META,"512,759,011,671","483,310,011,671",34.198,26.455,1.022,14.275,7.201,,
11/30/2017,META,"514,851,193,970","485,402,193,970",34.337,26.596,1.026,14.334,7.23,,
10/31/2017,META,"523,219,923,164","493,770,923,164",40.282,27.1,1.004,15.98,7.87,,
09/30/2017,META,"496,240,070,307","466,791,070,307",38.226,25.773,0.953,15.164,7.469,,
08/31/2017,META,"499,434,686,550","469,985,686,550",38.472,32.573,1.206,15.262,7.512,,
07/31/2017,META,"491,535,271,841","462,086,271,841",37.864,32.051,1.187,15.02,7.394,,
06/30/2017,META,"437,842,000,000","408,393,000,000",38.417,30.03,0.897,14.629,7.041,,
05/31/2017,META,"438,957,880,543","409,508,880,543",38.539,31.056,0.94,14.676,7.059,,
04/30/2017,META,"435,328,934,539","405,879,934,539",43.052,28.011,1.208,15.901,7.354,,
03/31/2017,META,"410,950,650,000","381,501,650,000",40.702,26.525,1.145,15.034,6.942,,
02/28/2017,META,"391,708,070,009","362,259,070,009",38.837,25.51,1.101,14.345,6.617,,
01/31/2017,META,"376,622,367,445","353,329,367,445",50.317,24.753,0.603,15.285,6.96,,
12/31/2016,META,"331,593,368,343","308,300,368,343",44.421,22.422,0.522,13.494,6.148,,
11/30/2016,META,"341,306,272,744","318,013,272,744",45.722,22.624,0.527,13.889,6.307,,
10/31/2016,META,"377,535,117,942","354,242,117,942",62.675,25.974,0.603,17.018,7.493,,
09/30/2016,META,"369,032,790,000","345,739,790,000",61.373,25.575,0.595,16.665,7.325,,
08/31/2016,META,"362,174,296,596","338,881,296,596",60.344,33.898,0.789,16.385,7.188,,
07/31/2016,META,"355,914,068,508","332,621,068,508",59.301,33.557,0.905,16.102,7.064,,
06/30/2016,META,"327,069,360,000","308,950,360,000",70.11,32.573,0.932,16.569,6.937,,
05/31/2016,META,"339,832,898,949","321,713,898,949",72.89,28.09,1.092,17.226,7.207,,
04/30/2016,META,"336,314,723,158","318,195,723,158",72.135,28.409,1.104,17.048,7.133,,
03/31/2016,META,"325,185,000,000","307,066,000,000",88.45,30.581,0.899,18.157,7.354,,
02/29/2016,META,"304,324,308,493","286,205,308,493",82.884,28.653,0.842,17.015,6.882,,
01/31/2016,META,"319,381,132,211","301,262,132,211",86.984,28.986,0.777,17.857,7.223,,
12/31/2015,META,"296,606,440,000","280,898,440,000",105.717,38.462,1.017,18.636,7.161,,
11/30/2015,META,"294,790,100,084","279,082,100,084",105.293,38.023,1.006,18.561,7.117,,
10/31/2015,META,"286,943,580,000","272,967,580,000",104.051,39.216,1.049,19.374,7.273,,
09/30/2015,META,"252,978,600,000","239,002,600,000",91.735,34.483,0.92,17.08,6.412,,
08/31/2015,META,"251,973,093,349","237,997,093,349",91.255,34.247,0.915,16.991,6.387,,
07/31/2015,META,"264,877,451,702","250,901,451,702",95.929,36.232,0.966,17.861,6.714,,
06/30/2015,META,"240,142,000,000","227,915,000,000",83.267,33.557,1.139,17.276,6.404,,
05/31/2015,META,"222,384,228,320","210,157,228,320",76.883,31.153,0.882,15.951,5.93,,
04/30/2015,META,"221,204,769,096","208,977,769,096",76.476,31.25,0.884,15.867,5.899,,
03/31/2015,META,"230,695,290,000","219,729,290,000",74.741,32.895,0.842,17.569,6.391,,
02/28/2015,META,"221,037,962,951","210,071,962,951",71.791,31.847,0.816,16.876,6.124,,
01/31/2015,META,"212,472,986,800","201,506,986,800",69.009,30.395,0.78,16.222,5.886,,
12/31/2014,META,"216,739,560,000","202,767,560,000",72.916,45.662,1.819,18.117,10.205,,
11/30/2014,META,"216,615,784,548","202,643,784,548",72.617,45.455,1.13,18.043,10.199,,
10/31/2014,META,"209,060,716,645","195,088,716,645",70.084,43.86,1.09,17.414,9.844,,
09/30/2014,META,"206,136,320,000","192,506,320,000",84.989,40.816,1.03,20.303,11.236,,
08/31/2014,META,"194,535,860,038","180,905,860,038",80.452,38.76,0.976,19.219,10.604,,
07/31/2014,META,"188,893,748,086","175,263,748,086",78.118,37.594,0.947,18.661,10.296,,
06/30/2014,META,"173,271,750,000","161,034,750,000",88.539,38.911,0.946,19.204,10.353,,
05/31/2014,META,"162,449,776,493","150,212,776,493",83.289,36.63,0.89,18.065,9.706,,
04/30/2014,META,"153,416,234,420","141,179,234,420",78.658,34.965,0.85,17.06,9.166,,
03/31/2014,META,"154,455,360,000","143,482,360,000",100.4,37.175,0.996,19.261,9.984,,
02/28/2014,META,"175,508,192,352","164,535,192,352",114.1,42.553,1.139,21.889,11.345,,
01/31/2014,META,"159,537,406,181","148,564,406,181",104.283,37.313,0.997,20.006,10.313,,
12/31/2013,META,"139,191,003,000","130,438,003,000",133.29,50.251,1.449,20.926,10.668,,
11/30/2013,META,"115,401,470,391","106,648,470,391",114.659,44.643,1.286,18.001,8.844,,
10/31/2013,META,"123,244,646,266","114,491,646,266",122.451,55.249,1.611,19.224,9.445,,
09/30/2013,META,"123,214,190,000","115,129,190,000",239.19,55.866,1.692,20.686,9.978,,
08/31/2013,META,"100,564,102,799","92,479,102,799",196.638,46.729,1.414,17.006,8.144,,
07/31/2013,META,"89,619,774,858","81,534,774,858",175.238,42.735,1.139,15.155,7.257,,
06/30/2013,META,"60,157,491,949","52,943,491,949","1,304.052",34.722,0.904,10.928,5.115,,
05/31/2013,META,"58,871,166,157","51,657,166,157","1,276.168",34.602,0.884,10.695,4.979,,
04/30/2013,META,"67,142,821,300","59,872,821,300","2,776.9",39.216,1.163,11.819,5.712,,
03/31/2013,META,"60,934,990,123","53,664,990,123","2,558",36.496,1.102,10.887,5.247,,
02/28/2013,META,"64,913,154,061","57,643,154,061","2,725",39.526,1.193,11.598,5.522,,
01/31/2013,META,"73,800,896,365","66,530,896,365","3,098.1",38.61,1.163,13.186,6.278,,
12/31/2012,META,"63,141,928,400","55,871,928,400","2,661.97",44.843,1.466,11.33,5.371,,
11/30/2012,META,"60,659,964,624","51,109,964,624",312.619,47.17,1.547,13.085,4.28,,
10/31/2012,META,"45,733,280,471","36,183,280,471",235.692,34.602,1.12,9.865,3.227,,
09/30/2012,META,"46,403,681,608","36,921,681,608",120.822,39.683,1.256,10.722,3.525,,
08/31/2012,META,"38,686,873,614","29,204,873,614",100.73,28.902,0.805,8.939,2.907,,
07/31/2012,META,"46,510,799,987","37,028,799,987",121.101,34.843,0.969,10.747,3.495,,
06/30/2012,META,"66,483,754,224","63,279,754,224",101.969,49.751,1.384,16.465,11.9,,
05/31/2012,META,"63,287,317,094","60,083,317,094",97.066,,,15.673,11.307,,
