date,ticker,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio
05/31/2012,MSFT,"245,221,281,546","197,630,281,546",10.692,9.551,1.084,3.402,3.572,,
04/30/2012,MSFT,"268,953,728,287","221,362,728,287",11.727,10.482,1.225,3.732,3.917,,
03/31/2012,MSFT,"270,644,331,119","230,840,331,119",11.687,10.695,1.327,3.812,4.225,,
02/29/2012,MSFT,"266,323,083,855","226,519,083,855",11.5,10.571,1.257,3.751,4.153,,
01/31/2012,MSFT,"247,779,479,087","207,975,479,087",10.699,9.881,1.208,3.49,3.864,,
12/31/2011,MSFT,"218,380,251,910","172,904,251,910",9.44,8.475,0.864,3.118,3.664,,
11/30/2011,MSFT,"215,183,622,645","169,707,622,645",9.302,8.347,0.84,3.072,3.623,,
10/31/2011,MSFT,"224,016,414,036","178,540,414,036",9.684,8.628,0.79,3.198,3.772,,
09/30/2011,MSFT,"209,324,900,000","163,848,900,000",9.051,7.943,0.715,2.989,3.525,,
08/31/2011,MSFT,"222,861,869,801","182,010,869,801",9.888,8.425,0.758,3.268,3.904,,
07/31/2011,MSFT,"229,564,482,426","188,713,482,426",10.186,8.643,0.778,3.366,4.022,,
06/30/2011,MSFT,"217,776,000,000","176,925,000,000",9.665,9.39,0.827,3.194,3.815,,
05/31/2011,MSFT,"210,903,510,348","172,668,510,348",9.925,9.033,0.791,3.159,3.946,,
04/30/2011,MSFT,"218,577,328,597","180,342,328,597",10.286,9.407,0.832,3.274,4.089,,
03/31/2011,MSFT,"214,063,090,000","175,828,090,000",10.075,9.208,0.814,3.207,4.005,,
02/28/2011,MSFT,"223,335,314,383","191,754,314,383",11.311,9.643,0.862,3.492,4.607,,
01/31/2011,MSFT,"232,956,041,809","201,375,041,809",11.798,10.05,0.907,3.643,4.805,,
12/31/2010,MSFT,"234,527,730,000","202,946,730,000",11.877,10.352,0.931,3.667,4.838,,
11/30/2010,MSFT,"216,091,128,284","182,583,128,284",10.887,9.346,0.841,3.401,4.603,,
10/31/2010,MSFT,"228,133,027,247","194,625,027,247",11.494,10.163,0.865,3.591,4.86,,
09/30/2010,MSFT,"209,683,380,000","176,175,380,000",10.556,,,3.298,4.467,,
08/31/2010,MSFT,"203,055,957,421","172,206,957,421",11.174,8.937,0.753,3.352,4.398,,
07/31/2010,MSFT,"223,348,572,813","192,499,572,813",12.29,11.274,0.992,3.687,4.837,,
06/30/2010,MSFT,"199,450,680,000","168,601,680,000",10.957,,,3.287,4.319,,
