CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.4000198240592665,0.21918870482634464,1.6460049221941975,-0.3461197235763165,1793,0.09975900015013818,0.19430044111079572,21.539451262987182,1760
