CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
1.2389943578879006,0.2109508830789625,3.9322864900428494,-0.24418614433386543,1793,0.5899532171184639,0.14673440493382073,168.6715952947383,1760
