fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.7871559633027523,0.8689166459867097
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.8311926605504587,0.9334357186341248
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.8660550458715597,0.9396521739130436
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.8880733944954129,0.9577388672719412
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.8990825688073395,0.9569771009399493
