fold,start_date,end_date,rmse,mae,r2
0,2015-10-26,2017-12-21,4.452252961866852,3.124979536075087,-0.0012456625939760713
1,2017-07-20,2019-09-18,3.8427988423969834,2.835166561178072,-0.0039930532730891866
2,2019-04-15,2021-06-11,3.4003581456239402,2.6019212100859876,-0.004645995239816125
3,2021-01-06,2023-03-07,3.314447979385848,2.730157686905392,-0.028949247717033444
4,2022-09-29,2024-11-27,3.505475249511035,2.6890376523796298,-0.0020085341951390223
