fold,start_date,end_date,rmse,mae,r2
0,2015-10-26,2017-12-21,2.8352658907210118,2.0090431099996757,-0.00032619992418037036
1,2017-07-20,2019-09-18,2.643213600446529,1.9345547840631447,-0.0019626937184238358
2,2019-04-15,2021-06-11,2.314993307040814,1.7301761472082577,-0.0053601267400185115
3,2021-01-06,2023-03-07,2.283307308671167,1.8244165860469532,-0.013844883003054642
4,2022-09-29,2024-11-27,2.575206333329426,1.9079815524175814,-0.0007075105356055822
