fold,start_date,end_date,rmse,mae,r2
0,2015-10-26,2017-12-21,4.719406659546055,3.4014439428770435,-0.1250084560237592
1,2017-07-20,2019-09-18,4.1437308436485925,3.313550110301202,-0.16739675435354417
2,2019-04-15,2021-06-11,4.28042458263865,3.5818431121977126,-0.5919793596910381
3,2021-01-06,2023-03-07,3.488912582742093,2.8844138618247754,-0.1401230233811872
4,2022-09-29,2024-11-27,3.507542831321502,2.6727669497542736,-0.003190882060569722
