fold,start_date,end_date,rmse,mae,r2
0,2015-10-26,2017-12-21,3.137676318038537,2.295801385549506,-0.2250966069055913
1,2017-07-20,2019-09-18,2.80774804327572,2.1962729824296288,-0.13058520422223463
2,2019-04-15,2021-06-11,2.661507479591941,2.11517381128336,-0.3288548913310465
3,2021-01-06,2023-03-07,2.3427382226469375,1.880348654481499,-0.0673093316048492
4,2022-09-29,2024-11-27,2.572491199253476,1.90628493486081,0.0014015419947354113
