fold,start_date,end_date,rmse,mae,r2
0,2015-10-26,2017-12-21,8.769603842528367,6.806179998433423,-0.6085997152896399
1,2017-07-20,2019-09-18,7.136498735171056,5.903792841097342,-0.6398808084632668
2,2019-04-15,2021-06-11,8.205527671225486,7.0284410812978,-1.0350187339891685
3,2021-01-06,2023-03-07,5.532786712095611,4.480848371958738,-0.2667650779026567
4,2022-09-29,2024-11-27,4.8002777188282915,3.7231386096156087,-0.01040640194957021
