fold,start_date,end_date,rmse,mae,r2
0,2015-10-26,2017-12-21,6.927010238017904,4.979336632596757,-0.0036440089151175137
1,2017-07-20,2019-09-18,5.593250559100787,4.203186984631266,-0.007326934369759064
2,2019-04-15,2021-06-11,5.761362597097918,4.229547977794234,-0.0032422200417523417
3,2021-01-06,2023-03-07,5.071912309892456,4.14913842906898,-0.06451478488017903
4,2022-09-29,2024-11-27,4.777269073181009,3.738518426376067,-0.0007434749376342698
