fold,start_date,end_date,rmse,mae,r2
0,2015-10-26,2017-12-21,2.971155311886811,2.1327212609773754,-0.09851190039274615
1,2017-07-20,2019-09-18,2.740947378213131,2.1155424040327326,-0.07742841954983071
2,2019-04-15,2021-06-11,2.6436988328457023,2.0961011421858053,-0.3111311511746202
3,2021-01-06,2023-03-07,2.3421985539267443,1.879851473905609,-0.06681766154705837
4,2022-09-29,2024-11-27,2.572489800214676,1.9062806980286309,0.0014026281618010339
