"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Visitor Trend","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌P Rel‌ (SPY)","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌Perf Idx‌ (120,SPY)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Beta‌ (20,SPY)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2022-03-27T22:00:00.000Z","141.95","0.30","0.46","23,774,000","61.14","143.72","134.38","125.04","67.63","134.85","134.85","134.85","","-0.17","135.30","1.21","0.72","-32.56","-2,228,352.17","0.08","0.28","72.23","2.20","135.20","0.12","2.15","0.06","100.00","76.87","1,308,790,000.00","141.98","76.98","131.04","98.64","93.85","98.64","93.85","89.43","56.82","145.53","140.71","135.90","9.21","","122.80","82.20","","99.70","61.14","63.69","0.25","0.19","0.06","1.63","1.53","0.94","35.20","-35.20","17.32","1.26","55.00","1.54","19.18","-10.39","-1.00","149.00","139.00","19,281,233.31","0.31","11.53","1.74","1.90","99.46","110.51","137.25","149.74","122.40","164.59","109.92","177.07","95.07","1.00","131.95","826,356,000.00","163.96","140.01","141.59","134.85","128.11","5.95","134.38","134.85","138.60","134.85","73.23","14.67","134.99","24.49","0.09","1.74","0.42","1.32","125.86","0.98","0.74","128.26","141.98","3,240,290.95","1,976,576.75","1,263,714.20","155.72","138.19","120.66","54.56","135.59","133.37","138.20","138.37","122.57","21.39","141.96","2.15","144.72","137.83","130.93","141.30","140.35","138.95","138.19","137.58","136.89","135.76","135.79","135.90","136.06","136.24","136.60","1.05","0.09","-2.36","0","141.50","126.41","4.66","2.51","23,033,445.93","3.10","2.68","10.49","16.10","141.96","133.91","125.86","4.67","1.62","","12.38","137.17","44.44","","74.56","-0.02","-12.13","0.15","-5.42","-5.41","13.90","143.72","134.38","125.04","90.50","1.27","0.23","5.48","3.68","129.87","151.14","132.76","100.00","100.00","0","132.89","132.80","135.17","25.29","17.15","19.26","6,537.16","67.63"
"2022-03-28T22:00:00.000Z","143.25","0.92","1.08","28,678,000","62.89","144.94","134.84","124.73","68.93","134.92","134.92","134.92","","-5.14","136.04","1.25","0.78","-11.10","-1,892,575.95","0.07","0.31","67.48","2.19","135.96","0.13","2.21","0.10","100.00","81.49","1,337,468,000.00","143.70","162.49","133.92","97.32","96.09","97.32","96.09","90.34","62.92","146.00","141.31","136.62","9.94","","132.16","76.70","","99.85","62.89","66.02","0.34","0.23","0.10","2.11","2.02","0","41.86","-41.86","26.25","1.11","60.00","9.77","28.52","-3.48","-1.00","149.00","139.00","19,543,871.48","0.31","7.01","2.07","2.19","100.37","110.49","137.25","149.74","122.40","164.59","109.92","177.07","95.07","1.00","133.15","855,034,000.00","163.96","140.22","141.66","134.92","128.17","6.18","134.84","134.92","138.68","134.92","73.15","9.38","135.79","24.33","0.06","2.07","0.75","1.31","126.41","1.14","0.86","127.73","143.70","3,612,535.39","2,210,285.13","1,402,250.26","155.99","139.11","122.23","55.12","138.44","134.46","137.31","138.37","116.75","20.52","141.98","1.68","145.95","139.00","132.05","142.28","141.32","139.91","139.11","138.45","137.69","136.25","136.20","136.26","136.37","136.51","136.82","1.04","0.62","-2.50","0","141.50","126.41","5.99","4.32","25,068,880.44","3.52","3.10","8.24","16.12","141.98","133.92","125.86","5.11","3.10","","14.48","149.12","35.74","","69.51","-0.31","-11.31","0.16","-5.44","-5.42","14.99","144.94","134.84","124.73","91.62","1.29","0.19","6.20","3.57","130.55","151.93","134.57","78.57","100.00","21.43","132.96","133.58","136.08","28.54","16.39","19.81","6,699.64","68.93"
"2022-03-29T22:00:00.000Z","142.64","-0.42","-0.26","21,046,000","61.50","145.90","135.23","124.57","68.10","135.04","135.04","135.04","","-8.55","136.76","1.22","0.78","-13.27","-2,216,756.10","0.07","0.34","67.19","2.15","136.69","0.11","1.31","0.14","100.00","85.20","1,316,422,000.00","144.82","-56.41","134.20","95.38","97.11","95.38","97.11","87.16","67.33","146.62","142.14","137.65","10.23","","134.64","75.26","","99.93","61.50","62.19","0.40","0.29","0.11","2.25","1.62","0.90","38.19","-38.19","13.17","0.71","55.00","11.75","31.70","3.49","-1.00","149.00","139.00","19,454,912.75","0.31","7.51","2.25","1.93","100.37","110.46","137.25","149.74","122.40","164.59","109.92","177.07","95.07","1.00","134.69","833,988,000.00","163.27","140.43","141.80","135.04","128.29","4.25","135.23","135.04","138.76","135.04","73.44","9.96","136.53","24.11","0.06","2.25","1.05","1.20","126.41","1.20","0.90","127.97","144.82","2,878,087.15","2,305,685.42","572,401.73","155.60","139.75","123.90","54.62","138.55","134.46","136.66","138.37","115.66","18.28","144.16","1.31","146.96","139.96","132.97","142.46","141.76","140.52","139.75","139.10","138.31","136.66","136.56","136.57","136.64","136.75","137.01","1.09","1.16","-2.76","0","141.50","126.41","4.67","3.36","19,667,135.01","3.50","3.52","7.81","18.30","144.16","135.01","125.86","4.13","3.24","","15.72","119.47","34.77","","59.81","-1.52","-6.95","0.14","-5.45","-5.44","15.77","145.90","135.23","124.57","84.76","1.40","0.14","6.90","3.41","132.07","150.37","134.92","78.57","92.86","14.29","133.11","134.27","137.03","27.76","16.60","20.20","6,643.24","68.10"
"2022-03-30T22:00:00.000Z","139.65","-2.10","-1.94","29,516,000","55.03","146.32","135.50","124.67","65.10","135.12","135.12","135.12","","-25.43","137.41","1.20","0.81","10.96","-1,769,811.71","0.05","0.33","59.33","2.08","137.33","0.06","3.03","0.16","100.00","88.16","1,286,906,000.00","144.57","-436.95","134.20","86.96","93.22","86.96","93.22","71.88","68.15","146.26","141.80","137.35","9.63","0.21","125.04","73.10","27,957,960.00","99.96","55.03","59.25","0.38","0.35","0.03","2.22","1.55","2.94","27.68","-27.68","-30.49","0.41","55.00","13.09","34.34","10.18","-1.00","149.00","139.00","18,835,188.37","0.31","7.03","2.13","0.68","98.26","110.43","137.25","149.74","122.40","164.59","109.92","177.07","95.07","1.00","136.02","804,472,000.00","163.27","140.63","141.88","135.12","128.37","0.43","135.50","135.12","138.83","135.12","72.54","9.17","137.17","23.79","0.10","2.13","1.27","0.86","126.41","1.06","0.79","129.66","144.57","2,022,965.15","2,265,296.81","-242,331.65","155.51","139.73","123.96","53.04","139.39","134.46","136.42","138.37","113.08","22.53","144.16","3.03","147.74","140.71","133.67","141.05","141.06","140.32","139.73","139.18","138.47","136.85","136.73","136.72","136.77","136.87","137.10","1.09","1.61","-2.85","1.00","144.16","126.41","3.72","0.69","4,228,933.45","2.82","3.50","6.80","18.30","144.16","135.01","125.86","1.45","0.97","","15.55","76.99","34.01","-14.37","20.00","-3.52","-3.83","0.10","-5.47","-5.45","15.98","146.32","135.50","124.67","69.17","1.39","0.14","7.14","3.38","132.07","147.65","131.65","78.57","85.71","7.14","133.34","134.95","137.80","25.99","20.92","19.53","6,206.29","65.10"
"2022-03-31T22:00:00.000Z","140.70","0.75","0.91","23,480,000","56.75","146.86","135.93","124.99","67.01","135.27","135.27","135.27","","-19.68","138.30","1.28","0.76","-22.39","-1,880,977.08","0.05","0.33","67.09","1.39","138.19","0.09","2.15","0.19","100.00","90.53","1,310,386,000.00","143.80","31.72","134.20","82.11","88.15","82.11","88.15","58.60","66.42","145.98","141.64","137.30","7.58","","120.61","82.34","","99.98","56.75","60.96","0.29","0.37","-0.07","2.27","1.33","1.53","30.41","-30.41","-12.68","0.02","60.00","15.59","37.84","16.48","-1.00","149.00","137.00","19,011,812.96","0.31","11.01","2.09","0.72","98.26","110.40","136.56","147.25","128.95","154.86","118.26","165.56","110.65","1.00","137.16","827,952,000.00","164.50","140.84","142.03","135.27","128.51","0.89","135.93","135.27","138.91","135.27","73.35","13.96","137.96","23.55","0.09","2.09","1.43","0.66","126.41","0.79","0.71","132.70","143.80","1,370,716.55","2,137,499.63","-766,783.08","155.19","139.91","124.63","55.63","140.33","135.01","135.20","138.37","114.58","21.67","144.16","2.15","148.26","141.20","134.14","140.88","140.94","140.41","139.91","139.41","138.75","137.10","136.95","136.91","136.94","137.02","137.21","1.09","1.91","-3.22","0","144.16","126.41","1.77","-0.38","7,148,448.17","2.02","2.82","9.82","18.30","144.16","135.01","125.86","1.48","2.81","","15.91","63.08","32.14","","28.20","-2.20","-7.65","0.14","-5.48","-5.46","16.09","146.86","135.93","124.99","71.82","1.39","0.22","6.85","3.30","132.07","148.39","133.01","78.57","78.57","0","133.77","135.68","138.91","24.77","21.73","18.60","6,238.01","67.01"
"2022-04-03T22:00:00.000Z","143.64","2.09","2.25","19,076,000","61.22","147.30","136.79","126.27","69.95","135.54","135.54","135.54","143.64","-3.48","139.30","1.33","0.67","-37.03","-2,297,953.06","0.06","0.32","66.66","0.93","139.18","0.11","3.34","0.21","100.00","92.42","1,329,462,000.00","143.80","437.96","134.20","83.81","84.29","83.81","84.29","59.49","65.16","146.32","141.98","137.63","6.13","","125.65","81.22","","99.99","61.22","62.32","0.22","0.33","-0.11","2.64","2.44","0.77","24.41","-24.41","38.30","0.46","65.00","23.58","46.70","22.70","-1.00","149.00","139.00","19,410,755.56","0.31","10.78","2.27","1.38","98.26","110.37","136.56","147.25","128.95","154.86","118.26","165.56","110.65","1.01","138.14","847,028,000.00","167.94","141.06","142.32","135.54","128.76","3.08","136.79","135.54","139.00","135.54","72.74","13.98","138.95","23.46","0.17","2.27","1.60","0.67","126.57","0.64","0.71","134.85","143.80","1,686,819.68","2,073,116.78","-386,297.10","156.01","140.59","125.17","67.57","141.10","135.01","134.86","138.37","113.96","23.03","144.16","3.22","148.68","141.60","134.52","142.26","141.84","141.13","140.59","140.07","139.36","137.52","137.33","137.24","137.24","137.28","137.42","1.09","2.15","-3.35","0","144.16","126.41","4.23","1.01","14,145,987.46","1.64","2.02","13.07","18.30","144.16","135.01","125.86","2.86","6.77","","16.09","92.88","37.72","","23.84","-0.11","-7.46","0.24","-5.49","-5.48","15.38","147.30","136.79","126.27","82.60","1.40","0.25","6.93","3.30","132.07","151.80","135.48","71.43","71.43","0","134.18","136.34","139.69","29.68","20.15","18.64","6,675.97","69.95"
"2022-04-04T22:00:00.000Z","141.06","-1.80","-1.64","19,256,000","55.78","147.19","137.48","127.77","67.37","135.75","135.75","135.75","","-27.09","139.95","1.28","0.75","-39.93","-2,584,097.17","0.07","0.32","57.08","1.02","139.87","0.08","2.70","0.22","100.00","93.94","1,310,206,000.00","143.31","-243.21","134.20","83.25","83.06","83.25","83.06","49.66","62.34","145.83","141.54","137.25","5.19","","119.28","88.78","","100.00","55.78","60.12","0.18","0.26","-0.09","2.65","1.33","0.93","21.92","-21.92","-13.58","-0.09","60.00","26.98","50.90","28.87","-1.00","149.00","139.00","19,064,960.84","0.31","5.51","2.18","0.31","96.50","110.31","136.56","147.25","128.95","154.86","118.26","165.56","110.65","1.01","138.80","827,772,000.00","167.94","141.29","142.54","135.75","128.97","0.15","137.48","135.75","139.07","135.75","66.41","7.37","139.72","23.45","0.14","2.18","1.72","0.47","129.20","0.48","0.56","136.55","143.31","1,149,372.99","1,941,153.38","-791,780.39","155.90","140.67","125.45","62.42","141.10","135.01","134.86","138.37","113.16","22.10","144.16","2.65","148.82","141.73","134.65","141.66","141.58","141.11","140.67","140.22","139.58","137.75","137.53","137.43","137.40","137.42","137.54","1.03","2.60","-2.77","-1.00","144.16","138.80","3.59","0.95","5,029,300.81","1.42","1.64","9.91","18.30","144.16","135.01","125.86","0.64","5.19","","14.82","71.99","46.09","","17.16","-1.59","-6.59","0.25","-5.49","-5.48","14.13","147.19","137.48","127.77","68.47","1.42","0.14","6.55","3.26","133.12","149.21","132.92","64.29","64.29","0","134.61","137.21","139.98","27.92","18.96","18.67","6,432.76","67.37"
"2022-04-05T22:00:00.000Z","137.18","-2.76","-2.60","23,574,000","48.74","147.21","137.64","128.07","63.48","135.96","135.96","135.96","","-62.21","140.20","1.09","0.85","-1.75","-2,434,379.91","0.07","0.31","46.81","1.58","140.14","0.05","4.64","0.22","87.15","92.58","1,286,632,000.00","141.75","-549.12","134.20","69.08","78.71","69.08","78.71","16.77","54.05","144.85","140.45","136.04","4.52","","104.35","90.49","","50.00","48.74","57.51","0.12","0.20","-0.08","2.03","0.69","2.66","41.48","-41.48","-62.31","-0.31","55.00","26.53","51.41","34.38","-1.00","149.00","131.00","18,415,376.32","0.31","1.91","1.78","-1.02","93.84","110.23","136.56","147.25","128.95","154.86","118.26","165.56","110.65","0.99","144.16","804,198,000.00","167.94","141.51","142.76","135.96","129.16","-3.80","137.64","135.96","139.12","135.96","59.90","2.58","140.04","23.55","0.15","1.78","1.73","0.05","132.72","0.21","0.15","138.75","141.75","565,861.00","1,744,683.04","-1,178,822.04","156.07","140.04","124.01","56.50","140.29","135.01","134.86","138.37","116.52","25.35","144.16","3.43","148.67","141.59","134.51","139.42","140.11","140.24","140.04","139.75","139.28","137.71","137.51","137.42","137.39","137.41","137.53","0.92","2.82","-2.05","1.00","144.04","138.80","0.26","-3.18","-8,779,505.35","0.74","1.42","4.26","17.75","144.16","135.29","126.41","-2.26","2.21","","11.99","5.62","49.29","","-25.85","-3.33","-1.30","0.18","-5.52","-5.50","13.91","147.21","137.64","128.07","47.57","1.34","0.06","5.56","3.36","133.12","146.48","127.87","57.14","57.14","0","135.09","137.91","139.96","25.16","26.72","17.55","5,883.64","63.48"
"2022-04-06T22:00:00.000Z","136.46","-0.52","-0.36","19,448,000","47.56","147.15","137.83","128.51","62.25","136.11","136.11","136.11","","-80.59","140.23","1.05","0.95","-57.63","-2,618,477.44","0.07","0.31","45.79","2.07","140.20","0.05","2.84","0.21","67.45","87.55","1,267,184,000.00","140.24","-89.11","134.20","43.37","65.23","43.37","65.23","-14.68","41.56","144.17","139.81","135.45","4.60","","98.35","90.74","","25.00","47.56","54.25","0.03","0.14","-0.11","1.29","0.43","1.68","65.54","-65.54","-52.55","-0.49","55.00","25.69","51.74","39.15","1.00","139.00","131.00","18,314,575.16","0.30","-0.25","1.38","-1.26","93.84","110.14","136.56","147.25","128.95","154.86","118.26","165.56","110.65","0.98","144.01","784,750,000.00","167.07","141.73","142.91","136.11","129.30","-4.19","137.83","136.11","139.17","136.11","51.06","-0.34","140.14","23.65","0.15","1.38","1.66","-0.27","132.93","-0.01","0","140.44","140.24","122,600.90","1,512,957.02","-1,390,356.12","155.24","139.39","123.54","54.77","139.51","135.01","134.62","138.37","114.79","22.79","144.16","2.84","148.26","141.20","134.14","137.94","138.90","139.40","139.39","139.25","138.92","137.63","137.46","137.37","137.35","137.38","137.50","0.92","2.78","-2.14","0","144.04","138.80","-1.44","-4.29","-9,500,647.38","0.05","0.74","1.59","17.75","144.16","135.29","126.41","-2.75","2.53","","9.12","-22.98","54.37","","-30.65","-2.76","0.72","0.17","-5.53","-5.51","13.52","147.15","137.83","128.51","42.67","1.33","0","4.54","3.32","133.12","145.61","127.32","50.00","50.00","0","135.53","138.31","140.45","23.62","28.44","16.96","5,794.53","62.25"
"2022-04-07T22:00:00.000Z","134.01","-1.80","-1.64","16,434,000","43.62","146.88","138.01","129.13","59.79","136.20","136.20","136.20","","-97.52","140.11","0.97","1.00","-38.29","-2,973,306.25","0.07","0.30","42.62","2.73","140.09","0.02","2.71","0.19","40.41","78.12","1,250,750,000.00","138.06","-370.71","144.04","19.89","44.11","19.89","44.11","-45.39","25.75","142.77","138.47","134.17","5.31","","90.35","91.64","","12.50","43.62","50.19","-0.08","0.07","-0.14","0","0.49","1.67","62.74","-62.74","-51.84","-0.78","55.00","21.53","48.77","42.44","1.00","137.00","131.00","18,018,988.56","0.30","-1.81","0.86","-2.03","93.84","110.06","136.56","147.25","128.95","154.86","118.26","165.56","110.65","0.97","143.64","768,316,000.00","164.06","141.93","143.01","136.20","129.39","-6.27","138.01","136.20","139.20","136.20","44.57","-2.47","140.06","23.70","0.15","0.86","1.50","-0.64","134.61","-0.32","0.24","142.57","138.06","-216,068.44","1,265,953.38","-1,482,021.82","154.03","138.41","122.79","56.82","138.96","135.01","134.59","138.37","116.70","23.62","144.16","2.50","147.68","140.65","133.61","135.98","137.27","138.20","138.41","138.44","138.31","137.40","137.26","137.21","137.21","137.25","137.38","0.86","2.38","-2.31","0","144.04","138.80","-2.16","-4.66","-13,905,872.74","-0.57","0.05","-0.73","17.75","144.16","135.29","126.41","-4.38","1.12","","5.56","-57.38","50.86","","-42.86","-3.02","-4.13","0.20","-5.55","-5.53","12.86","146.88","138.01","129.13","27.49","1.35","-0.05","3.48","3.28","133.12","142.96","125.06","-57.14","42.86","100.00","136.13","138.51","140.82","22.22","29.17","16.71","5,423.81","59.79"
"2022-04-10T22:00:00.000Z","129.80","-3.14","-2.98","24,188,000","37.84","146.33","138.16","129.99","55.58","136.13","136.13","136.13","","-98.77","139.46","0.83","1.16","-18.77","-2,598,869.49","0.10","0.28","39.04","3.76","139.47","-0.02","4.39","0.16","23.35","67.17","1,226,562,000.00","135.42","-629.09","140.91","7.71","23.66","7.71","23.66","-69.68","8.40","140.10","135.70","131.31","7.52","","87.21","97.46","","6.25","37.84","45.12","-0.17","-0.02","-0.14","-1.95","0","2.45","64.34","-64.34","-53.29","-1.14","55.00","13.65","42.65","44.01","-1.00","137.00","127.00","17,258,388.88","0.30","-7.47","0.11","-2.99","90.89","109.96","136.56","147.25","128.95","154.86","118.26","165.56","110.65","0.95","143.05","744,128,000.00","164.06","142.13","142.94","136.13","129.33","-9.53","138.16","136.13","139.22","136.13","36.09","-10.48","139.51","23.70","0.14","0.11","1.22","-1.11","133.75","-0.61","0.43","144.01","135.42","-689,697.26","986,574.72","-1,676,271.98","153.10","136.84","120.59","58.06","136.83","135.01","134.59","138.37","112.40","26.19","144.16","3.32","146.64","139.66","132.67","132.89","134.78","136.33","136.84","137.11","137.25","136.91","136.85","136.85","136.88","136.95","137.13","0.89","2.35","-1.28","0","144.04","138.80","-4.24","-7.56","-26,480,511.10","-1.14","-0.57","-7.87","17.75","144.16","135.29","126.41","-6.89","-1.59","","0.87","-136.47","37.58","","-62.75","-4.33","-5.68","0.21","-5.58","-5.55","11.83","146.33","138.16","129.99","-1.17","1.36","-0.17","1.21","3.36","133.12","139.59","120.00","-64.29","35.71","100.00","136.65","139.00","140.28","20.15","35.24","17.47","4,794.72","55.58"
"2022-04-11T22:00:00.000Z","128.37","-1.10","-0.94","23,004,000","36.10","146.55","138.10","129.64","51.53","135.99","135.99","135.99","","-95.19","138.77","0.76","1.13","-9.08","-2,370,340.75","0.09","0.28","33.88","4.70","138.80","-0.04","4.85","0.12","12.87","56.31","1,203,558,000.00","132.45","-197.25","140.33","2.84","10.15","2.84","10.15","-80.96","-7.85","137.69","133.16","128.64","9.44","","101.46","92.56","","3.12","36.10","40.01","-0.28","-0.12","-0.16","-3.25","0.64","2.07","69.76","-69.76","-42.99","-1.29","50.00","1.67","32.62","44.11","-1.00","137.00","127.00","17,006,366.51","0.29","-7.31","-0.59","-3.01","90.89","109.86","136.56","147.25","128.95","154.86","118.26","165.56","110.65","0.95","141.97","721,124,000.00","162.27","142.33","142.79","135.99","129.19","-9.85","138.10","135.99","139.23","135.99","36.53","-10.13","138.86","23.75","0.21","-0.59","0.86","-1.45","129.62","-0.96","0.67","145.87","132.45","-1,093,533.88","689,416.35","-1,782,950.23","152.36","135.30","118.25","49.21","135.81","135.01","134.59","138.37","110.75","24.38","144.16","4.85","145.10","138.19","131.28","130.63","132.64","134.57","135.30","135.77","136.14","136.36","136.38","136.43","136.51","136.62","136.85","1.01","2.41","-0.07","0","144.04","138.80","-3.50","-8.35","-27,370,669.60","-1.64","-1.14","-9.84","17.59","144.16","135.37","126.57","-7.43","-1.55","","-3.37","-163.64","35.16","","-64.12","-3.17","3.50","0.15","-5.59","-5.57","12.24","146.55","138.10","129.64","-7.49","1.43","-0.21","-1.26","3.46","140.29","139.12","117.63","-71.43","28.57","100.00","136.99","139.41","139.48","18.13","35.93","18.57","4,597.47","51.53"
