"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Visitor Trend","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌P Rel‌ (SPY)","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌Perf Idx‌ (120,SPY)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Beta‌ (20,SPY)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2022-08-01T22:00:00.000Z","115.90","0.36","0.52","17,911,000","54.17","120.89","113.75","106.60","45.83","112.70","112.70","112.70","","-9.87","112.50","0.93","0.88","-54.02","-1,524,200.45","0.08","0.23","62.65","6.57","112.46","0.05","2.82","-0.02","51.20","33.01","1,009,091,800.00","114.25","64.54","118.55","89.21","81.37","89.21","81.37","62.63","12.63","120.48","115.24","110.01","6.59","","76.41","85.34","","75.01","54.17","56.26","0.10","0","0.10","-0.91","1.29","1.18","50.51","-50.51","19.22","0.54","55.00","-130.12","-3.73","2.08","-1.00","127.00","113.00","10,824,527.48","0.28","3.31","0.24","0.83","70.63","96.45","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.96","105.49","613,439,800.00","188.51","161.10","118.34","112.70","107.07","3.19","113.75","112.70","130.62","112.70","49.70","3.71","112.38","25.54","0.16","0.24","-0.24","0.48","104.76","0.25","0.09","110.75","114.25","708,266.28","377,240.80","331,025.48","133.74","113.75","93.77","59.92","110.94","112.60","111.47","117.57","109.42","50.97","117.12","2.82","117.36","111.77","106.18","115.48","114.73","114.01","113.75","113.59","113.45","113.43","113.61","113.87","114.19","114.57","115.42","0.95","1.75","-0.33","0","116.33","104.76","3.54","0.72","13,275,923.33","1.05","0.52","2.68","15.67","120.43","112.60","104.76","2.91","-0.98","","-1.21","56.74","58.17","","5.28","1.43","-2.53","0.07","-5.46","-5.48","12.57","120.89","113.75","106.60","65.06","2.05","0.11","1.65","4.02","117.55","127.30","104.50","28.57","92.86","64.29","113.56","111.82","111.48","25.18","23.33","10.76","3,712.38","45.83"
"2022-08-02T22:00:00.000Z","118.78","2.48","2.64","25,302,800","58.14","121.38","113.93","106.47","48.71","112.89","112.89","112.89","","-4.37","113.02","1.01","0.78","-21.82","-1,690,051.76","0.05","0.22","66.43","6.27","112.98","0.08","3.52","0","71.83","40.78","1,034,394,600.00","115.66","417.96","106.17","90.83","87.52","90.83","87.52","73.72","23.73","121.47","116.28","111.09","7.26","","85.91","78.50","","85.46","58.14","60.10","0.14","0.06","0.08","-0.48","1.83","0.33","41.91","-41.91","28.19","1.28","55.00","-126.94","-0.57","-0.16","-1.00","127.00","113.00","11,453,276.35","0.29","6.59","0.64","1.45","72.39","96.26","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.97","105.95","638,742,600.00","188.51","161.32","118.54","112.89","107.25","5.33","113.93","112.89","130.51","112.89","56.59","7.34","112.89","25.33","0.13","0.64","-0.07","0.70","104.76","0.39","0.18","110.24","115.66","1,217,248.96","497,241.97","720,006.99","134.41","114.67","94.92","61.33","112.09","112.60","111.62","117.32","111.78","52.17","117.12","3.27","118.39","112.76","107.12","117.13","116.08","115.07","114.67","114.39","114.12","113.78","113.90","114.11","114.39","114.73","115.53","0.95","1.55","-0.43","0","116.33","104.76","5.13","1.86","21,789,647.78","1.54","1.05","6.30","15.67","120.43","112.60","104.76","4.98","0.66","","1.13","108.38","52.14","","14.81","2.63","0.18","0.07","-5.43","-5.46","13.09","121.38","113.93","106.47","82.55","2.05","0.15","2.62","3.99","117.55","130.02","107.54","42.86","100.00","57.14","113.32","111.77","112.20","27.78","21.86","10.84","4,130.34","48.71"
"2022-08-03T22:00:00.000Z","118.87","0.08","0.24","15,757,700","58.26","121.30","113.90","106.51","49.87","113.04","113.04","113.04","","-4.27","113.44","1.00","0.82","-54.10","-2,562,164.88","0.08","0.25","69.99","6.05","113.39","0.08","1.79","0.03","100.00","52.62","1,050,152,300.00","117.08","43.91","107.88","93.83","91.29","93.83","91.29","81.08","34.16","122.13","117.13","112.13","7.83","","90.32","68.60","","92.73","58.26","63.79","0.17","0.12","0.05","-0.07","1.41","0.49","38.90","-38.90","19.52","1.43","55.00","-124.15","2.28","-1.43","-1.00","127.00","113.00","11,465,216.54","0.29","5.41","0.95","1.46","72.39","96.08","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.97","106.76","654,500,300.00","188.65","161.55","118.69","113.04","107.38","5.07","113.90","113.04","130.39","113.04","54.68","6.10","113.30","25.18","0.11","0.95","0.14","0.81","104.76","0.54","0.31","109.55","117.08","1,472,985.65","636,633.92","836,351.73","134.10","115.43","96.77","58.29","112.13","112.60","111.62","117.07","111.87","52.19","119.42","1.79","119.62","113.92","108.23","118.00","117.01","115.91","115.43","115.08","114.71","114.11","114.17","114.34","114.59","114.90","115.64","1.02","1.02","-0.99","0","116.33","104.76","4.56","2.77","18,879,448.88","2.01","1.54","5.94","15.67","120.43","112.60","104.76","4.66","0.11","","3.13","121.27","51.43","","56.29","1.51","0.43","0.04","-5.40","-5.43","12.99","121.30","113.90","106.51","83.58","2.05","0.18","3.44","3.83","106.75","128.93","108.81","50.00","100.00","50.00","112.97","111.95","112.94","27.00","21.13","10.94","4,174.25","49.87"
"2022-08-04T22:00:00.000Z","118.22","-0.55","-0.39","15,615,700","56.97","120.91","113.81","106.70","49.22","113.28","113.28","113.28","","-8.68","113.94","1.02","0.84","-53.18","-3,227,573.56","0.05","0.25","68.06","5.61","113.87","0.09","2.16","0.06","100.00","62.10","1,034,536,600.00","117.75","12.93","107.88","94.23","92.96","94.23","92.96","83.18","43.07","122.30","117.45","112.60","7.89","","86.05","66.24","","96.36","56.97","58.22","0.21","0.16","0.06","0.23","1.35","1.56","26.89","-26.89","8.41","1.84","50.00","-118.81","7.62","-1.40","-1.00","127.00","113.00","11,379,827.22","0.29","7.56","1.13","1.18","72.39","95.90","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.97","107.78","638,884,600.00","187.62","161.76","118.95","113.28","107.62","4.13","113.81","113.28","130.26","113.28","57.02","8.31","113.71","24.98","0.14","1.13","0.33","0.79","104.76","0.55","0.32","110.05","117.75","1,030,204.05","692,858.23","337,345.82","133.82","115.94","98.06","56.64","112.13","112.60","111.62","117.07","105.31","40.81","119.50","2.15","120.92","115.16","109.40","118.11","117.41","116.43","115.94","115.56","115.15","114.37","114.40","114.53","114.75","115.03","115.73","1.02","0.11","-1.14","0","116.33","104.76","3.45","1.30","14,732,352.07","2.27","2.01","6.15","15.67","120.43","112.60","104.76","3.54","-0.95","","5.29","106.91","49.15","","52.22","0.40","-7.26","0.01","-5.41","-5.41","12.49","120.91","113.81","106.70","81.05","2.04","0.27","3.68","3.71","107.16","127.57","108.87","50.00","92.86","42.86","112.45","112.34","113.49","25.88","22.17","10.71","4,187.18","49.22"
"2022-08-07T22:00:00.000Z","118.14","-0.07","0.09","17,061,100","56.81","121.15","113.89","106.62","46.50","113.53","113.53","113.53","","-16.89","114.31","1.03","0.80","-44.95","-3,596,821.12","0.06","0.27","58.96","5.47","114.27","0.06","3.03","0.08","100.00","69.68","1,017,475,500.00","118.83","-19.49","109.38","90.05","92.70","90.05","92.70","78.98","49.60","122.78","117.98","113.19","8.15","","102.51","69.79","","98.18","56.81","53.73","0.29","0.20","0.09","0.41","1.92","0.60","18.22","-18.22","3.94","1.22","50.00","-111.16","15.62","0.57","-1.00","127.00","113.00","11,368,281.63","0.29","3.07","1.25","1.10","72.34","95.72","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.97","108.72","621,823,500.00","187.62","161.98","119.20","113.53","107.85","3.79","113.89","113.53","130.14","113.53","55.51","3.52","114.19","24.86","0.18","1.25","0.52","0.73","104.76","0.68","0.45","109.35","118.83","1,325,748.93","783,271.18","542,477.75","133.94","116.34","98.73","58.65","114.64","112.81","111.62","117.07","105.87","40.77","119.50","3.03","122.02","116.21","110.40","118.12","117.66","116.81","116.34","115.96","115.52","114.61","114.61","114.71","114.89","115.15","115.80","1.02","0.42","-1.56","0","116.33","104.76","5.06","2.03","12,432,741.88","2.62","2.27","7.53","14.74","119.50","112.13","104.76","3.25","-1.33","","7.40","126.37","44.47","","77.06","-0.58","-9.06","0.02","-5.42","-5.41","12.76","121.15","113.89","106.62","79.27","1.98","0.20","4.02","3.66","107.16","127.43","108.85","64.29","100.00","35.71","112.37","112.79","114.35","28.25","20.86","11.02","4,167.69","46.50"
"2022-08-08T22:00:00.000Z","117.50","-0.54","-0.38","15,424,300","55.41","121.45","114.02","106.59","45.80","113.71","113.71","113.71","","-20.87","114.50","0.96","0.88","-42.40","-3,975,699.16","0.06","0.27","55.11","5.35","114.46","0.07","1.64","0.10","100.00","75.74","1,002,051,200.00","119.66","-94.72","109.38","84.52","89.60","84.52","89.60","70.73","53.44","122.92","118.30","113.69","8.30","","103.25","71.10","","99.09","55.41","51.75","0.36","0.26","0.11","0.47","1.23","1.42","29.01","-29.01","-7.21","0.94","50.00","-103.68","23.33","3.52","-1.00","127.00","113.00","11,284,723.63","0.29","2.44","1.28","0.92","72.34","95.54","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.97","109.93","606,399,200.00","186.60","162.19","119.40","113.71","108.03","2.39","114.02","113.71","130.01","113.71","49.74","2.80","114.37","24.50","0.11","1.28","0.67","0.61","104.76","0.77","0.57","108.82","119.66","895,632.19","799,322.76","96,309.43","133.22","116.55","99.88","61.50","116.36","112.81","112.49","117.07","103.90","37.40","120.86","1.64","122.92","117.06","111.21","117.81","117.60","116.96","116.55","116.20","115.77","114.80","114.77","114.84","115.01","115.24","115.86","1.05","0.71","-2.05","0","116.33","104.76","2.16","0.52","9,246,415.53","2.33","2.62","4.29","16.10","120.86","112.81","104.76","2.51","-2.16","","8.83","83.95","43.41","","43.53","-1.84","-5.67","0.07","-5.47","-5.43","13.02","121.45","114.02","106.59","73.43","1.95","0.16","4.17","3.52","107.16","125.92","109.08","64.29","92.86","28.57","112.44","113.15","115.20","27.31","22.75","10.88","4,072.97","45.80"
"2022-08-09T22:00:00.000Z","120.65","2.68","2.84","20,497,000","60.55","122.35","114.44","106.53","48.95","113.87","113.87","113.87","","-6.64","114.95","1.00","0.80","-24.83","-3,822,574.00","0.08","0.29","59.09","5.22","114.92","0.08","4.28","0.13","100.00","80.59","1,022,548,200.00","121.27","438.48","110.81","85.20","86.59","85.20","86.59","69.67","56.39","123.36","118.68","114.00","8.87","","113.60","82.78","","99.55","60.55","53.59","0.41","0.32","0.09","0.86","3.18","0.45","24.72","-24.72","39.60","0.66","55.00","-97.33","29.57","7.26","1.00","127.00","113.00","11,834,217.93","0.29","4.88","1.54","1.71","74.28","95.37","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.98","111.02","626,896,200.00","186.60","162.40","119.56","113.87","108.18","4.50","114.44","113.87","129.92","113.87","56.63","5.61","114.87","24.21","0.12","1.54","0.84","0.70","104.76","0.96","0.76","107.83","121.27","1,272,491.39","866,918.27","405,573.11","134.43","117.30","100.16","63.69","117.51","113.27","112.60","117.07","103.63","19.46","120.86","2.42","123.52","117.64","111.76","119.23","118.62","117.78","117.30","116.88","116.38","115.18","115.09","115.13","115.25","115.45","116.02","1.05","1.08","-1.99","0","116.33","104.76","5.08","2.66","17,149,153.49","2.41","2.33","8.04","16.10","120.86","112.81","104.76","4.89","1.05","","11.23","137.57","42.03","","54.50","-0.51","-4.97","0.13","-5.47","-5.45","13.82","122.35","114.44","106.53","89.24","1.87","0.19","4.48","3.57","107.16","129.95","111.35","78.57","100.00","21.43","112.64","113.73","115.72","32.13","20.80","11.63","4,511.45","48.95"
"2022-08-10T22:00:00.000Z","119.82","-0.69","-0.53","16,671,600","58.63","122.97","114.86","106.75","46.43","113.98","113.98","113.98","","-14.33","115.74","1.14","0.76","-62.50","-3,964,202.15","0.06","0.29","56.15","4.52","115.70","0.05","2.79","0.15","100.00","84.47","1,005,876,600.00","121.55","-93.77","111.38","86.05","85.26","86.05","85.26","64.51","57.87","123.48","118.87","114.26","8.35","","113.18","90.96","","99.77","58.63","51.68","0.39","0.37","0.02","1.16","1.50","0.52","41.92","-41.92","21.03","0.39","55.00","-91.96","35.29","11.78","1.00","127.00","113.00","11,719,527.02","0.29","10.58","1.66","1.23","74.28","95.20","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.97","112.32","610,224,600.00","185.32","162.61","119.68","113.98","108.29","2.47","114.86","113.98","129.83","113.98","60.95","11.46","115.63","23.99","0.17","1.66","1.01","0.65","104.76","0.88","0.72","109.27","121.55","816,058.70","859,652.62","-43,593.92","134.57","117.75","100.93","58.66","118.30","113.55","112.63","116.26","103.85","20.32","121.78","2.79","123.97","118.07","112.16","119.53","119.02","118.23","117.75","117.33","116.81","115.48","115.36","115.36","115.45","115.62","116.14","1.07","1.44","-2.10","-1.00","116.33","116.56","5.19","2.40","12,722,494.63","2.66","2.41","11.33","17.02","121.78","113.27","104.76","3.43","0.51","","12.58","122.48","37.23","","32.12","-1.44","-8.14","0.07","-5.47","-5.47","14.13","122.97","114.86","106.75","80.56","1.87","0.18","4.69","3.52","109.52","128.94","110.70","85.71","100.00","14.29","112.89","114.34","116.44","31.45","19.62","12.46","4,417.68","46.43"
"2022-08-11T22:00:00.000Z","122.65","2.36","2.52","16,121,100","62.94","124.08","115.36","106.63","49.26","114.15","114.15","114.15","","0","116.71","1.16","0.69","-43.01","-4,073,902.82","0.05","0.31","58.14","3.65","116.65","0.08","2.83","0.17","100.00","87.58","1,021,997,700.00","122.21","274.34","112.12","93.01","88.09","93.01","88.09","69.94","60.06","124.30","119.75","115.20","7.88","","109.31","92.90","","99.89","62.94","53.96","0.32","0.38","-0.06","2.01","1.49","0.70","40.73","-40.73","46.15","0.39","55.00","-82.41","44.58","17.11","1.00","127.00","113.00","12,100,287.69","0.29","13.34","1.96","1.82","74.28","95.02","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.98","113.72","626,345,700.00","189.69","162.83","119.86","114.15","108.45","4.55","115.36","114.15","129.74","114.15","68.18","14.44","116.54","23.84","0.14","1.96","1.20","0.76","104.76","0.82","0.70","110.73","122.21","1,102,112.84","894,289.79","207,823.04","135.20","118.64","102.09","60.79","118.46","113.71","112.90","113.83","101.83","21.39","122.34","2.25","124.43","118.50","112.58","121.09","120.23","119.22","118.64","118.15","117.54","115.94","115.76","115.71","115.76","115.90","116.36","1.09","1.66","-1.86","0","116.33","116.56","4.72","2.47","17,422,530.05","3.00","2.66","13.35","17.58","122.34","113.55","104.76","4.94","3.64","","14.39","132.12","35.97","","61.97","0.36","-9.30","0.11","-5.46","-5.46","15.12","124.08","115.36","106.63","91.81","2.03","0.24","5.28","3.47","109.52","131.64","113.66","92.86","100.00","7.14","113.11","114.77","116.63","30.25","18.48","13.29","4,692.02","49.26"
"2022-08-14T22:00:00.000Z","122.88","0.19","0.35","15,525,000","63.27","124.94","116.00","107.07","50.57","114.26","114.26","114.26","122.88","-2.56","117.91","1.25","0.61","-57.61","-4,160,976.53","0.09","0.33","59.88","1.61","117.84","0.10","1.69","0.20","100.00","90.06","1,037,522,700.00","122.12","49.09","113.63","94.37","91.14","94.37","91.14","76.46","63.04","125.09","120.70","116.31","5.37","0.28","109.98","96.20","36,987,998.00","99.94","63.27","56.26","0.25","0.35","-0.10","2.73","1.50","0.38","60.66","-60.66","38.26","0.17","60.00","-72.01","54.31","23.56","1.00","127.00","113.00","12,129,400.48","0.29","16.54","2.19","1.60","74.28","94.85","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.98","115.15","641,870,700.00","190.05","163.05","119.97","114.26","108.54","4.09","116.00","114.26","129.62","114.26","77.60","17.44","117.69","23.72","0.11","2.19","1.40","0.80","104.76","0.61","0.85","113.52","122.12","1,347,165.81","958,986.37","388,179.44","135.16","119.41","103.67","68.43","119.71","114.01","113.19","112.74","100.01","19.99","122.65","1.69","125.00","119.05","113.09","121.98","121.11","120.03","119.41","118.88","118.21","116.39","116.16","116.06","116.07","116.17","116.57","1.09","1.87","-2.08","0","116.33","116.56","4.62","2.93","15,443,694.85","3.37","3.00","15.52","17.89","122.65","113.71","104.76","4.03","3.90","","16.18","130.75","41.58","6.67","61.34","0.62","-6.31","0.19","-5.46","-5.46","15.40","124.94","116.00","107.07","88.48","2.00","0.31","5.75","3.34","111.77","131.09","114.67","100.00","100.00","0","113.47","115.34","117.42","30.46","17.81","14.22","4,741.12","50.57"
"2022-08-15T22:00:00.000Z","122.51","-0.30","-0.14","15,626,200","62.30","125.74","116.40","107.06","49.85","114.42","114.42","114.42","","-6.57","118.62","1.28","0.75","-62.32","-4,173,705.20","0.08","0.35","57.17","0.69","118.57","0.10","1.69","0.23","100.00","92.05","1,053,148,900.00","122.60","-7.77","114.12","96.96","94.78","96.96","94.78","78.85","65.92","125.95","121.70","117.46","5.18","","122.66","90.92","","99.97","62.30","53.58","0.21","0.29","-0.08","3.02","1.25","1.02","69.55","-69.55","28.13","0.12","55.00","-62.94","62.81","30.60","1.00","127.00","113.00","12,082,349.55","0.29","7.84","2.32","1.34","74.06","94.67","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.97","116.61","626,244,500.00","190.05","163.27","120.14","114.42","108.70","3.23","116.40","114.42","129.51","114.42","69.65","8.91","118.48","23.61","0.11","2.32","1.58","0.74","108.42","0.59","0.84","114.33","122.60","899,688.94","950,515.31","-50,826.37","134.99","119.98","104.96","65.47","119.91","114.01","113.19","112.68","100.57","20.46","123.26","1.69","125.65","119.67","113.68","122.25","121.58","120.58","119.98","119.44","118.75","116.78","116.51","116.38","116.35","116.42","116.76","1.02","1.73","-2.53","0","116.33","116.56","4.04","2.34","12,411,507.34","3.69","3.37","10.18","18.50","123.26","114.01","104.76","3.16","4.02","","16.19","112.41","44.78","","42.05","-0.07","-13.92","0.14","-5.46","-5.46","16.05","125.74","116.40","107.06","82.71","2.10","0.28","6.54","3.22","112.28","130.09","114.93","92.86","92.86","0","113.86","115.60","118.12","29.32","17.22","15.06","4,733.34","49.85"
"2022-08-16T22:00:00.000Z","120.32","-1.79","-1.63","17,589,200","56.73","126.14","116.68","107.22","47.66","114.48","114.48","114.48","","-29.31","119.10","1.14","0.78","-24.52","-3,979,521.62","0.06","0.34","55.74","0.77","119.08","0.06","2.31","0.24","100.00","93.64","1,035,559,700.00","122.40","-259.64","114.12","87.18","92.84","87.18","92.84","66.03","65.94","125.80","121.64","117.47","4.68","","116.68","88.38","","99.99","56.73","51.03","0.17","0.23","-0.06","3.02","1.04","1.79","48.86","-48.86","-20.16","-0.12","50.00","-62.81","62.64","37.31","1.00","127.00","113.00","11,767,923.05","0.28","5.00","2.22","0.42","72.73","94.50","113.94","123.13","107.46","129.62","98.27","138.80","91.78","0.96","117.81","608,655,300.00","190.05","163.49","120.21","114.48","108.76","0.63","116.68","114.48","129.37","114.48","62.35","5.73","119.04","23.50","0.11","2.22","1.71","0.51","111.85","0.50","0.74","115.44","122.40","448,949.89","878,863.10","-429,913.22","134.71","120.04","105.37","63.32","119.91","114.01","113.19","112.68","99.17","20.54","123.26","1.95","126.23","120.22","114.21","121.28","121.16","120.52","120.04","119.57","118.94","117.01","116.72","116.57","116.52","116.57","116.88","0.92","2.05","-2.59","1.00","123.26","116.56","2.80","0.85","5,135,521.87","2.98","3.69","7.60","18.50","123.26","114.01","104.76","0.97","2.34","","15.17","76.21","49.11","","13.22","-1.73","-13.37","0.11","-5.47","-5.46","16.21","126.14","116.68","107.22","69.24","2.10","0.21","6.41","3.16","112.28","127.77","112.87","85.71","85.71","0","114.16","116.22","118.80","27.79","19.34","15.26","4,473.70","47.66"
