"Date","Close","% Change","% Change vs Average","Volume","RSI ‌rsi‌ (14)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)","Result ‌W Acc Dist‌ (n)","MA ‌ma‌ (50,ma,0)","MA ‌ma‌ (50,ma,0)-2","MA ‌ma‌ (50,ma,0)-3","Result ‌ZigZag‌ (10)","Result ‌Williams %R‌ (14)","Result ‌Weighted Close‌ (14)","+VI ‌Vortex‌ (14)","-VI ‌Vortex‌ (14)","Result ‌Vol ROC‌ (14)","Result ‌Vol Osc‌ (12,26,Points)","Visitor Trend","Result ‌VT HZ Filter‌ (28)","Result ‌Ultimate‌ (7,14,28)","Result ‌Ulcer‌ (14)","Result ‌Typical Price‌ (14)","Result ‌Twiggs‌ (21)","True Range ‌True Range‌","Result ‌TRIX‌ (14)","TII ‌Trend Int‌ (14,9)","Signal ‌Trend Int‌ (14,9)","Result ‌Trade Vol‌ (0.5)","Forecast ‌Time Fcst‌ (14)","Result ‌Swing‌ (0.5)","Trend ‌Supertrend‌ (7,3)","%K ‌stochastics‌ (14,y)","%D ‌stochastics‌ (14,y)","%K ‌Stochastics‌ (14,n,3,3)","%D ‌Stochastics‌ (14,n,3,3)","%K ‌Stch Mtm‌ (10,3,3,10,ema)","%D ‌Stch Mtm‌ (10,3,3,10,ema)","STARC Bands Top ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Median ‌STARC Bands‌ (15,5,1.3,y)","STARC Bands Bottom ‌STARC Bands‌ (15,5,1.3,y)","Result ‌STD Dev‌ (14,2,ma)","Short % of Outstanding","Strong Ratio ‌Shinohara‌ (26)","Weak Ratio ‌Shinohara‌ (26)","Shares Short","Result ‌Schaff‌ (10,23,50,ema)","RSI ‌rsi‌ (14)-2","Rel Vol ‌Rel Vol‌ (10,14)","Rel Vig ‌Rel Vig‌ (10)","RelVigSignal ‌Rel Vig‌ (10)","‌Rel Vig‌ (10)_hist","‌RAVI‌ (vdma,7,65)_hist","Random Walk High ‌Random Walk‌ (14)","Random Walk Low ‌Random Walk‌ (14)","Over ‌Rainbow Osc‌ (2,10)","Under ‌Rainbow Osc‌ (2,10)","‌Rainbow Osc‌ (2,10)_hist","Result ‌QStick‌ (8,ma)","Result ‌PSY‌ (20)","Result ‌Pring Sp-K‌ (daily)","KST ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","KSTSignal ‌Pring KST‌ (10,10,15,10,20,10,30,15,9)","Result ‌Prime Number‌ (5)","Prime Bands Top ‌Prime Number Bands‌ (y)","Prime Bands Bottom ‌Prime Number Bands‌ (y)","Result ‌Price Vol‌","Result ‌P Rel‌ (SPY)","Result ‌Price ROC‌ (14)","Result ‌Price Osc‌ (12,26,ema,Points)","Result ‌Pretty Good‌ (14)","Index ‌Pos Vol‌ (255,ma)","MA ‌Pos Vol‌ (255,ma)","Pivot ‌Pivot Points‌ (standard,n)","Resistance 1 ‌Pivot Points‌ (standard,n)","Support 1 ‌Pivot Points‌ (standard,n)","Resistance 2 ‌Pivot Points‌ (standard,n)","Support 2 ‌Pivot Points‌ (standard,n)","Resistance 3 ‌Pivot Points‌ (standard,n)","Support 3 ‌Pivot Points‌ (standard,n)","Result ‌Perf Idx‌ (120,SPY)","Result ‌PSAR‌ (0.02,0.2)","Result ‌On Bal Vol‌","Index ‌Neg Vol‌ (255,ma)","MA ‌Neg Vol‌ (255,ma)","MA Env Top ‌MA Env‌ (50,percent,5,ma,y)","MA Env Median ‌MA Env‌ (50,percent,5,ma,y)","MA Env Bottom ‌MA Env‌ (50,percent,5,ma,y)","‌MA Dev‌ (12,ma,Points)_hist","MA 1 ‌MACross‌ (20,50,200,ma,0)","MA 2 ‌MACross‌ (20,50,200,ma,0)","MA 3 ‌MACross‌ (20,50,200,ma,0)","MA ‌ma‌ (50,ma,0)-4","Result ‌M Flow‌ (14)","Result ‌Momentum‌ (14)","Result ‌Med Price‌ (14)","Result ‌Mass Idx‌ (25,27)","‌W MFI‌ (6)_hist","MACD ‌macd‌ (12,26,9)","Signal ‌macd‌ (12,26,9)","‌macd‌ (12,26,9)_hist","Result ‌LLV‌ (14)","Slope ‌LR Slope‌ (14)","RSquared ‌Lin R2‌ (14)","Intercept ‌Lin Incpt‌ (14)","Forecast ‌Lin Fcst‌ (14)","Klinger ‌Klinger‌ (13,34,55)","KlingerSignal ‌Klinger‌ (13,34,55)","‌Klinger‌ (13,34,55)_hist","Keltner Top ‌Keltner‌ (10,5,ema,y)","Keltner Median ‌Keltner‌ (10,5,ema,y)","Keltner Bottom ‌Keltner‌ (10,5,ema,y)","Result ‌Intraday Mtm‌ (20)","Conversion Line ‌Ichimoku Clouds‌ (9,26,52,26)","Base Line ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span A ‌Ichimoku Clouds‌ (9,26,52,26)","Leading Span B ‌Ichimoku Clouds‌ (9,26,52,26)","Lagging Span ‌Ichimoku Clouds‌ (9,26,52,26)","Result ‌Hist Vol‌ (10,252,1)","Result ‌HHV‌ (14)","Result ‌High-Low‌","High Low Top ‌High Low‌ (10,5,y)","High Low Median ‌High Low‌ (10,5,y)","High Low Bottom ‌High Low‌ (10,5,y)","MA 3 ‌Guppy‌","MA 5 ‌Guppy‌","MA 8 ‌Guppy‌","MA 10 ‌Guppy‌","MA 12 ‌Guppy‌","MA 15 ‌Guppy‌","MA 30 ‌Guppy‌","MA 35 ‌Guppy‌","MA 40 ‌Guppy‌","MA 45 ‌Guppy‌","MA 50 ‌Guppy‌","MA 60 ‌Guppy‌","Result ‌GAPO‌ (14)","‌Gator‌ (13,8,8,5,5,3)_hist1","‌Gator‌ (13,8,8,5,5,3)_hist2","Result ‌Fractal Chaos‌","Fractal High ‌Fractal Chaos Bands‌ (y)","Fractal Low ‌Fractal Chaos Bands‌ (y)","‌Elder Ray‌ (13)_hist1","‌Elder Ray‌ (13)_hist2","Result ‌Elder Force‌ (13)","EF ‌Ehler Fisher‌ (10)","EF Trigger ‌Ehler Fisher‌ (10)","Result ‌EOM‌ (14,ma)","Result ‌Donchian Width‌ (20,20)","Donchian High ‌Donchian Channel‌ (20,20,y)","Donchian Median ‌Donchian Channel‌ (20,20,y)","Donchian Low ‌Donchian Channel‌ (20,20,y)","Result ‌Disparity‌ (14,ma)","Result ‌Detrended‌ (14,ma)","Darvas ‌Darvas‌","Ghost ‌Darvas‌","Result ‌Coppock‌ (10,11,14)","Result ‌CCI‌ (20)","Result ‌Choppiness‌ (14)","Change in short Interest 15 days","Result ‌Chande Mtm‌ (9)","Result ‌Chande Fcst‌ (14)","Result ‌Chaikin Vol‌ (14,2,ma)","Result ‌Chaikin MF‌ (20)","Center of Gravity ‌COG‌ (10)","Signal ‌COG‌ (10)","Bandwidth ‌Boll BW‌ (20,2,ma)","Bollinger Bands Top ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Median ‌Bollinger Bands‌ (20,2,ma,y)-2","Bollinger Bands Bottom ‌Bollinger Bands‌ (20,2,ma,y)-2","%b ‌Boll %b‌ (20,2,ma)","Result ‌Beta‌ (20,SPY)","Result ‌Bal Pwr‌ (14,ma)","‌Awesome‌_hist","ATR ‌ATR‌ (14)","All Stops ‌ATR Trailing Stop‌ (21,3,points,n)","ATR Bands Top ‌ATR Bands‌ (5,3,y)","ATR Bands Bottom ‌ATR Bands‌ (5,3,y)","Aroon Oscillator ‌Aroon Osc‌ (14)","Aroon Up ‌Aroon‌ (14)","Aroon Down ‌Aroon‌ (14)","Jaw ‌Alligator‌ (y,13,8,8,5,5,3,n)","Teeth ‌Alligator‌ (y,13,8,8,5,5,3,n)","Lips ‌Alligator‌ (y,13,8,8,5,5,3,n)","+DI ‌ADX‌ (14,14,y,n)","-DI ‌ADX‌ (14,14,y,n)","ADX ‌ADX‌ (14,14,y,n)","Result ‌Acc Swing‌ (0.5)","Result ‌W Acc Dist‌ (n)-2"
"2021-01-03T23:00:00.000Z","86.41","-1.35","-1.56","38,038,000","45.16","91.20","88.16","85.13","25.70","86.84","86.84","86.84","89.93","-70.28","87.40","0.86","1.03","55.80","-1,335,737.47","0.05","0.33","45.84","3.88","87.41","-0.04","2.64","0","17.80","14.11","1,274,684,000.00","87.00","-132.19","86.00","41.55","45.12","41.55","45.12","-5.00","-15.29","89.87","87.54","85.22","1.56","","82.55","99.73","","0","45.16","46.94","-0.13","-0.11","-0.02","3.30","1.07","2.17","28.22","-28.22","-38.96","-0.27","40.00","134.51","-8.03","14.44","1.00","89.00","83.00","640,268.35","0.23","-3.00","-0.05","-0.53","71.34","","88.30","91.65","84.24","95.71","80.89","99.06","76.83","1.00","89.62","972,722,000.00","173.75","","91.18","86.84","82.50","-0.80","88.16","86.84","75.33","86.84","25.00","-2.68","87.44","24.69","0.07","-0.05","0.24","-0.28","84.95","-0.05","0.08","87.76","87.00","-3,099,300.88","-2,940,222.56","-159,078.32","96.17","87.37","78.56","37.90","87.29","88.65","85.62","80.62","104.77","16.87","89.87","2.64","91.65","87.28","82.92","86.96","87.13","87.27","87.37","87.46","87.57","87.34","87.06","86.74","86.39","86.03","85.31","0.60","0.11","-0.06","0","89.62","84.95","0.53","-2.11","-8,990,017.97","-0.08","0.05","-0.38","7.41","92.36","88.65","84.95","-1.08","-1.34","","","-5.06","-88.58","58.49","","-1.85","-0.68","2.48","-0.01","-5.49","-5.49","6.89","91.20","88.16","85.13","21.16","1.01","-0.15","-0.72","1.78","85.29","91.89","80.93","-35.71","7.14","42.86","87.81","87.70","87.76","18.35","26.28","15.14","2,249.78","25.70"
"2021-01-04T23:00:00.000Z","87.05","0.73","0.52","22,906,000","48.17","90.63","87.95","85.27","26.84","86.97","86.97","86.97","","-55.14","87.28","0.89","1.09","-28.43","-1,662,514.66","0.04","0.33","50.22","3.79","87.28","-0.01","1.48","-0.01","24.92","16.27","1,297,590,000.00","87.01","34.98","86.00","42.78","43.56","42.78","43.56","-8.69","-14.09","89.49","87.19","84.89","1.53","","85.00","97.83","","0","48.17","49.44","-0.10","-0.12","0.02","3.18","0.75","0.98","35.82","-35.82","-9.56","-0.10","40.00","130.33","-12.07","8.59","1.00","89.00","83.00","808,327.07","0.23","-1.09","-0.08","-0.14","71.34","","88.30","91.65","84.24","95.71","80.89","99.06","76.83","1.00","89.54","995,628,000.00","175.02","","91.32","86.97","82.62","-0.07","87.95","86.97","75.50","86.97","31.05","-0.96","87.28","24.80","0.06","-0.08","0.18","-0.25","84.95","-0.04","0.05","87.59","87.01","-2,326,289.66","-2,852,517.86","526,228.20","95.98","87.31","78.64","40.35","87.51","88.65","85.62","80.62","104.79","16.64","89.87","1.48","91.74","87.37","83.00","87.00","87.10","87.22","87.31","87.40","87.50","87.32","87.06","86.75","86.42","86.07","85.36","0.60","0.10","-0.13","0","89.62","84.95","-0.05","-1.54","-5,631,116.72","-0.29","-0.08","-0.52","6.76","91.71","88.33","84.95","-0.27","-0.70","","","-4.21","-71.83","59.57","","1.01","0.04","4.23","0","-5.50","-5.49","6.10","90.63","87.95","85.27","33.21","1.09","-0.09","-1.03","1.76","85.29","92.32","81.77","-35.71","0","35.71","87.69","87.79","87.66","17.24","24.70","15.33","2,284.76","26.84"
"2021-01-05T23:00:00.000Z","86.76","-0.32","-0.53","52,042,000","46.94","90.07","87.74","85.40","26.21","87.06","87.06","87.06","","-61.16","87.16","0.87","1.03","75.54","424,648.68","0.04","0.35","52.55","3.74","87.16","0.02","2.45","-0.02","31.15","19.25","1,349,632,000.00","87.04","58.08","86.00","37.81","40.71","37.81","40.71","-13.01","-13.90","89.32","86.96","84.60","1.42","","72.93","94.91","","0","46.94","47.03","-0.05","-0.11","0.05","3.05","1.01","1.64","30.07","-30.07","-15.10","0.08","40.00","126.98","-15.43","3.32","1.00","89.00","83.00","640,030.78","0.23","-1.84","-0.12","-0.22","71.11","","88.30","91.65","84.24","95.71","80.89","99.06","76.83","0.99","89.45","943,586,000.00","175.02","","91.41","87.06","82.71","-0.30","87.74","87.06","75.67","87.06","29.52","-1.62","87.15","24.96","0.05","-0.12","0.12","-0.24","84.95","-0.02","0.01","87.31","87.04","-3,224,761.53","-2,905,695.53","-319,066.00","96.24","87.21","78.19","45.87","87.29","88.65","85.68","80.62","105.21","16.56","89.62","2.45","91.72","87.35","82.98","86.88","86.99","87.12","87.21","87.30","87.41","87.28","87.04","86.75","86.43","86.10","85.41","0.58","0.28","-0.30","0","89.62","84.95","0.06","-2.39","-6,919,459.77","-0.68","-0.29","-0.46","6.76","91.71","88.33","84.95","-0.46","-1.04","","","-3.49","-90.53","61.82","","8.22","-0.32","3.78","0.04","-5.50","-5.50","5.33","90.07","87.74","85.40","29.21","1.04","-0.05","-1.45","1.81","85.29","92.45","81.08","-35.71","64.29","100.00","87.62","87.90","87.60","15.58","26.06","16.04","2,342.84","26.21"
"2021-01-06T23:00:00.000Z","89.36","2.99","2.78","45,300,000","57.69","89.64","87.66","85.68","28.81","87.26","87.26","87.26","","-5.55","87.20","0.94","0.95","49.65","1,517,227.95","0.05","0.32","57.15","3.61","87.18","0.09","2.66","-0.02","50.92","25.58","1,394,932,000.00","87.74","368.11","86.00","59.38","46.65","59.38","46.65","11.28","-9.32","89.87","87.44","85.00","1.75","","91.38","81.23","","50.00","57.69","50.29","0.02","-0.07","0.09","3.75","1.82","0.59","37.41","-37.41","70.96","0.35","45.00","128.17","-15.32","-1.08","-1.00","97.00","83.00","1,996,453.93","0.24","1.38","0.05","1.09","71.11","","88.30","91.65","84.24","95.71","80.89","99.06","76.83","1.01","84.95","988,886,000.00","180.26","","91.62","87.26","82.90","2.06","87.66","87.26","75.83","87.26","31.91","1.21","87.14","25.03","0.06","0.05","0.10","-0.05","84.95","0.08","0.12","86.69","87.74","-1,949,156.33","-2,769,047.07","819,890.74","97.05","87.60","78.15","51.29","87.29","88.65","85.68","80.62","106.10","20.96","89.62","2.57","91.74","87.37","83.00","88.12","87.78","87.62","87.60","87.62","87.65","87.42","87.17","86.88","86.56","86.22","85.54","0.58","0.26","-0.40","0","89.62","84.95","1.79","-0.78","10,881,803.15","-0.49","-0.68","0.29","6.76","91.71","88.33","84.95","2.42","1.10","","","-1.85","70.49","64.59","","29.41","1.81","14.11","0.08","-5.49","-5.50","4.52","89.64","87.66","85.68","93.04","1.26","0.05","-1.26","1.87","85.29","95.51","83.22","-35.71","57.14","92.86","87.56","87.82","87.42","21.71","23.42","15.16","2,710.95","28.81"
"2021-01-07T23:00:00.000Z","90.36","1.12","0.91","41,012,000","60.96","89.93","87.72","85.50","30.49","87.46","87.46","87.46","","-2.37","87.37","1.04","0.90","26.21","2,013,884.32","0.06","0.32","64.79","3.42","87.34","0.13","1.82","-0.01","69.42","34.35","1,435,944,000.00","88.56","97.15","86.00","76.97","58.05","76.97","58.05","40.86","-0.19","90.42","87.99","85.56","2.38","","78.89","75.67","","75.00","60.96","54.28","0.10","-0.01","0.11","4.81","1.54","0.28","70.65","-70.65","65.51","0.32","50.00","131.29","-13.29","-4.53","1.00","97.00","83.00","2,454,472.75","0.24","3.39","0.27","1.51","71.11","76.81","88.30","91.65","84.24","95.71","80.89","99.06","76.83","1.01","84.95","1,029,898,000.00","182.28","141.01","91.83","87.46","83.09","2.78","87.72","87.46","76.01","87.46","40.36","2.97","87.27","25.04","0.04","0.27","0.14","0.13","84.95","0.17","0.33","86.20","88.56","-877,304.76","-2,498,798.17","1,621,493.41","97.52","88.10","78.69","57.55","87.72","88.65","86.03","80.78","106.42","21.26","89.62","1.82","91.83","87.46","83.09","89.24","88.64","88.23","88.10","88.04","87.99","87.61","87.35","87.05","86.72","86.39","85.70","0.58","0.13","-0.50","-1.00","89.62","84.95","2.47","0.66","15,174,361.00","-0.01","-0.49","0.92","6.76","91.71","88.33","84.95","3.31","1.56","","","0.27","167.84","58.35","","34.17","1.99","8.06","0.16","-5.48","-5.49","5.04","89.93","87.72","85.50","109.80","1.21","0.14","-0.86","1.87","85.29","96.37","84.36","14.29","100.00","85.71","87.63","87.76","87.27","24.31","21.79","14.47","2,808.09","30.49"
"2021-01-10T23:00:00.000Z","88.34","-2.24","-2.45","24,194,000","52.15","89.87","87.69","85.51","28.47","87.71","87.71","87.71","","-38.90","87.50","1.03","0.88","-69.88","1,038,445.48","0.04","0.31","61.60","3.17","87.48","0.10","2.33","-0.01","78.61","43.20","1,411,750,000.00","88.66","-235.04","86.00","84.39","73.58","84.39","73.58","42.59","7.58","90.84","88.37","85.91","2.36","","63.82","85.04","","87.50","52.15","50.05","0.16","0.06","0.10","4.11","1.19","1.36","62.10","-62.10","3.32","0.38","50.00","134.51","-11.39","-7.24","-1.00","97.00","83.00","1,912,413.93","0.23","2.06","0.27","0.38","71.11","76.69","88.30","91.65","84.24","95.71","80.89","99.06","76.83","1.00","85.17","1,005,704,000.00","178.19","141.31","92.10","87.71","83.33","0.57","87.69","87.71","76.16","87.71","45.83","1.79","87.42","25.07","0.07","0.27","0.16","0.11","84.95","0.16","0.31","86.36","88.66","-1,298,275.82","-2,327,294.98","1,029,019.16","97.78","88.15","78.51","54.11","87.72","88.65","86.30","81.06","105.86","24.83","90.49","1.69","91.96","87.58","83.20","88.79","88.54","88.25","88.15","88.08","88.04","87.65","87.40","87.11","86.80","86.46","85.78","0.65","0.08","-0.59","0","89.62","84.95","1.65","-0.04","6,009,351.68","0.35","-0.01","0.70","5.54","90.49","87.72","84.95","0.85","-1.00","","","1.30","77.71","59.21","","-4.61","-0.36","0.42","0.10","-5.49","-5.49","4.97","89.87","87.69","85.51","64.74","1.31","0.14","-0.46","1.90","85.29","94.54","82.13","14.29","92.86","78.57","87.71","87.63","87.05","22.17","22.33","13.46","2,573.05","28.47"
"2021-01-11T23:00:00.000Z","87.33","-1.14","-1.35","27,140,000","48.40","89.69","87.61","85.52","26.89","87.89","87.89","87.89","","-57.10","87.57","1.00","0.88","-25.78","497,387.17","0.05","0.32","57.60","3.03","87.56","0.09","2.64","0","75.47","49.66","1,384,610,000.00","88.50","-103.20","86.00","67.21","76.19","67.21","76.19","28.06","11.31","90.96","88.43","85.90","2.34","","58.39","84.33","","68.75","48.40","46.25","0.15","0.11","0.04","3.24","0.85","1.48","46.37","-46.37","-25.14","0.47","45.00","135.29","-11.29","-9.52","1.00","89.00","83.00","1,602,566.67","0.23","0.41","0.19","-0.14","70.30","76.57","88.30","91.65","84.24","95.71","80.89","99.06","76.83","0.99","85.38","978,564,000.00","178.19","141.62","92.28","87.89","83.50","-0.49","87.61","87.89","76.32","87.89","46.86","0.36","87.53","25.26","0.10","0.19","0.17","0.02","84.95","0.14","0.22","86.60","88.50","-1,741,494.86","-2,243,609.24","502,114.38","97.99","88.00","78.00","50.81","87.72","88.33","86.58","81.37","105.06","23.15","90.49","2.64","92.12","87.73","83.34","88.06","88.14","88.05","88.00","87.97","87.95","87.63","87.40","87.12","86.82","86.50","85.84","0.65","0.17","-0.24","1.00","90.49","84.95","0.94","-1.69","1,240,777.61","0.35","0.35","0.17","5.54","90.49","87.72","84.95","-0.33","-2.62","","","1.53","-6.02","59.98","","-5.91","-1.34","1.94","0.06","-5.48","-5.49","4.76","89.69","87.61","85.52","43.34","1.34","0.09","-0.27","1.95","85.29","93.87","80.78","14.29","85.71","71.43","87.68","87.51","87.27","20.03","26.61","13.50","2,469.85","26.89"
"2021-01-12T23:00:00.000Z","87.72","0.45","0.24","21,882,000","49.91","89.67","87.59","85.51","27.71","88.02","88.02","88.02","","-50.02","87.68","1.00","0.91","16.80","-351,628.73","0.05","0.34","59.94","2.73","87.66","0.09","1.35","0","85.97","56.92","1,362,728,000.00","88.32","44.56","86.00","51.33","67.64","51.33","67.64","17.38","12.41","91.10","88.62","86.14","2.20","","60.64","84.51","","46.87","49.91","50.31","0.13","0.14","-0.01","2.93","0.75","0.92","35.81","-35.81","-14.79","0.47","50.00","136.72","-10.29","-10.97","1.00","89.00","83.00","1,700,917.42","0.23","1.79","0.16","0","70.30","76.46","88.30","91.65","84.24","95.71","80.89","99.06","76.83","0.99","85.59","1,000,446,000.00","179.00","141.93","92.42","88.02","83.62","-0.17","87.59","88.02","76.47","88.02","51.92","1.54","87.63","25.37","0.06","0.16","0.17","-0.01","84.95","0.09","0.11","87.05","88.32","-1,090,436.88","-2,078,870.34","988,433.45","97.62","87.95","78.28","54.84","87.72","88.33","86.68","81.37","103.24","22.88","90.49","1.35","92.37","87.97","83.57","87.89","88.00","87.97","87.95","87.93","87.92","87.64","87.42","87.15","86.86","86.55","85.90","0.65","0.31","-0.39","0","90.49","84.95","0.33","-1.02","2,290,484.39","0.23","0.35","0.04","5.54","90.49","87.72","84.95","-0.01","-2.85","","","1.66","8.11","60.00","","7.64","-0.68","2.60","0.12","-5.48","-5.49","4.75","89.67","87.59","85.51","53.09","1.32","0.16","-0.01","1.91","85.29","93.77","81.67","14.29","78.57","64.29","87.65","87.34","87.73","19.02","25.27","13.55","2,514.41","27.71"
"2021-01-13T23:00:00.000Z","87.01","-0.81","-1.02","23,590,000","47.21","89.58","87.52","85.46","25.97","88.14","88.14","88.14","","-62.85","87.72","0.98","0.91","14.09","-876,554.25","0.04","0.30","54.83","2.54","87.71","0.07","2.08","0","79.87","61.51","1,339,138,000.00","87.98","-39.14","86.00","43.34","53.96","43.34","53.96","3.84","10.85","90.65","88.15","85.65","2.15","","63.63","90.20","","29.68","47.21","46.53","0.13","0.14","-0.01","2.41","1.37","1.17","35.33","-35.33","-28.98","0.57","45.00","138.10","-8.81","-11.77","1.00","89.00","83.00","1,509,712.96","0.23","0.45","0.07","-0.38","69.73","76.33","88.30","91.65","84.24","95.71","80.89","99.06","76.83","0.98","85.78","976,856,000.00","179.00","142.23","92.54","88.14","83.73","-0.73","87.52","88.14","76.62","88.14","46.45","0.39","87.69","25.50","0.09","0.07","0.15","-0.08","84.95","0.03","0.02","87.50","87.98","-1,470,680.21","-1,991,986.03","521,305.82","97.52","87.78","78.03","52.57","87.72","88.33","87.83","81.43","103.54","22.58","90.49","2.08","92.58","88.17","83.76","87.45","87.67","87.76","87.78","87.79","87.80","87.60","87.39","87.14","86.86","86.56","85.93","0.65","0.14","-0.52","-1.00","90.49","86.27","0.96","-1.12","-432,792.73","0.12","0.23","-0.10","5.54","90.49","87.72","84.95","-0.85","-3.91","","","1.48","-1.48","61.18","","-5.95","-1.11","4.06","0.06","-5.49","-5.49","4.71","89.58","87.52","85.46","37.54","1.51","0.13","-0.10","1.92","85.29","93.10","80.92","14.29","71.43","57.14","87.58","87.44","87.96","19.40","23.31","13.23","2,475.27","25.97"
"2021-01-14T23:00:00.000Z","86.81","-0.23","-0.44","26,844,000","46.45","89.52","87.46","85.39","24.98","88.22","88.22","88.22","","-66.45","87.72","0.95","0.95","287.02","-1,018,253.12","0.04","0.30","51.89","2.48","87.71","0.06","1.72","-0.01","74.34","64.07","1,312,294,000.00","87.62","-20.57","86.00","40.23","44.97","40.23","44.97","-8.75","7.29","89.92","87.44","84.96","2.16","0.32","66.54","95.08","42,916,100.00","17.97","46.45","42.94","0.16","0.14","0.02","2.22","0.54","1.28","43.60","-43.60","-25.95","0.45","45.00","137.48","-8.86","-11.86","1.00","89.00","83.00","1,448,162.94","0.23","-0.15","-0.01","-0.48","69.57","76.21","88.30","91.65","84.24","95.71","80.89","99.06","76.83","0.99","85.97","950,012,000.00","179.00","142.54","92.63","88.22","83.81","-0.83","87.46","88.22","76.77","88.22","42.67","-0.13","87.69","25.41","0.06","-0.01","0.12","-0.13","84.95","-0.02","0.01","87.90","87.62","-1,883,118.42","-1,976,433.52","93,315.09","97.23","87.60","77.97","53.65","87.72","88.33","88.32","81.51","104.76","22.29","90.49","1.72","92.58","88.17","83.76","87.13","87.38","87.55","87.60","87.64","87.68","87.55","87.36","87.13","86.86","86.57","85.96","0.65","0.20","-0.17","0","90.49","86.27","0.15","-1.58","-1,136,023.18","-0.12","0.12","-0.50","5.54","90.49","87.72","84.95","-1.07","-4.38","","","1.29","-47.45","62.36","20.02","4.49","-0.93","7.02","0.06","-5.50","-5.49","4.71","89.52","87.46","85.39","34.33","1.41","0.11","-0.59","1.91","85.29","92.71","80.91","14.29","64.29","50.00","87.51","87.71","87.88","18.15","24.03","13.28","2,454.70","24.98"
