fold,start_date,end_date,rmse,mae,r2
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.011897300851072266,0.00903406397675672,0.20693997289093136
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.0162800400599229,0.012495971971064848,0.07155107030513808
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.029719227249079383,0.021300732530483667,-0.6335172449519755
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.022529922340168457,0.017564006645875048,-0.4014675486949646
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.01693153017479152,0.013178877164361889,-0.2351358520957012
