fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.7779816513761468,0.8446108032095293
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.8366972477064221,0.8868849964026786
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.8366972477064221,0.9036449275362319
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.8256880733944955,0.9052502161694768
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.8330275229357799,0.8838590912894319
