fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.7798165137614679,0.8468855984779551
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.8330275229357799,0.8878673418562179
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.8385321100917431,0.9034420289855072
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.8256880733944955,0.9062027129269347
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.8293577981651377,0.8864111789808384
