CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.5347035687514965,0.2532414706932724,1.8203438828759244,-0.3794540833393363,1793,0.1173254171631642,0.21495292698771348,22.898396846303807,1760
