number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_n_estimators,params_subsample,state
0,-0.4637264744183964,2025-07-06 19:00:21.984106,2025-07-06 19:00:22.794083,0 days 00:00:00.809977,0.025349275693531164,7,137,0.7233327304100248,COMPLETE
1,-0.4698241239105559,2025-07-06 19:00:22.794588,2025-07-06 19:00:23.301612,0 days 00:00:00.507024,0.03102769215467486,9,56,0.927113668399624,COMPLETE
2,-0.36575778517706753,2025-07-06 19:00:23.302076,2025-07-06 19:00:24.055075,0 days 00:00:00.752999,0.02124274680258317,4,161,0.9500374407642205,COMPLETE
3,-0.6363739625871538,2025-07-06 19:00:24.055514,2025-07-06 19:00:25.493503,0 days 00:00:01.437989,0.024049967657887472,10,176,0.7633613607897015,COMPLETE
4,-0.7888965749992991,2025-07-06 19:00:25.494029,2025-07-06 19:00:26.559542,0 days 00:00:01.065513,0.11095008569801572,5,202,0.8482997870793296,COMPLETE
5,-0.853290951918766,2025-07-06 19:00:26.560012,2025-07-06 19:00:27.572418,0 days 00:00:01.012406,0.08156699487402488,10,105,0.8766676822690336,COMPLETE
6,-0.6029783819005734,2025-07-06 19:00:27.572899,2025-07-06 19:00:27.996493,0 days 00:00:00.423594,0.15540032157851813,10,57,0.6922460557009924,COMPLETE
7,-0.7011663102474867,2025-07-06 19:00:27.996930,2025-07-06 19:00:28.907105,0 days 00:00:00.910175,0.08561469533842962,3,280,0.7637181071254151,COMPLETE
8,-0.5161626868999668,2025-07-06 19:00:28.907602,2025-07-06 19:00:29.146089,0 days 00:00:00.238487,0.17581070304436314,5,56,0.6678580848733986,COMPLETE
9,-0.16945566850536178,2025-07-06 19:00:29.146574,2025-07-06 19:00:29.739540,0 days 00:00:00.592966,0.010743736969844741,4,152,0.7511757595768029,COMPLETE
10,-0.30757954869626886,2025-07-06 19:00:29.739990,2025-07-06 19:00:30.786914,0 days 00:00:01.046924,0.010137513911696544,7,237,0.5115871444446681,COMPLETE
11,-0.32435731743627433,2025-07-06 19:00:30.787384,2025-07-06 19:00:31.867282,0 days 00:00:01.079898,0.010396682990621405,7,248,0.5134673401635208,COMPLETE
12,-0.27422968269152076,2025-07-06 19:00:31.867739,2025-07-06 19:00:32.782525,0 days 00:00:00.914786,0.01008025723461102,6,226,0.5306058800539841,COMPLETE
13,-0.33947409792518335,2025-07-06 19:00:32.782976,2025-07-06 19:00:33.623366,0 days 00:00:00.840390,0.015159413423810266,5,210,0.6200701635571292,COMPLETE
14,-0.4485244439555725,2025-07-06 19:00:33.623823,2025-07-06 19:00:34.467919,0 days 00:00:00.844096,0.04293916220324596,3,300,0.6108527096646758,COMPLETE
15,-0.34705397696565293,2025-07-06 19:00:34.468372,2025-07-06 19:00:35.229881,0 days 00:00:00.761509,0.01538731250518332,6,130,0.8124442216948491,COMPLETE
16,-1.1189912037307752,2025-07-06 19:00:35.230338,2025-07-06 19:00:36.238931,0 days 00:00:01.008593,0.29246230389168165,8,187,0.5842497973332776,COMPLETE
17,-0.477816022908985,2025-07-06 19:00:36.239388,2025-07-06 19:00:37.002234,0 days 00:00:00.762846,0.04365212981258215,4,239,0.5684049151667017,COMPLETE
18,-0.27021967443392825,2025-07-06 19:00:37.002680,2025-07-06 19:00:37.515489,0 days 00:00:00.512809,0.01584234905467271,6,106,0.6577406902045679,COMPLETE
19,-0.12530186821280184,2025-07-06 19:00:37.515939,2025-07-06 19:00:37.859416,0 days 00:00:00.343477,0.01597940406532171,4,95,0.657751627167746,COMPLETE
20,-0.3207313994860404,2025-07-06 19:00:37.859854,2025-07-06 19:00:38.282402,0 days 00:00:00.422548,0.035133793993598346,4,96,0.8004045875649918,COMPLETE
21,-0.06783968504965292,2025-07-06 19:00:38.282922,2025-07-06 19:00:38.568473,0 days 00:00:00.285551,0.015519661195211745,3,93,0.6684752286036969,COMPLETE
22,-0.06240981190380716,2025-07-06 19:00:38.568971,2025-07-06 19:00:38.841837,0 days 00:00:00.272866,0.017660527112424353,3,83,0.7299641981532985,COMPLETE
23,-0.061098799635349366,2025-07-06 19:00:38.842424,2025-07-06 19:00:39.106854,0 days 00:00:00.264430,0.017319747150123965,3,82,0.710695005058507,COMPLETE
24,-0.07246549678600767,2025-07-06 19:00:39.107357,2025-07-06 19:00:39.381839,0 days 00:00:00.274482,0.01862931873528347,3,83,0.705326712207883,COMPLETE
25,-0.12898266427093344,2025-07-06 19:00:39.382301,2025-07-06 19:00:39.628842,0 days 00:00:00.246541,0.02973015639553245,3,75,0.7252242770948395,COMPLETE
26,-0.4877833157203331,2025-07-06 19:00:39.629416,2025-07-06 19:00:40.090310,0 days 00:00:00.460894,0.05999056809718544,3,116,0.9984525235182169,COMPLETE
27,-0.11583800129511938,2025-07-06 19:00:40.090760,2025-07-06 19:00:40.406241,0 days 00:00:00.315481,0.014220414001541611,5,76,0.6305034267715438,COMPLETE
28,-0.15991079760675672,2025-07-06 19:00:40.406692,2025-07-06 19:00:40.822812,0 days 00:00:00.416120,0.02020233303183857,3,125,0.7990208509693153,COMPLETE
29,-0.3448883236207874,2025-07-06 19:00:40.823304,2025-07-06 19:00:41.393953,0 days 00:00:00.570649,0.0255329451376486,4,149,0.7191176957406862,COMPLETE
