fold,start_date,end_date,r2,mae,rmse
0,2015-10-26,2017-12-21,-0.2546987790011517,3.495779872543566,4.984013905188893
1,2017-07-20,2019-09-18,-0.018805169374982444,2.9168360211693676,3.871041856064756
2,2019-04-15,2021-06-11,-0.11312669360369099,2.8257108503227633,3.579236800034882
3,2021-01-06,2023-03-07,0.034204038209363796,2.6378308796669083,3.211122862868776
4,2022-09-29,2024-11-27,-0.08457748043286473,2.864612731195211,3.6470480588167113
