CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.17023837652981766,0.039547912099858626,3.9960905927828323,-0.027692112055179408,1793,0.11335984979747764,0.20349162534668067,23.370556560699914,1760
