CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
1.149820879909739,0.20243739440611372,3.8877108138388032,-0.2298255517787513,1983,0.570902733989331,0.1858373543392946,136.73237157039375,1981
