CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.16257879573131073,0.04023619274822699,3.7651112859712543,-0.030635229265009944,1793,0.11451874898337028,0.20488307425841737,23.449136079175325,1760
