CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.5219019910353653,0.23715406672106273,1.8914108831183825,-0.35156955787350685,1793,0.11022540179360965,0.20322978175886924,22.753629058444375,1760
