fold,start_date,end_date,accuracy,roc_auc
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.6330275229357798,
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.653211009174312,
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.6238532110091743,
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.653211009174312,
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.6697247706422018,
