fold,start_date,end_date,rmse,mae,r2
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.006934960510586195,0.005623077276320633,-0.05730042444932537
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.009139922010608228,0.0064774006282294315,-0.061656748713752485
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.01527146379521477,0.009108906292852664,-0.24385269897648842
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.008672125474536453,0.006311141575421253,-0.09013285435979368
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.00775147502822667,0.006128795124156763,-0.07797640463025401
