fold,start_date,end_date,rmse,mae,r2
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,4.764201654796785e-05,3.864513900720764e-05,0.999950101132052
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,2.3048112537408456e-05,1.6746304445411232e-05,0.9999932489725095
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,2.5118290963524625e-05,1.790793597708626e-05,0.9999966349788918
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,1.554110583775011e-05,1.2860767110078817e-05,0.9999964989996121
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,7.534449815063353e-06,5.680751539360836e-06,0.9999989815407913
