fold,start_date,end_date,rmse,mae,r2
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.013360524461205923,0.009308935397348846,-0.0001293809128228851
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.016895733659777607,0.011926007964596247,-2.742555579304806e-06
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.02328742280554104,0.016107968684958677,-0.002978340741466967
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.019040048363327865,0.014496338527880922,-0.0009208843428163416
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.015235566146523492,0.010983364632267869,-9.096617524928519e-05
