fold,start_date,end_date,rmse,mae,r2
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.014139959813986485,0.011071136487927319,0.7838558385398878
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.028765686701697313,0.020097331444582756,0.393113230184863
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.07944369724834424,0.05644475617191576,-2.159390931059666
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.05173902333410748,0.041297223324530646,-0.6757611903475635
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.032041120733190494,0.026151020790789015,0.07685024724228395
