fold,start_date,end_date,rmse,mae,r2
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.030414891234652477,0.02282683449989162,-4.5347812286822275e-05
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.03692561195970404,0.02772930369532139,-3.127144690795447e-05
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.045048298378483356,0.0333323773049537,-0.015877294351346327
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.04012713818366926,0.03198879817142529,-0.007980314224719676
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.03335233718794361,0.02615465156745471,-0.00025171916591393284
