fold,start_date,end_date,rmse,mae,r2
0,2015-10-06 22:00:00+00:00,2017-12-12 23:00:00+00:00,0.02060781085441512,0.016477837320424932,-1.3794297757369893
1,2017-07-11 22:00:00+00:00,2019-09-17 22:00:00+00:00,0.018790924449694973,0.014179654155033992,-0.23692502008151295
2,2019-04-14 22:00:00+00:00,2021-06-20 22:00:00+00:00,0.032848711816239794,0.023559263609633056,-0.995654630699484
3,2021-01-13 23:00:00+00:00,2023-03-22 23:00:00+00:00,0.02441206210285857,0.01919540466019576,-0.6454041516601046
4,2022-10-11 22:00:00+00:00,2024-12-19 23:00:00+00:00,0.01683727018309654,0.013120129853070745,-0.2214218143669553
