CAGR,Vol,Sharpe,MaxDD,N_days,IC_mean,IC_std,IC_t,IC_N
0.129831522190615,0.03222888166731568,3.8045568532459066,-0.02427885206787106,1793,0.11360664851259747,0.2039045513439396,23.374006589973064,1760
