,0
PegRatio_chg,0.09266889422575109
PbRatio_chg,0.09188109017864082
PsRatio_chg,0.08729903445497443
PeRatio_zscore,0.08540756901796277
PsRatio_zscore,0.0817402386536029
PbRatio_zscore,0.08118221139614967
MarketCap_chg,0.06774111211335448
EnterpriseValue_chg,0.06336600481411701
PeRatio_chg,0.06047394878122283
EnterpriseValue_zscore,0.05461372768325002
ForwardPeRatio_zscore,0.05188274826419162
PegRatio_zscore,0.042209561159438
MarketCap_zscore,0.03940048575507225
log_marketcap,0.03635867410427819
log_enterprise,0.032823225436184066
ForwardPeRatio_chg,0.03095147396180986
