,0
result_detrended_14ma,0.6911655225474687
rainbow_osc_210_hist,0.10312997007403238
ma_dev_12mapoints_hist,0.05165536659944216
b_boll_b_202ma,0.023053729138782612
result_cci_20,0.019707440488428624
elder_ray_13_hist2,0.011596615468531394
result_hist_vol_102521,0.008159339544541922
bandwidth_boll_bw_202ma,0.007763702529430869
result_momentum_14,0.005311956021969726
result_qstick_8ma,0.004760417097479705
rel_vol_rel_vol_1014,0.003985544391377944
signal_trend_int_149,0.0038658197730400135
bollinger_bands_bottom_bollinger_bands_202may,0.003464702232425702
y_vol_5d,0.0033974424588687794
result_ultimate_71428,0.0033770432574888906
atr_bands_bottom_atr_bands_53y,0.00321149973163069
result_mass_idx_2527,0.0031351435000897257
ma_neg_vol_255ma,0.002711602047646542
result_vol_roc_14,0.0025229036897302694
trend_supertrend_73,0.0024048509193367595
signal_cog_10,0.002304037720945075
result_w_acc_dist_n2,0.0022045166532683558
result_williams_r_14,0.0021673332913197305
relvigsignal_rel_vig_10,0.0021064412788401833
ma_pos_vol_255ma,0.001784463550878487
index_pos_vol_255ma,0.0017297297196870458
result_price_roc_14,0.001675518354047979
atr_bands_top_atr_bands_53y,0.0015592912520859417
aroon_oscillator_aroon_osc_14,0.001446967004610648
bollinger_bands_bottom_bollinger_bands_202may2,0.0013334373292175092
rel_vig_10_hist,0.0013195589532170578
kstsignal_pring_kst_10101510201030159,0.0012494031931068723
result_w_acc_dist_n,0.0012353654673071585
index_neg_vol_255ma,0.001153525179918097
macd_12269_hist,0.0011373047908228213
result_chaikin_vol_142ma,0.0010902724730367669
tii_trend_int_149,0.0010611258393828076
elder_ray_13_hist1,0.0010090780942935962
awesome_hist,0.0009748895757793114
gator_1388553_hist2,0.0009236593610231877
result_std_dev_142ma,0.0008769554795017823
ravi_vdma765_hist,0.0008352864939682159
bollinger_bands_median_bollinger_bands_202may,0.0008140006608330546
k_stochastics_14y,0.0007218188789525088
starc_bands_bottom_starc_bands_15513y,0.0006750157449227993
starc_bands_median_starc_bands_15513y,0.0006596339361027406
signal_macd_12269,0.0005873087264305242
rsi_rsi_142,0.0005765004732210846
bollinger_bands_top_bollinger_bands_202may2,0.0005526880842129883
d_stochastics_14n33,0.0005408181454608041
starc_bands_top_starc_bands_15513y,0.0005287088662132635
under_rainbow_osc_210,0.0005106708472689158
k_stochastics_14n33,0.0005096417322928771
macd_macd_12269,0.00047378764508520583
result_trix_14,0.00042460284984094176
fractal_high_fractal_chaos_bands_y,0.00040347233598040874
conversion_line_ichimoku_clouds_9265226,0.00037715226767712597
gator_1388553_hist1,0.00036367822655892595
result_ulcer_14,0.00035156587196054763
result_twiggs_21,0.0003188549902846909
prime_bands_top_prime_number_bands_y,0.0003016109888416921
over_rainbow_osc_210,0.00027442041206094894
w_mfi_6_hist,0.00024687882251986284
bollinger_bands_top_bollinger_bands_202may,0.00020286657019046494
result_psar_00202,1.3006995423370605e-05
d_stochastics_14y,3.967545919359492e-06
bollinger_bands_median_bollinger_bands_202may2,3.773841663104444e-06
result_price_osc_1226emapoints,2.936789119754536e-06
fractal_low_fractal_chaos_bands_y,1.6243641131304467e-06
prime_bands_bottom_prime_number_bands_y,2.2081884696672184e-07
rsi_rsi_14,0.0
